,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601898.SH,X601600.SH,X600688.SH,X600547.SH,X600795.SH,X600362.SH,X300072.SZ,X600309.SH,X600188.SH,X601991.SH,X600157.SH,X600027.SH,X600886.SH,X600660.SH,X601992.SH,X600111.SH,X600489.SH,X000898.SZ,X600299.SH,X600339.SH,X000709.SZ,X601158.SH,X000959.SZ,X600583.SH,X000792.SZ,X000630.SZ,X002466.SZ,X000408.SZ,X600352.SH,X600219.SH,X600098.SH,X000883.SZ,X000539.SZ,X000723.SZ,X600021.SH,X002092.SZ,X000825.SZ,X000983.SZ,X000027.SZ,X601699.SH,X000937.SZ,X600623.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.350792534892878,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.0859203670794482,0,0,0,0,0.0111114501086324,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00652027652435797,0,0,0,0,0.104241479381193,0,-4.91428368637544e-05,-0.00545144300789595,0,0,0,0,0,0
X600028.SH,0.733635635296548,0,0,0,0,0.0758991113127957,0,0,0,0,0.0100434535397886,0,0,0,0,0,0,0,0,0,0.0478623456649303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0367622842333386,0,0.0721725434919357,0.00801419584374558,0.094581450241637,0,-0.0179084040794991,0,0,0,0.00158224807004163,0,-0.09201348982788,0.0363151036478637,-0.0147105518962327,0.115265796293733,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.146256522653919,0.178633614945694,-6.93889390390723e-18,0,0.108061141077976,0.0276276744577938,0,0,0,0,0,0,0,0,0,0,0,0,0.00905897206404961,0,0,0,0,0,0,0,0.00251638298295958,0.0986442644445892,0,0,0,0,0,0,0,0.0868978143632956,0,0.0811250155767781,0,0,0,0.107364748450527,-0.13417798337092,0.00746806147867089,-0.0202437103225267,0.00744639958586859,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,-0.0544063117068223,0,0,-0.0355691494964854,0,0,0,0,0,0,0,0,0,0,0.224720268041484,0,0,0,0,0,0,0,0,0,0,-0.0375400021713391,0,-0.023110908610358,0,0,0,0.0696749703242399,0,0,0,0,0,0,-0.100960096846214,0,-0.0161570083258626,0.0092977757061763,-0.00577708216560359,0,0,-0.410492901237962,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,-0.0409164217888661,0.189875871754879,0,-0.0879203161269411,0,0,0,0,0,0,0,0,0,0,-0.0438160779077967,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00808585820935338,0.15206917514603,-0.0285887647671563,0,0,0,0,0,0.0550843634033777,-0.0125177795226027,0.0119599670495727,0.101415637132854,0,0,0,0,0
X600585.SH,0,0,0,0.212002212638727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0186615676819739,0,0,0,0,0,0,0,0.0323766962102834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.325348174842813,-0.039766909903345,0.0336024444858326,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.0738556799548472,0,0,0,0.0164000282951364,0,0.0205109197092278,0,0,0,0,0,0,0,0,0,0.205304607544944,0,0,0,0,0,0,0,0,0,0,0,0,0.0501674733859774,0,0,0,0,0,0,0,0,0,0.0605349164159093,0.0956450552989301,0,-0.021242944685125,0.00520239285972149,0,0,0,0,0,0
X601898.SH,0,0,0.236033793922612,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.120400336289021,0,0,0,0,0,0,0,0,0,0,-0.0563756154086062,0,0,0,0,0,0.0325786733779737,0,0,0,0,0,0,0,-0.022666683007408,0,0.00953671806338209,0.00962496518497672,0.315959655792171,0,0,0.0382989381508576,0,-0.0566555900801809,-0.0152226848458222,0,0,0,0,0,0,0
X601600.SH,0,-0.0537638101319297,0,0,0,0,0,0,0,0,0,0,0.244674665247815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.307874606685489,0,0,0,0.188409440646978,0,0,0,0,0,0,0,0,0,0.0246276764097488,3.46944695195361e-18,0,0,-0.0404598570718505,0.0360545913845375,0,0,0,0,0,0
X600688.SH,0,0.302221949471643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0109273389944437,0,-1.73472347597681e-18,0,0.133897531939991,0,0,0,0,0,0,0,0,0,0,0,0,0.0954868655326246,0.120642149790526,0,0,0,0,0.0136644062078816,0,0,-0.00227721010874018,0.00293572927620677,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0653035207003408,0,0,0.723820118808708,0,0,0,0,0,0,0,0,0.0333801426518553,0,0,0,0,0.082875339174485,0,0,0,0,0.0939621522756643,0,-0.0857277314139798,0,0,0,0,-0.0205108915609393,-0.053123635151106,0.0239174484743693,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.169789683494426,0,0,0,0,0,0,0,0.063295059776748,0.111770418215973,0,0,0,0,0,0,0,0,0,5.42966820349499e-05,0,0,0,-0.11317163969795,0,0.104180927205929,0,0,-0.0110505680023126,0,0,0,0,0,0,0,0,0,0,0.0144548079887761,0,0,0,0,0.033434383378223,0,-0.00945433791998164,0.00823844542644387,0,0,0,0,0,0
X600362.SH,0,0,0,-0.125871803563299,0,0,0,0,0.167882830101522,0,0,0,0,0.156461176499415,0,0.0367455338132165,0,0,0,0,0,0,0,0,0,0,-0.210192545127906,0,0,0.0736515541056646,0,0,0.545016089995305,0,0,0,0.120134886002987,0,0,0,0,-0.136214287749204,0.0313455016711578,0,0,0,0,0.115470916021973,0,0,0,0,0,0,0,0,0,0
X300072.SZ,0,0,-0.0298960816362619,0,0,0,0,0,-0.0536208871781559,0,4.33680868994202e-19,0,0.15492434009169,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,-0.0327754958259871,0,0,0.111309703327335,0,0.137788733179785,0,0,0.0947655183748622,0,0,0,0,0,0,0,0,0.0223638208647246,0,0,0,0,0,0,0,0.02648077198697,0.0994066911054642,0,0.0236857573665604,0,0,0,0,0,0
X600309.SH,0,0,0,0,0.0252649908852602,0,0.104660227665787,0,0,0,-0.169709174846881,0,0,0,0,0,0,0,0,0.231837955009662,-0.100753158961097,0,0,0,0,0,0.0759868954748062,0,0,0.183811341103409,0.0116082448072537,0,0.131314236217049,0,0,0,0,0,0,0,0,0,0.0301803941673784,0,0,0.0663780821497779,0,-0.132517074631759,0,0,-0.0104440932279638,-0.00622480090493358,0.103810600316991,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0.652827762506484,-0.0362855260590353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0217169281899886,0,0.0313174101026232,0,0,0,0,0,0,0.0428092363200234,0,0,0,0,0,0,0,-0.190557349427951,0,0.0388853097758007,0,0,0,0.0872395156031067,0,0.11238333185593,0.016605391642214,-4.33680868994202e-19,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0.0326325420167546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0628003649821435,0,0,-0.0251642935785435,0.0115045835972597,0,0,0,0,0,0,0,0,0,0,0,0.0419327399830202,0.0481322288316491,0,0,0.0282980657733363,0,0.0954734032663652,0,0.00914016802854061,-0.0185380160514684,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59571817894978,0,0,0,0,0.0372817321817862,0,0.0781024736137538,0,0,0,0.191799194294806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0138575112962372,0,0,0,0,0,0,0,-0.119357833436212,0.0169519388012433,0.00217713487885754,0,0,0,0,0,0
X600027.SH,0,0,0,0,0.0445720691159135,0,0,0,0,0,0,0,0,0,0.0369877048693793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0567721521173243,0,0,0,0,0,0,0,0,0,0.00245276735696925,0,0.00564568537524476,0,0,0,0,0.0136589610531769,0,-7.56437400378918e-05,0.00588403818119675,0.004560366156022,0,0,0,0,0,0
X600886.SH,0.173170300174844,0,0,0,0,0.0466631781437844,0,0,0,0,0,0,0,0.0223861577587162,0.138197874678523,0,0,0,0,0,0.00762002708664036,0,0,0,0,0,0.0045899636406515,0,0,0.0590125063715166,0,0,0,0,0,0,0,0.0609801720388898,0,0,0,0,0,0,0,0,0,0,0.0412915894352534,0,-0.00148953004568397,0.00708868228736016,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156353565923211,0,0.259599608515382,0,0.0169891254707792,0,0,0,0,0,0,0,0.0976620752091746,0,0,0,0,0,0,0,0.0447832560859267,0,0,0,0,-0.110223982339646,-0.00854273101430176,0.0498922640075988,0,0,0.0427275302273005,0.0575920320507829,-0.295100526461074,-0.0288523460437953,0.0294706466327054,0,0,0,0,0,0
X601992.SH,0.00175774199431482,0,0.26724261928566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0165488178278657,0,0,0,0,0,0,0,0,0,0,-0.0207580664239656,0.0241692037507462,0.0426119185708079,0,0,0,0,-0.0456019052605044,0.339607658841064,0,-0.0124528894910618,0.00915784504963174,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0.12206506928493,0,0,0,0,0,0,0,0,0.0154304575097278,0,0,0,0,0,0,0.0739699043225131,0,0,0,0,0,0,0,0,0,0,0,0.0574338547014463,0,0,0,0,0,0,0.0244785498891687,0,0,0,0.0955632296492005,0,0,-0.0203163575761326,0.00617054319236202,0,0,0,0,0,0
X600489.SH,0,0,-0.0256054337550546,0,0,0,0,0,0,0,0.779003754346206,0,-0.0563148728484594,0.0911181647337126,0,0,0,0.0984654892357277,0,0,0,0,0,0,0,0.00925761807743312,0,0,0,-0.0294946660604464,0,0,0,0,0,0,0,0,0,0,-0.0173003940696584,-0.0846153379445581,0,0,0,0,0,0,0.0866282848078784,0,-0.0117371120222433,0.00580613392893888,0,0,0,0,0,0
X000898.SZ,0,0,0,0.321030306338397,0,0,0.0879821682041263,0,0,0,0,0,0.0806059320901051,0.0297539773429867,0,0.0202747777471266,0,0,0,0,0,0,0,0,0,0,0,0.848210119698996,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0848874693755457,0,0.121900759991851,0,0,0,0,0,0.100251673696828,-0.0411554245518551,0.0420152737977919,0,0,0,0,0,0
