,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600585.SH,X600188.SH,X002460.SZ,X000792.SZ,X600019.SH,X600111.SH,X002466.SZ,X601898.SH,X600011.SH,X002271.SZ,X000877.SZ,X600660.SH,X000708.SZ,X600010.SH,X600547.SH,X000301.SZ,X601600.SH,X600886.SH,X600176.SH,X600426.SH,X600362.SH,X600795.SH,X000786.SZ,X000983.SZ,X600096.SH,X600803.SH,X600801.SH,X000723.SZ,X601991.SH,X600486.SH,X601699.SH,X000408.SZ,X600027.SH,X600219.SH,X000932.SZ,X600141.SH,X600295.SH,X000807.SZ,X300073.SZ,X002080.SZ,X600489.SH,X000630.SZ,X600157.SH,X000830.SZ,X600352.SH,X600688.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0.0693983040714816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0579096474280968,0,0,0.155053922953451,0,0,0,0.0962265306814916,0,0,0,0,0.0979903045825522,0.00486115781995749,0.0427348841967505,0,0,0.166196771637205,0,0,0.0247879311312239,0,0,0,0,-0.0226675735584518,0,0,0,0,0,0
X601088.SH,0.151539173348287,0,0,0,0,0.244600605347496,0,0,0,0,0,0.273278186973356,0,0,0,-0.128641243921204,0,0,0,0,0,0,0,0,0,0.0509136406185868,0,0,0,0,0,-0.115623861239855,0,0,0.101048190074214,0,0.0536546532715682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0631425583482319,-0.0518142657780083,0,0,0,0,0,0
X600028.SH,0.0944195140416947,0,0,0,0,0,0,0,0,0,0,0.0267267818680906,-0.0668091994555134,0,0,0,0,0,0,0.0475225827036414,0.0674623748374903,0,0,0.0568662959942248,0,0,0,0.0119593121978396,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0.0119331697535301,0,0,0,0.0375006182944842,0,0,0,0,0,0,0,0,0,-0.0069119719161825,-0.0111660234973235,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0.00885616981886219,0,0,0,0,0.225603945750972,0.13439653217057,0,0.159504020681789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034117172815524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0.0412559965166777,0,0,0,0,0,0,0,0,0,0.00159200505595588,0,0,0,0,0,0,0,0,0.0560347977893755,0,0,0,0.0994299992520252,0,0,0,0.368247841035206,0,0,0,0,0,0.0335205039006362,0,0,0,0,0,0,0,0.00759007956243175,0.00495065261924675,0,0,0,0,0,-0.0276901806937503,0.0165431045537812,0,0,0,0,0,0
X600188.SH,0,0.967068805505957,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0.320004868638593,0,0,0,0.130470590350255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0785963032491857,0,0,0,0,0,0,0,0,0,0.0813590244657243,0.0752216561971548,0,0,0,0,0,0,0
X002460.SZ,0,-0.00490531736085694,0,0,0,0,0,0.121893600623652,0,0.271932558579852,0.399632846629046,0,0,0,0,0,0,0,0,0,0,-0.0236389712357619,0,-0.0625388677160323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189558502078684,0,0,0,0,0,0,0,0,-0.0943109812935722,-0.000875594856043833,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.0515462861189732,0,0,0,0,0.344348708867236,0,0,-0.0755434361834606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0713758638874597,0.0541367724251002,0,0,0,0.00773420759446992,0,0,0,0,0,0.260365725545127,0,0,0.107075391878386,0,0,0.19414984303686,0,0,0,0,0,0,-0.00681803315541609,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.06319450052713,0,0,0,0,0,1.73472347597681e-18,0.00497588479128993,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0535682029643648,0,0,0,0,0,0,0,0,0,0,0,0.523683232913503,0,0.0536631070203274,0,0,0,0,0,0,0,0,0,0,-0.031614324735066,-0.0106181555278716,0,0,0,0,0,0
X600111.SH,0,-0.0922033694287353,0,0,0,0,0.31903050638448,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0.376824010387161,0,0.0345172508184976,0,0,0,0,0,0,0,0,0,0,0,0.0118936600681782,0,0,0,0,0,0,0,0,-0.0581291366250507,0.129295029521688,0,0.115319747467893,0,0,0,0,0,0,0,0,0.0496782149005435,0,0,0,0,0,0
