,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600585.SH,X600019.SH,X600688.SH,X601898.SH,X601600.SH,X600795.SH,X601991.SH,X600027.SH,X600623.SH,X600188.SH,X600362.SH,X601992.SH,X600886.SH,X600111.SH,X002466.SZ,X600157.SH,X600299.SH,X600547.SH,X600660.SH,X601158.SH,X000792.SZ,X600352.SH,X000709.SZ,X600309.SH,X600583.SH,X600489.SH,X000539.SZ,X000883.SZ,X000898.SZ,X000027.SZ,X000629.SZ,X000630.SZ,X002075.SZ,X300072.SZ,X600021.SH,X000959.SZ,X000060.SZ,X002470.SZ,X600176.SH,X000983.SZ,X600098.SH,X600578.SH,X000012.SZ,X600022.SH,X000723.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0.0345308869294466,0,0,0.282462627541764,0,0,0,0,0,0,0,0,0,0,0.0271077908540142,0,0,0,0,0,0,0,0,0.0121743901336386,0.0200189140837544,0,0,0,0.0173068878793738,0,0,0,0,0,0,0,0,0,0,0,0.0551490811072618,0.0222318084106442,0,0,0.0184848662698832,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.100289630921053,0.207183696373553,0,0,0,0,0,0.0301902931887091,0,0,0,0,0,0,0.00628295511800116,0,0,0,0,0,0,0,0.0522757764971166,0,0,0,0,0,0,0,0.00977540158840624,0,0,0,0,0,0,0.00294420999831562,0.0292623230318572,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.0473606855255254,0,0,0.435337506294124,0,0,0,0,0.0786739556017559,0.0449444811473269,0.0222607476381598,0.0766923960305739,0,0,0,0,0,0,0,0,0,0,0.000297725608827374,0,0,0,0,0,0,0,0.0596905968762369,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.0876368723163728,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0.100138704496622,0,0,0.130437458524154,0,0,0.206735774013795,0,0,0,0,0,0,0,0,0,0,0.0150989069748572,0,0,0,0,0,0.0753594228491508,0.00676576118599149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00678118603164062,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218411345563859,8.67361737988404e-19,0,0,0,0,0,0,0,0.098745920299848,0,0,0,0,0,1.73472347597681e-18,0,0.0641847383919473,0.338071220003239,0,0,0.0568584752020742,0.0209685737023313,0.0221787081127933,0,0,0.0430631552978134,-4.33680868994202e-19,0,0,0,0.082160078945122,0,0.0293306948143297,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0.0356182498680477,0,0,0,0,0,0,0,0,0,0.111667359331583,0,0,0.00576647153691624,0,0.00897504963371877,0,0,0,0,0.139201421966123,0,0,0,0,0,0,0,0,0.148714330230633,0,0,0,0,0.10084258750737,0.00908431479248195,0,0,0,0,0,0,0.0980422149467127,0,0,-0.0319900234059224,0,0,0,0,0,0,0
X600019.SH,0,0,0.0683195432785035,0,0,0.0842963489748301,0,0,0.00631236838565853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.634727784618782,0,0,0,0,0,0,0.0247405107570513,0,0,0,0.0860094037220527,0,0,0,0,0.0135124988361138,0,0.0579542415023253,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0.095897973787113,0,0,0,0,0,0.121981226721351,0,0,0,0,0,0,0,0,0,0.182738669854611,0,0,0,0,0,0,0,0,0.0847604799529283,0,0.0904066345682122,0,0,0,0,0,0.153045067092281,0,0,0.01977520568943,0,0,0.0224177832356595,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.0852847818384231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248447688193018,0.0113346683544708,0,0,0,0.0901571314437759,0,0,0,0.00537148531702984,0,0,0,0.223364293593487,0,0.0613639539051459,0,0,0,0,0,0,0,0,0,0.0543978794821357,0,0.0784416169709187,0,0.0402041446101506,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0299902633230854,0.119569362782588,0,0,0,0,0.0321367080127538,0,-6.93889390390723e-18,0,0,0,0,0.0648303202160528,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0.081905157985377,0,0,0,0,0,0,0.573993315269189,0,0,-0.0230494756555437,0,0,0,0,0,0,0
