,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002460.SZ,X002466.SZ,X600585.SH,X600019.SH,X000792.SZ,X601898.SH,X600011.SH,X600111.SH,X600660.SH,X000301.SZ,X002271.SZ,X600010.SH,X000708.SZ,X601600.SH,X600547.SH,X600886.SH,X000877.SZ,X600426.SH,X600795.SH,X600362.SH,X000983.SZ,X600176.SH,X601699.SH,X600027.SH,X600803.SH,X601991.SH,X000786.SZ,X600995.SH,X000807.SZ,X000408.SZ,X000629.SZ,X600160.SH,X600489.SH,X600219.SH,X000723.SZ,X600378.SH,X002080.SZ,X600096.SH,X000831.SZ,X000933.SZ,X600348.SH,X300037.SZ,X000630.SZ,X600157.SH,X600141.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.186360805511448,0,0,0,0,0,0,0,0,0,0.0294314952333172,0,0,0.0246157588470388,0,0,0,0,0,0,0.0175825234852127,0,0,0.134767340557414,0,-0.0119858727226005,0,0,0.181529978562133,0.0842942871795436,0,0,0,0,0,0,0,0,0,0,0,0,0.021335932947031,0,0,0,0,0,0,-0.00532439166981009,0.0138850862391991,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.457985912262887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00141947767202853,0,0.0917517778746136,-4.33680868994202e-19,0,0,0,0.0880016055678224,-0.0317266260176758,0,0,0,0,-0.0491152892604154,0,0,0,0,0,0,0,0,0,-0.0215067788952009,-0.0147578937101209,0,0,0,0,0,0,0
X600028.SH,0.197369517010186,0,0,0,0.128915462537092,0,0,0,0,0,0,0,0,0,0,0.0257194825453181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177117021215384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0350442620339168,0,0,0.024716444058189,0.00131852431339236,0.0138839971779676,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,-0.0508161047093346,0,0,0.204919955110685,0,0,0,0,0,0.229987315369541,0,0,0,0,0.0901403012617586,0,0,0,-0.0889573343370818,0,0,0,0,0,0,-0.0251521733700101,0.232706681760147,-0.0521938764142263,0,0,-0.0129360451268652,0,0,0,0,0,-0.0270339892369765,0,-0.0349242222571534,0,0,0,0,0,0,0,0.035095619244535,-0.0231784458810857,0,0,0,0,0,0
X600188.SH,0,0.448489514070695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120082644282029,0,0,0,0.185976557340208,0,0.326398068120573,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0275976925265664,0.284321073387774,0.0291979408454277,0,0,0,0,-0.072151857161069,-0.0358895046574629,-0.00171368635747994,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0.593443433063257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0697841836015637,0,0,0.0231117655245671,0,0,0,0,0,0.0263983389948149,0,0,0,0,0,0,-3.46944695195361e-18,0.075677336845653,0,0,0,0.0995280059449203,0,0,0,0.0166988127090726,0.0101566816416365,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.863617665158548,0,0,0,0,-0.0322583432939948,-0.0565723602459887,0,0,0,0,-0.00666835465957357,0,0,0,0,0,0,0,0,0.09734041079346,0,0.0635439471167377,0,-0.0592491864382355,0,-0.154040144992915,0,0.0699351286699284,0,0,0,0,0,0,0,0,0,0,0,0,-0.0287828761095553,0,0,0,-0.0521471957919182,0.0041148924608165,0.00194473141444248,-0.0478286872410375,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0111381345396991,0,0.00877681530792697,0.216242024661553,0,0,0,0.383003630448959,0,0,0,0,0,0,0,0,0,0.172352847428019,0,0,0.0286493653781303,0,0,0,0,0,0,0.0714948586067701,0,0,0.0983907679704625,0,0,0,0,0,0.105378879613469,-0.0067702674036641,0.00686775362396254,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,-0.0371733241244449,0,0,0,0.21878632631198,0,0,0,0,0,0,0,0.142264064313633,0,0,0,0,0,0,0,0,0,0.0475784461116581,0,0,0.134070262408789,0,0,0,0,-0.10278445184161,0,0,0,0,0,0,0,0,0,-0.0213441923699354,0.0965961141894271,0,0,0,0,0.00508216124570071,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.379780874675769,0,0,0,0,0,0,0.0768534318573206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0321820440101221,0,0,0,0.0540151854122768,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0368485688402551,0.130231247143696,0,0,0.00521094172021217,0.00808605649516581,-0.00138613047377068,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.27848290533663,0,-0.0400392012486833,0,0,0,0,0,0,0,0,0,0,0,0.061182698002028,0,0,0,0,0,0,0.112676063726187,0,0.158687178804438,0.0359377477300802,0.0807864401544829,0,0,0,0,0,0.0742639040730491,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,-0.00877188834552233,-0.000688105683376287,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.271993507697473,0,0,0,0,0,0,0,0,-0.00662695002934936,0,0,0,0,0,0,0.498243005063592,0.114531303800216,0.440440367966392,0,0,0,0,0,0,0,0,0,0.152018139520137,0,0,0,-0.0324228122953002,0,0,0,0,0,0,-2.71050543121376e-20,0.0271673226094025,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0.0597744260972377,0.0439525334810325,0,0.19006892716624,0,0,0,0,0.0460520228216586,0.074118817205185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0342327639017201,0,0,0,0,0,0,0,0,0,0.322699699708911,0,0,0,0,0,0,0,-0.0281193865555808,0.0537357892642656,0,0,0,0,0,0
X600660.SH,0,0,0,0.172000754300385,0,0,0,0,0,0,0,0,0.123895110471763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124013131683068,0,0,0,0.145072313552314,0,0,0,0,0,0.00982433941738931,0,0,0,0.0172235728292255,0,0,0.0241833623051812,0,0,0,0,-0.0280857262369333,0,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10504428431432,0,0,0,0,0,0,0,0.0252123509467349,0,0,0,0,0,0,0,0,0.298483204205844,0,0.309392907582202,0.119443054004951,0.0206980793402239,0,0,0.257320219505965,0,0.0810808352747181,-0.0180800957798936,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0.214554487041134,0,0,0,0,0,0,-0.00122146623483799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.695696682221507,0,0,0,0,0,0,0,0,-0.00767796590521456,0,0,0,0,0,0,0,0,0,-0.0883041486901735,0.00228478738671534,0.0159806527386966,0,0,0,0,0,0
X600010.SH,0,0.145507760264231,0,0,0,0,0,0,0,0,0,0,0.08445652439333,0,0.0759078212737854,-0.0749415382232627,0,0,0,0,0,0,-0.0711784629549666,0,0,0,0,0,-0.0263290056046943,0,0.0972526438953508,0,0,0,0,0,0,0,0,0.221411734124225,0,-0.0779736786174265,0,0.161532966011874,0,0,0,0,0,0,0,-0.0102867684350854,0.0107592225889542,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0.0167866357927809,0.367108456659614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0425693451616029,0,0,0,0,0,0,0,0.0319987903833362,0,0,0,0,0.0344080480996781,0,0,-0.0171412330582646,4.33680868994202e-19,0,0,0,0,0,0,-0.0337724090481935,0.0280938932104883,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0.0298378183984864,0,0,0,0.0226368277824728,0,0,0,0,0,0.240349029358099,0,0,0,0.0933963443383943,0,0,0.0991721694436439,0,0,0,0,0.10340475117999,0,0,0,0,0,0,0,0,0,0.0537252157102797,0.161703859847653,0,0,0,0,0,0,0.0262895275967805,-0.00105750544479437,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0.151400609982668,0,0,0,0,0,0,0,0,0,0.0884882356191685,0,0,0.122540202861615,-0.0351403474603066,0,0,0,0.188651529018299,0,0,0,0,0,0,0,0.605272343714762,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0198140961565865,-0.0348808162737816,0,0,0,0,0,0
X600886.SH,0,0,0,0,0.0275175295088761,0,0,0,0,0,0,0.21737581159879,0,0,0,-0.018165454303722,0,0,0,0,0,0,0,0,0,0,0,0,0.107392091355753,0,0,0,0,0,0,0,0,0,0,-0.101424933968403,0,0.00065268644159089,0,0,0,0,0.00759050399775934,-0.198350072176534,0,0,0,-0.00966603323936891,-0.0194328914488706,0,0,0,0,0,0
X000877.SZ,0,0,0,0,0,0,0,0.0447149341232735,0,0,0,0,0,0,0,0,0.108961327382573,0,0.190422481860662,0,0,0,0,0,0,0,0,0,0.178488452055429,0,0,0.349200113092822,0,0,0,0.00928538199938429,0,0,0,0,8.67361737988404e-19,0.0668945429190147,0,0,0,0,0,0,0,0,0,0.0149724333735471,-0.00550976495981344,0,0,0,0,0,0
X600426.SH,0,0.103452971214081,0,0,0.0074506451400951,0,0,0,0,0,0,0,0,0,0.017485983953632,0,0,-0.013772001502582,0,0,0,0,0,0,0,0.318865868957682,0,0,0,0,0.0322400501934135,0,0,0,0,0,0,0,0,0,-0.240638705001969,0,0,0,0.0350883046805783,0,0,0,0,0,0,0.00512771418373711,-0.0124781127774029,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0.335116237355731,0,0,0.185054457350634,0,0,0,0,0,0,0.0756197120035166,0,0,0,0,0,0,0.251255992184033,0,0.0172921911657256,0,0,0,0,0,0,0,0,0,0.0891469312552825,0,-0.226933204987017,-0.152527906679379,0,0,0,-0.146272172211582,0,0,0,-0.0348485138794364,0.0316563917940524,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0927801014740458,0,0.00536088628022997,0.240914512098897,0,0,0,0,0,0,0.0149382239914902,0,0,0.0178931099678996,0,0,0,0.255806539830249,0,0.031086996931452,0,0,0,0,0,0,0,0.0269614667033358,0.0248782733994024,0,0,0.00567045561236863,0,0,0,0.00111428442373116,-0.0053193684868505,0,0,0,0,0,0
X000983.SZ,0,0,0,0,0.015226416936558,0,0.202573876030948,0,0,0,0,0,0,0,0,0.0935682283536263,0,0,0,0,0,0,0,0,0,0,0,0.159854327731659,0,0.506148868054378,-8.67361737988404e-19,0,0,0.0344753819370377,0,-0.0535304462109416,0,0,0,0,0,0,0,0,0.407077592216512,0,0.0938453264672879,0,0,0,0,0.00971554396289154,-0.0417092035530109,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0268601264288992,0,0,0,0,0,0,0,0.115014548576223,-0.0203275557221745,0,0,0.0253629971799956,0,-1.73472347597681e-18,0,-1.73472347597681e-18,0,0,0,0,0,0.220017450207758,0,0.0405445654584691,0.208235920325802,0,0.00843849230566845,0.00453166315080369,0,0,0,0.0330353125314525,-0.016309152788944,0,0,0,0,0,0
X601699.SH,0,0,0,0,0.453388882009919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0517739122286624,0,0,0.0714545895616189,0,0,-0.0133825454463325,0,0,0,0,0,0,0,0,0,0,0,-0.171316313959384,0,0.100122008362628,0,0,0,0,0,0.00934281364374809,-1.0842021724855e-19,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0,0,0,0,0.348943222564632,0,0,0,-0.0392172011211106,0,0,0,0,0,0.00659761528566831,-0.187508679132417,0.229734840972398,-0.012450024234435,0,0,0,0,0,0.186528282331877,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,-0.0978467084369202,0.0263787330246768,0.192114317134576,0,0,0,0,0
