,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600309.SH,X600011.SH,X600010.SH,X600188.SH,X601898.SH,X002466.SZ,X600660.SH,X600688.SH,X601600.SH,X600362.SH,X601991.SH,X600795.SH,X600547.SH,X600886.SH,X600516.SH,X300072.SZ,X000898.SZ,X002460.SZ,X600111.SH,X000553.SZ,X600176.SH,X600352.SH,X601992.SH,X000786.SZ,X600027.SH,X000825.SZ,X000792.SZ,X000709.SZ,X600299.SH,X600426.SH,X002271.SZ,X000408.SZ,X600315.SH,X600489.SH,X601699.SH,X600808.SH,X601158.SH,X000830.SZ,X000883.SZ,X600219.SH,X000932.SZ,X000630.SZ,X600339.SH,X600583.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.180186341536188,0.104309884640317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0683900181876395,0,0,0,0,0,0,0.034005917339579,0,0,0,0,0,0,0,0,0.0380343659566418,0,0.0537039963188265,0,0.0759356120451701,0,0,0.0154140464895887,0,0,0,0,0,0.111965366913203,0,0,0.00363905197135119,0,0,0,0,0,0
X600028.SH,0.580782633117678,0,0.297569317888562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.031672352604363,0,0,0,0,0,0,0,0,0,0.0146399540221061,0,-0.0373985176802716,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0155021817943292,0.0116439705717515,0,-0.0762242567014971,0,0,0,0
X601088.SH,0,0.325507111578172,0,0.185733896340734,0.179185879448931,0,0,0,0.131193483865669,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0210173722207416,-0.0178875878384457,0,0,0,0,0,-0.140342011563827,0,0,0,0,0,0,-0.0502474361166068,0,0,0.287218005502794,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,-0.0569528959414603,0,0,0,0,0,0
X600019.SH,0,0,0.256910091383535,0,0,0,0,0,0.281228843796975,0,0,0,0,0.256655061101377,0,0,0,0,0,0,0,0,0,0,-0.0763998683735282,0,0,0,0,0,0,0,0,-0.124469914560195,0,0,0,0,0,0,0,0,0,0,0,0.104757330789732,0,-0.0549624152887761,0,0,-0.038593743087083,-0.0293106312810834,0,0,0,0,0,0
X600585.SH,0,0,0.137543552796372,0,0,0,0,0,0,0,-0.0842477844792804,0,0,0,0,0,0,0,0,0.128208112357621,0,0,0,0,0,0,0,0,0.158151385882301,0,0,0,0,0,0.121681090162746,0,0,0,0,0,0,0,0.163104344936136,0,0,0.0586704787123114,0,0.0206650353653659,0,0,-0.0545190607804712,0.0144924691158994,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0654719203144347,0.0827263669327354,0,0,0.0888364845971691,0,0,0,0,0,0.283235107177989,0,-0.0831995219362975,0,0.111700857467028,0,0.0127063844887644,0,0.083025263781512,0,0.155880831609986,0,0,0,0,0,0,0,0,0,0,0.00135913384859799,-0.0506473030419673,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144335180602119,0,0.0290791020389866,0,0,0,0,0,0,0.424274490092477,0,0,0,0,0,0,0,0.0808928160922618,0,0,0,0,0,0,0,0,0,0.0964764024309371,0.203665385675502,0,0.00276292999326424,0.031434726960671,0,0,0,-0.433970893655348,0,0
X600188.SH,0,0,0.589211327364594,0.19134606542593,0,0,-0.0323939706983193,0,0,0,0.188227516192927,0,0,0.136252800172357,0,0,0,0,0,0,0,0,0,0,0.0514145623171786,0.213935438563211,0,0,0,0,0,0,0,0,0,-0.0571825253177096,0,0.256599816250026,0,0.122921411918245,0,0,0,0,0,0,0,0.236078893653259,0.018531916157109,0,-0.0354800884222314,-0.00467575515116535,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0.0324303460155496,0,0.000211148588409509,0,0,0,0,0.0482418163444316,0,0,0,0,0,0.0596996700047023,0,0,0.00640694954964532,0,0,0.054531301641457,0,0.132742127106619,0,0,0,0,0,0,0,0,0,0,0,0.184710103814475,0,0.117461368893455,0.0351770581979098,0,0,0,0,0,0,0,0.0102580876031875,-0.0076724861544361,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0.0923739573427995,0,0,0,0,0,0,0,0,0,0,0.087590848018936,0,0,0.405695216410057,0.181071683444758,0,-0.0530910806886422,0,0,0,0,0,-0.00688253884940783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00512906945407192,-0.00797089599344406,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,-0.0998457478525967,0,0,0,0,0,0,0,0,0,0,0,-0.0731929480363545,0,0,0,0,0,0,0.200855911035073,0,0,0,0,0,0,0,-0.166723875166086,0,0,0,0,0,0,0,0,0,0,0,-0.142451970056132,0,0,0.176112654094798,0,0.0267577081133624,0.00407460445987063,0,0,0,0,0,0
X600688.SH,0,0.167957859902651,0.179659600638947,0,0.0367126543485181,0,0.0644862086708539,0.03405968242685,-0.00435252658897534,0,0,0,0,0,0.0527629805717225,0,0,-0.0143692095995285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0309074630852287,0,0.00263488989592576,0,0,0.028020934148585,0,0,0,0,0,0.14026233623549,0,0.00755678667392159,-0.00133409137365245,0,0,0,0,0,0
