,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600010.SH,X601898.SH,X600188.SH,X002466.SZ,X601600.SH,X600660.SH,X600688.SH,X601991.SH,X600362.SH,X600795.SH,X002460.SZ,X600886.SH,X600547.SH,X600516.SH,X300072.SZ,X601992.SH,X600111.SH,X000898.SZ,X600176.SH,X600352.SH,X600027.SH,X000553.SZ,X000786.SZ,X600299.SH,X000792.SZ,X000709.SZ,X000825.SZ,X000408.SZ,X600426.SH,X002271.SZ,X600315.SH,X601158.SH,X601699.SH,X000830.SZ,X600489.SH,X000883.SZ,X600219.SH,X600808.SH,X600157.SH,X600623.SH,X000630.SZ,X600583.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.149703162702709,0.116714708682904,0,0,0,0,0,0.086390080526387,0,0.0119865165923224,0,0,0,0,0,0,0,0.0817955402628026,0.0932490959751631,0,0,0,0,0.0548830668288589,0,0,0,0,0.0473814143105545,0,0,0,0,0,0.0576414019366357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00839664298733067,0,0,0,0,0,0
X600028.SH,0.322960188419128,0,0.243709795912629,0,0,0,0,0,0,0,0,0,0.345512971624783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0297061085342091,0,0,0,0,0.089670636162596,0,0,0,0.0165096248489078,0,0,0,0,0,0,0,0,0,0,-0.0292012682706964,0.00458292871283747,0,-0.118637958585863,0,0,0,0
X601088.SH,0,0.161286387944973,0,0.085047113620522,0.117764466722419,-0.0393027010491072,0,0,0.0327856218846387,0,0,0,0.349039593708361,0,0,0,-0.042009689822403,0,0,0,0,0,0,0,0,0,-0.204887040316226,0,0,-0.0665082606705665,0,0,0,0,0,0,0,0,0.426971326716885,0,0,0,0,0,0,0,0,0,0,0.00405968616836221,-0.0281802676547329,0,0,0,0,0,0
X600019.SH,0,0,0.269858688999764,0,0,0,0,0,0.304558624978388,0,0,0,0,0,0,0,0,0,0,-0.0840094869181002,0,0,0,0,0,-0.0929734271993837,0,0,0,-0.089184708191971,0,0,0.128270362432359,0,0,0,0,0,0,-0.111355415532975,0,0,0,0.192018524677896,0,-0.0355294877108996,0,0,0,0.0190267008017478,0,0,0,0,0,0,0
X600585.SH,0,0,0.520330614974047,0,0,0,0,0,0.056649915636739,0,0.00414794630677051,0,0,0,0,0,0.00980659542296732,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00248651324023336,0,0,0,0,0.225935564940737,0,0,0,0,0.077800269819697,-0.0606411265052541,0,0,0,0,0.0648234056476031,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.069328642759032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0207140242041176,0,0.122945334223202,0,0,0,0.379990187271524,0,0,0.0151335460952082,-0.129538387778572,0,0,0,0,0.270410555689176,0,0,0.0191442053637158,0,0,0,0,0,0,0.0362141808234236,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0211393126904742,0,0,0,0.139757551455203,0,0,0,0,0,0.307254030807561,0,0,0.105311454570789,1.73472347597681e-18,0,0.0478805061065928,-4.33680868994202e-19,0,0,0.0344128289653564,0,0,0,0,0,0,0,0,0,0,0.246585236478052,0,0,0.0295997713686459,0,0,0,-0.0156075856047275,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.0963717595303601,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0.0106485839686135,0,0.0255567682667179,0.0111887072374991,0.13271448360101,0,0,0,0,0,0,0,0,0,0,0.00574460735251545,0,0,0,0,0.0343878104578182,0,0,0,0,0,0,0,0,0,0,-0.0138922231511621,0,0,0,0,0,0
X600188.SH,0,0,0.619659862596775,0.0472446361458232,0,-0.0387003845980554,0,0,0,0.290406017845264,0.0369792424034313,0,0,0,0,0,0,0,0,0,0,0,0,0,0.326909260980051,0,0,0,0,0,0.0275825392231932,0,0,0,0,0,0,0,0.0215940370239788,0,0,0,0,0,0,0,0,0.353947651524539,0,0,0.00457089199481107,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0.013166832106196,0,0,0,0,0,0,0,0.524931866052904,0,0,0.107136116346838,0,0,0.0598886300319093,0,-0.0677065812966369,0,-0.0586065597202072,0,-0.0151874519915735,0,-0.0190400992532586,0,0.0352007454253775,0,0.0450278861334592,0,0,0,0.0374140704100524,0,0,0,0,0,0,0.00852417750734254,0,0,0,0,-0.00959640821925545,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.398751564951418,-0.305492720595386,0,0,0,0,0,0,0,0,0,-0.343474396753782,0,-0.0683427833332064,0,0,0,0,0,0,0,0,0,0,-0.0190253310259798,0,0,0.0524112614287004,0,0,0,0,0,0,0,0,0,-0.265717551782692,0,0,0,0.218906287237175,-0.0114391147134693,0,0,0,0,0,0
X600660.SH,0,0,0,-0.0559788154271191,0,-0.0988769679617364,0,0,-0.057240983978734,0,0,0,0,0,0,0,0.0102503755533285,0,0,-0.0333205298854253,0,0,0,0,0.277630017951792,0,0,0,0,-0.236431484062403,0,0,0,0,0,0,0,0,0,-0.0865484752255436,0,0,0,0,-0.0272831746824149,0,0,0.291508670388602,0,0.0439220601950142,0.0253511733574122,0,0,0,0,0,0
X600688.SH,0,0.331624103758276,0.056944812065835,0,0,0.0295963372856962,0.0423914170309337,0,0,0,0.032660274813073,0,0,0,0,0,0,0,0,0.0173812937075911,0.0613102385445088,0,0,0,0,0,0,0,0,0,-0.0290853721432395,0,0,0,0,0,0,0,0.0158352925004592,0,0,0,0,0,0.0302117488525193,0,0,0,0,0.00304090091092362,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0.0295251456882805,0.0980161952558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128664662868264,0.0506609378347901,0.118368283217977,0,0,0.010857839839655,0,0,0,0,0,0.0364425832144215,0,0,0,0.0402077788069196,0,0,0,0.0663323971076601,0,0,0,0,0,0.0229182934972654,-1.0842021724855e-19,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0.0296883535080252,0,0,0,0.138105355404438,0,0,0,0,0,0,0,0,-1.19788692941159e-05,0,0,0.0154629205173511,0,0.00168275593872297,0.145061869503815,0,0,0,0,0,0,0,0,0,0,0,0,0.130840537512928,0,0,0,0,0,0,0,0,0,0,0,0.00541078979167583,0,0,0,0,0,0
