,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X600188.SH,X000792.SZ,X600111.SH,X600019.SH,X002466.SZ,X600011.SH,X000877.SZ,X002271.SZ,X600010.SH,X600660.SH,X601600.SH,X000301.SZ,X000708.SZ,X601898.SH,X600547.SH,X600886.SH,X600426.SH,X600362.SH,X600176.SH,X000723.SZ,X000408.SZ,X000786.SZ,X600219.SH,X601991.SH,X600795.SH,X601699.SH,X000807.SZ,X600096.SH,X002080.SZ,X600803.SH,X000983.SZ,X300073.SZ,X002353.SZ,X000825.SZ,X600688.SH,X600801.SH,X600141.SH,X600489.SH,X000630.SZ,X600157.SH,X000932.SZ,X600486.SH,X600160.SH,X002497.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.169912793060186,0,0,0,0,0,0,0.0585135668070179,-0.051402762352602,0,0,0,0,0.0404922276697061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086727727829528,0,0,0,0,0,0,0,0.11810234709238,0.258437573126101,0.0281656973451502,0.0181656410549287,0,0,0,0,0,0,0,0,-0.0144590928845687,0.19655852154356,0,0,0.00920797768177589,0,0
X600028.SH,0.14747931729156,0,0,0,0,0,0.0549931220182762,0,-0.0396535925850911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.00451490911980782,0,0,0,0.209049956843335,0.0230007920699397,0,0,0.0173179794050199,0,0,0,0.0288619238301733,0,0,-0.00845423106316242,4.33680868994202e-19,0,0,0,0,0,0
X601088.SH,0.249179505938555,0,0,0,0,0,0,0,0,0,0,0,0,0.0852777519362296,0,0,0,-0.091587870764683,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0585396929751527,0,0,0,0,0.326118761749205,0,0,0,0,0,0,0,-0.0927151902935975,0,0,0,0,-0.0125172655414399,0,-0.0733563578237226,0.111003115980531,0,0,0,0.0541867448555472,0,0
X600309.SH,0,0,0,0,0,0,0.00754056596226018,0,0,0,0,0,0,0.00409840014756786,0,0.0411959538500534,0,0.227881320687262,0.102088954204054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0330988135992957,0,0,0.139949811031848,0,0.0232963622072004,0,0,0,0,0,0,0.00183675906395872,0.0603956169429912,0,0,0,0,0,0,0,0.00791747498083784,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.123595904544565,0,0,0,0,0,0,0,0,0,0,0,0,0.0138760308742851,0.470105464081769,0,0,0,0,0,0,0,-0.00818258982818932,0,0,4.33680868994202e-19,0,0,0,0.00356246699792793,0,0
X002460.SZ,0,0,0,0,0,0,0.130441209815537,0,0,0,0.437959103584507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.188762205629779,0,0,0,0,0,0,0,0,0,0,0,0.267580942751192,0,0,0,0,0.145849778664647,0,0,0,0,0,0,0.119463986329672,0,-0.0103982342894068,-0.0269437452369043,0,0,0,0,0,0
X600188.SH,0,0,0.0672958974792042,0,0,0.12966649587039,0,-0.0171282878396964,0,0,0,0.194809127822169,0,0.0472957180684458,0,0,0,0,0.0119041359554151,0.0276923442661112,0,0,0,0,0,0,0,0,0,0,0,0.271745584188907,0,0,0,0,0.330054887739052,0,0,0,0,0,0,0,0,0,0,0,0,-0.011285059332954,0,-0.0693711715382506,0.116889285331108,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0.35842265478555,0,0.237693603886423,0,0,0,0,0,0,0,0,0,0,0,-0.0474447852032002,0,0,0.310180465313163,0,0,0.0197528839011867,0,0,0,0,0.0465975924323456,0,0,0,0,0,-0.157723153243164,0,0,0,0,0,0,0,0,0.107658272620795,0.0539714344654645,0,0.0247671198147839,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0.0820375148900843,0,0,0,0,0.0378098423686045,0,0,0,0.0977460076489426,0,0.0163424792639584,0.0707468373506638,0,0,0,0,0,0,0,0,0,0.00664780036837593,0,0,0,0,0,0.0417654966300207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238735895706158,0,0.00985406441895574,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.0130483057920275,-0.0400978358621293,0,0,0,0.157634469818431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0156456807634989,0.044681080975811,0,0,0,0,0,0,0.206192328742328,0,0,0,0,0.361690642595692,0,0,0,0,-0.00591246514850357,0,0,0,0,-0.00919773858728721,0,0
