,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X000792.SZ,X600111.SH,X600019.SH,X002466.SZ,X600010.SH,X600011.SH,X000877.SZ,X600188.SH,X002271.SZ,X600660.SH,X000301.SZ,X601600.SH,X000708.SZ,X601898.SH,X600547.SH,X600886.SH,X600362.SH,X000723.SZ,X600426.SH,X600176.SH,X000408.SZ,X601991.SH,X002080.SZ,X600219.SH,X000786.SZ,X600795.SH,X600803.SH,X600027.SH,X600399.SH,X002326.SZ,X000831.SZ,X300037.SZ,X300073.SZ,X600688.SH,X600516.SH,X000959.SZ,X600486.SH,X600141.SH,X600157.SH,X000825.SZ,X600801.SH,X600352.SH,X600489.SH,X000027.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.42918708571205,0,0,0,0,0.0580777555251512,0,0,0,0,0,0,0,-0.0194901144048215,0,0.0626876733060968,0,0,0.0492235550742027,0,0,0,0.0349836256996246,0.00663023907423024,0,0,0,0,0,0,0,0,0.136800314678142,0,0,0,0,0,0.0676546888613286,0.0794266735819854,0,0,0,0,0,0,0,0,0,0,-0.00815090822038511,0,0,0,0,-0.044393593730922,0,0
X600028.SH,0.20393102842198,0,0,0,0,0,0,0,0,0,0,0.0154751204344714,0,0.0488481796728399,0,0,0,0,0,0,0,0,0,0,0,0,0.00163112790751718,0,0,0,0,0,0.0947903588156642,0,0,0,-4.33680868994202e-19,0,-0.0226313890323866,0.0702672651210079,0,0,0,0,0.0412756175201122,0,0.100651491626794,0,0,0.0760276016298642,0,-0.0101767247781953,-0.0110752829518397,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.176271919282946,0,0.155883754366628,0,0.314888017987381,0,0,0,0,0,0,0,0,0,0.104656110990923,0,0,0,-0.148432053694877,0,0.0566586436294758,0,0,0,0,0,0,0,0,0,0.0113320715570313,0,0,0,0,0,0,0,0.0626900451232416,0,0,0,-0.0180635568561453,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0.0418221396490124,0.00934082175822764,0,0.0510131879504666,0,0,-0.0505387791608683,0,0,0,0,0,0.154493742151213,0,0.0143084320322657,0,0,0,0,-1.73472347597681e-18,0,0.050432973804289,0,0.100817488671715,0.00793155346240655,0,0,0,0,-0.0607987160319941,-0.0495536000695803,0,0,0,0,-0.0821544937180315,0,0,-0.0465433682500934,0,0.0566273732957818,0,0,0,0,0.023630047336109,0,0.0218375652597559,0,0,0,-0.0471790342684967,0,0
X600585.SH,-0.0237586890586033,0,0,0,0,0,0,0,0,0,0,0,0.0742090454729016,0.104147845685725,0,0,0,0,0,0,0,0,0,0,0,0.313828243117756,0,0,-0.135818502727607,0,0.158495575432337,0,0,0,0,-0.0018939611692323,-0.0528480058715748,0,0,0,0,0,0,0,0,0,0.395705477644699,0,0,0,0,0,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0.042111415152407,0,0,0,0,0,0.589177841556269,0,0,0,-0.0507208817227848,0,0.433909328127853,0.0657088235868547,0,0,0,0.181461979833108,0,0,-0.00863757741535196,0,0,0,0,0,0.0439863733199379,0,0,0,0,0,0,0,0,0,-0.0626211685866317,-0.00364443863886552,0,0,0.16026048607953,0,0,0,0,0,0,0,-0.000485315219296636,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.258772132660097,0,0,0,0,0,0,0,0,-0.0421778081462942,0,0.0096353911759921,0,0,0,0,0,0,0,0,0,0.447336708530526,-0.162778982217264,0.0896986293406543,0,0,0,0,0,0,0.0694223116727551,0.187710519826365,0,0,0.0655219218878826,0.114024408007284,0,0,0.0247409746692726,0,0,0,0,0,0,0,-0.0144226255945114,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.3315719209069,0.331827717738181,0,0,0,0.0156669509464063,0,0.0898539480548948,0,0,0,0,0,0,0,0.0755268990451268,0,0,0,0,0,0,0,-0.184977123975004,0,0.0581177167251995,0,0.183903811422745,0,0.194636603689087,0,0,0,0,0,0,0,0,0,0,0,0,-0.0112774875405706,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.0292372880776543,0.0726543432600143,0.0238785006725756,0,0.0945468305472985,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.0163153481033306,0,0.0301302466373713,0,0,0.122079834752432,0,0,0,0,0,0,0,0,-0.0287017863603543,0,0,0,0,-0.0420446555963114,0.109277142820985,0.182080821283853,0.132039936140528,0,0,0,0,-0.015312139581342,0,0,0,0,0,0,0
X002466.SZ,-0.0609787564804037,0,0,0,0,0.570741626619884,0.217282635269292,0,0,0,0.0422904396660761,0,0,-0.0454315280867086,0,0,0,0,0,0,0,0,0,0,0,0,0.131083019049357,0,0,0.0464543403278214,0,0,0,-0.0311938200094611,0,0,0.143532205696166,0,0.0871741993793312,0,0,0.0727956040483162,0,0,0,0,0,0,0,0,-0.0308864016881855,0.0259810035303672,0,0,0,0,0,0,0
