,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002460.SZ,X600585.SH,X002466.SZ,X000792.SZ,X600019.SH,X600011.SH,X601898.SH,X600111.SH,X600660.SH,X000301.SZ,X600010.SH,X000708.SZ,X601600.SH,X002271.SZ,X600547.SH,X000877.SZ,X600886.SH,X600426.SH,X600795.SH,X600362.SH,X601699.SH,X000983.SZ,X600176.SH,X600027.SH,X600803.SH,X601991.SH,X000786.SZ,X600995.SH,X000807.SZ,X000629.SZ,X600160.SH,X000408.SZ,X600489.SH,X000831.SZ,X600219.SH,X600096.SH,X000723.SZ,X600378.SH,X000933.SZ,X002080.SZ,X600348.SH,X000630.SZ,X300037.SZ,X600141.SH,X600157.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.080111422852848,0,-0.0337476468587157,0,0,0.14218978088699,0.0543852587229155,0,0.0112533110086137,0,0.0319828181059398,0,0,0.0739799260127561,0.0202335932034793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0100962182757695,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.421248541856282,0,0,0,0.00658106037369807,0,0,0,0,0,0,0.0379420661581176,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0759194893249613,0,0,0,0,-0.0270868847358733,0,0.0767455411689546,0,0,0,0,0,-0.0611427414612161,0,0,0,0,0,0,0,-0.0475264684779661,-0.0178006918659562,0.00639316612847709,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0.100325849834726,0,0.116064023772917,0,0,0,0,0,0.01046405549521,0.0333840168860993,0,-3.46944695195361e-18,0.00128493419495979,0,0.0215747119741759,0,0,0,0,0.0110303781645207,0,8.67361737988404e-19,0,0,0,0.030776720201175,0,0,0,0.00183003581404517,0,0,0,0,0,0,0,0,0,0,0,0,0.0332085670608324,-0.0125617019939899,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,-0.126906628501446,0,0,0,0.226990800954572,-4.33680868994202e-19,0.0847266983510081,0,0,0.155959228522604,0,0,0,0,0,0,0,0,0,0,0,0.17564486450078,0,0,-0.0459614086060793,0,0,0,0,0,0,0,0,0,-0.0648830534279814,0,0,0,0,0,-4.33680868994202e-19,0.0287255698318795,-0.0330225403114808,0,0,0,0,0,0
X600188.SH,0,0.534377472227138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177565301735348,0,0.0784089760758595,0,0,0,0.0942307569768639,0,0,0,0,0,0,0,0,-0.0308676408966104,0,0,0,0,0,0,0.304831002298929,0.112384452518679,0,0,0,-0.0059988911275746,-0.0274815097056846,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0.0183737712077263,0,0,0.611375423281425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0344978218756329,0,0,0.00919925707556876,0,-0.0253651003946109,0,0,-4.33680868994202e-19,0,0.096976925606667,0,0,0,0,0,0,0,0,0.00820523655684065,0,0,0,0,0.00967714101252904,0.00558651041379018,-0.000606542330617155,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218861707503581,0,0,0,0.416050020645095,0,0,0,0,0,0.040418323766747,0,0,0,0,0.0775833370637156,0,0,0,-0.0264427871695645,0,0,0,0,-0.0144132663132227,0,0,0.130029679786889,0,0,0,0,0,0,0.0788172613269794,-0.00725938751370316,-0.000143766964825582,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.804705376177306,0,0,0,0,-0.0663074394125601,0,0,0,0,0,0,0,-0.00098528752633914,0,0,0,0,-0.0466384545333796,0,0.00283109446327001,0.0584758570592228,0,0,0,0,-0.133272540410448,0,0.10615232255919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.09444562900974,0,0.00247442239873652,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.468012955866556,0,0,0,0,0,0,0.11106188911578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0.015813662476583,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.110924513918783,0.0417557365373934,0,0.000472567609728708,0.0040253279603936,-0.0135246795792198,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.00960975925946893,-0.0326012707547324,0,0,0,0.0197510733018103,0,0,0,0,0,0.295392254590171,0.154647996478171,0,0,0,0,0,0,0.0853740516397155,0,0.039151140249152,0.0231535233400253,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0.0567732626321739,0,0,0,0,0.00816318796064618,-0.0244035473437564,0,0,0,0,0,0
