,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X600011.SH,X002271.SZ,X002460.SZ,X600886.SH,X601898.SH,X600010.SH,X000792.SZ,X600801.SH,X601600.SH,X600660.SH,X600688.SH,X600362.SH,X000786.SZ,X600188.SH,X600795.SH,X600352.SH,X601991.SH,X601992.SH,X600027.SH,X600111.SH,X600299.SH,X002466.SZ,X600489.SH,X600176.SH,X000723.SZ,X000401.SZ,X600426.SH,X000898.SZ,X600516.SH,X601158.SH,X600219.SH,X000553.SZ,X002075.SZ,X000932.SZ,X002353.SZ,X600583.SH,X000883.SZ,X600126.SH,X000709.SZ,X600486.SH,X000027.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.23348775586357,0,0,0,0.186630160511507,0,0.099455535218782,0,0,0,0,0,0,0,0,0,0,0.0217914411923034,0.146127331907138,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0343598834441051,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0.444532974627223,0,0,0,0,0,0,0,0.0429710169826359,0,0,0,0,0,0,-0.00792019994756567,0,0,0.00110130385628255,0,0,0,0,0,0,0,0,0,0.0258965495803025,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0789602969987334,0,0,0,0,0,0,0,0,0.00857059681748568,0.0110409036112475,0,0,0,0,0,0
X601088.SH,0,0,0,0.0192445005795746,0,0,0,0,0.409732219152783,0,0,0,0,0,0.0330710235558441,0,0,0,0,0,0.104357956113459,0,0,0,0,0,0.113344443380512,0,0,0.0408052502878482,0,0,0,0,0,0,0,0,0,0,-0.0206354690478407,0,0,0,0,0,0,0,0,0,0,-0.0119003703295511,0.0324539420248807,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0.000700029246515144,0.0785353729115496,0,0,0.01957152995388,0.396077346396007,0,0,0,0.134515029504146,0.0835715124476479,0,0,0,0,0,0,0,0,0,0,0.00437787772417615,0,0.16530984726425,0,0,0,0,0,0,-0.0266499154669943,0,0,0,0,0,0,0.00456399256691883,0,0,0,0.0120600773138454,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049207397396947,0,0,-0.0258063181068187,0,0,0,0,0.122363451672793,0,0,0,0,0,0.112791823463478,0,0.195152900049594,0,0,0,0,0.0935053810298529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0142514608048458,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,-0.0325197617317003,0,0,0,0,0,0,0,0.119571050269058,0,0.0190831111026325,0,0,0,0,0,0,0,0,0,1.08173807446809,0,0,0,-0.0386222353791096,0,0,0,0,0.0429586921187283,0.00799039465611778,0,0,-0.114903613133233,0,0,0,0,0,0,0,0.0409489943758298,0.0199494174383562,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.013469867954838,0.0419866517356646,0,0,0,0,0,0,0.0467703565676854,0,0.130057599220459,0.0231582692714767,0.30370854540066,0.0379890063053542,0,0,0,0,0,0,0,0,0.0158049414405502,0,0,0,0.0102577597184626,0,0,0,0,0,0,0,0,0,0.0607041786082751,0,0,0,0,0,0,0,0,0.00122162342377323,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.220950152635796,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236397512337465,-0.0176722234595062,0,0.314809078772788,0,0.150674353583677,0,0,0,0,0,0,-0.0115006005562814,0,0,0,0,0.165457893303392,0,0.0808076568969206,0,0,-0.200451930456322,0,0.000277434244866501,0,0,0,0,0,0
X600011.SH,0,0,0.0361619768890991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105378154938977,0,0,0,0,0,0,0,0,0.680385435122821,0,0,-0.0518724064697778,0,0,0.0623713946191868,0,0.0151332172571688,0,0,0,0,0.149256676082368,0,0,0,0,0,0,0,-0.00725387312852608,0,0,0,-0.03837076560718,0.0097124457873069,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0.0855706918157527,0,0,0,0,0.148718676745841,0,0,-0.127584884846536,0,0.00632240632772361,0,0,0,0,0,0,0.123877104296363,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,-0.056909925485124,0,0,0.0914436302328622,0.347747138170657,0.00457081916112655,0,0,0,0,0,0.0310182159554292,0.0136668877753577,0,0,0,0,0,0
