,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600019.SH,X002460.SZ,X002271.SZ,X600660.SH,X000708.SZ,X601898.SH,X600547.SH,X601600.SH,X600362.SH,X000301.SZ,X002466.SZ,X600010.SH,X600111.SH,X000786.SZ,X600886.SH,X600011.SH,X600188.SH,X600176.SH,X600426.SH,X000027.SZ,X600803.SH,X601991.SH,X600219.SH,X600801.SH,X600795.SH,X600352.SH,X600489.SH,X000807.SZ,X000898.SZ,X000932.SZ,X600688.SH,X600315.SH,X000825.SZ,X000408.SZ,X000959.SZ,X600157.SH,X002353.SZ,X000883.SZ,X002080.SZ,X600027.SH,X300037.SZ,X600516.SH,X600486.SH,X600299.SH,X601168.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.245173686847078,0,0,0,0,0,0,0,0,0,0,0,0.00777366459085115,0,0.0986853898504468,0.00775200651288102,0,0,0,0,0,0,0,0,0,-0.00310559954147462,0,0,0,0,0,0,0.00153207197137802,0,0,0,0.0404035560741167,0,0,0,0,0,0,0,0,0,0,0,0.0663767027617248,0,0,0,0,0,0,0.00778555906325825,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.134369946590456,0,0,0.0154992727808941,0,0,0,0,0,0,0,0.210985753666882,0.00609954918850456,0,-0.0170838753305472,0,0,0,0,0,0.0209603876764883,0.134617118414907,0,0,0,0,0,0,0,0,0.00759144931098059,0,0,0,0,0,0,0,0,0.0761072873680267,0,0,0,0,-0.0159355641385665,0,0
X601088.SH,0,0,0,0,0,0,0.0100618266669003,0,0,0,0,0,0,0,0.040133676150997,0,0,0,0,0,0,0.161534591160506,0,0,0.029292640057717,0,0,0.0668958843846539,0,0,0,0,0.0511108904482599,0,0,0,0,0,0.077715804791248,0.0269002684595441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00234882934448631,0,0
X600309.SH,0,0,0,0,0,0,0.0329828248360061,0,0,0,0,0,0,0,0,0,-0.0290263991074848,0.218513453648326,0.171081766613421,0,0,0,0.0711264457434269,0.112963104615219,0,0,0,0.0773387507085239,0,0,0,0,0,0,0,0,0,0.0240559797737584,0,-0.0267711347772189,0,0,0,0,0,0.190879632816248,0,0.0673360748050428,0,0,0,0,-0.0573160050077724,0,0,0,-0.031034021309093,0,0
X600585.SH,0,0,0,0,0,0,0.0337815393719305,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,-0.0200025302826722,0,0,0,0.155263659057039,0,0,0,0,0,0.0565589888245605,0,0,0,0.0301517401567227,0.0372859208688336,0,0,0,0,0,0,0.0414737003009882,0.0202049994882238,0,0,0,0,-0.0429280327308461,0,0,0,-0.0146633713842646,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0723656882632922,0,0,0,0,0,0,0.0208456225848585,0.0114297208230802,0.43754135910868,0,0,0.179258792787973,0,0.0126987857556572,0,0,0.0150216977521095,0,0,0,0,-0.0272425113114278,0,0,0,0,0,0,0,0,-0.0241508622482233,0,0
X002460.SZ,0,0,0,0.0106177723433795,0,0,0,0,0.240240655338726,0,0,0,0,0.00712803570684214,0,0.582497457483002,0,0,0.0225347848178317,0,0,0,0,0.0366611268402879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0331904720507678,-0.0280546874023821,0,0,0,0,0,0,0.0936278750035929,0,0,-0.0029881021380968,0,0,0,-0.0189857410696634,0,0
X002271.SZ,0,0,0,0,0,-0.064635355050278,0,0,0.0458033338307458,0,-0.0497868572212236,0,0,0,-0.0426160626015273,0,0,0,0,0,0,0,0,0,0,0,0,0.013288805132489,0,0,0,0,0.0341984450223065,0,-0.000842647453416726,0,0,0,0,-0.133210362507848,0,0,0,0,0,0.115463070412069,0.0314696760541228,0.166903189713465,0,0,0,0,-0.125317046998838,0,0,0,-0.019393199785358,0,0
X600660.SH,0,0,0,0,0,0,0.171330053818511,0.188287352445191,0,0,-0.075819735107357,0,0,0,0,0.00963926551361282,0,0,0,0,0,0,0,0,-0.0435165115191546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0935701747974361,0,0,0,0,0.139675149319367,0,0,0,0,-0.022169389431596,0,0,0,-0.0178275431631139,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0274371959212237,0,0.181070666348742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275297023351998,0.0130499064740054,0,0.170077439192503,0,0,0,0,0.256414667922993,0,0,0,0,0,0,0,0,0,0,-0.177421052082684,0,0,0,-0.0137033127367128,0,0
