,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600019.SH,X600188.SH,X600660.SH,X600585.SH,X601600.SH,X600886.SH,X600011.SH,X600547.SH,X000792.SZ,X600010.SH,X600795.SH,X600111.SH,X002460.SZ,X600362.SH,X000301.SZ,X002466.SZ,X000708.SZ,X600489.SH,X600160.SH,X600803.SH,X600027.SH,X601991.SH,X000807.SZ,X600426.SH,X600219.SH,X000786.SZ,X600176.SH,X000983.SZ,X000877.SZ,X002128.SZ,X601699.SH,X000630.SZ,X000408.SZ,X600157.SH,X601168.SH,X600985.SH,X600096.SH,X000933.SZ,X002353.SZ,X600688.SH,X600352.SH,X600995.SH,X600378.SH,X002271.SZ,X000831.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.123501937937268,0,0,0,0,0,0,0.215019497142501,0,0,0,0,0.0915405733282944,0,0,0,0.246666541424324,0,0,0,0.0992825289728126,0,0,0,0,0,0,0,0,0.0186643942823319,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0866246318682907,0,0
X601088.SH,0,0,0,0,0.484687191575225,0,0,0,0,0,0,0,0,0,0,0,-0.0235302682833094,0,0,0,0,0,0,0,0,0,0,0,0.00142384840388894,0,0,0,0,0,0.126570241287993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0122013018890063,0,0,0,0,0,0,-0.0279289448411234,0,0
X600028.SH,0.651294542301564,0,0,0,0.0489458245213896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100923481956347,0,0,0,0,0,0,0,0,0.0365493944477027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0167770794339061,0,0,0,-0.0324075400685864,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0806586509986357,0,0.0692513444861863,0,0.134975960847383,0,0,0.0353008291959005,0,0,0,0,0,0,0.0172672972479189,0,0.109170295037667,0,0,0.218119340174834,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0.0921132780488809,0,0,0,0,0,0,0,0,0
X601898.SH,0.0658077504185233,0.238178974689363,0,0,0,0.108988579113614,0,0,0.039810201876002,0,0,0,0,0,0,0,0,0,0,0,0,0.209160623053865,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,-0.0257513146547398,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0315845524630025,0,0
X600019.SH,0.269487596404898,0,0,0,0,0,0,0,0,0.21621561353949,0,0,0,0,0,0,0,0,0,0.0804076770126891,0,0,0,0,0.102188904787056,0,0,0,0,0,0,0,0,0.0919018454017245,0,0,0,0,0.0735575112971736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00792386788233225,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050846807322546,0,0,0,-6.93889390390723e-18,0.276683354169695,0,0,0,0,0,0,0,0,0.151005162716154,0.276417934505668,0,0,0,0,0.0411449363837088,0,0,0,0,0,0,0.158549728416208,0,0,0,0,0,0.132149272768755,0,0,-0.0418370795301668,0,0
X600660.SH,0.141125755928684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0380642884888097,0,0,0,0,0,0.0356550182835504,0.329815001120671,0,-0.0134025692478635,0,0.130298068993427,0,0,0,0,0,0,-0.098422699735516,0,0,0.0460307390760228,0,0,0,0,-0.415417720714226,0.0506456271460641,0,-3.46944695195361e-18,0,0,0,0,0,-0.0856301126613213,0,0,0,0,-0.000871955466706223,0,0
X600585.SH,0,0,0,0,0.194254275068794,0,0.102984384168223,0,0,0,0,0,0,0.0372313806582018,0.00490938348619127,0,0,2.16840434497101e-19,0,8.67361737988404e-19,0,0.0397376189542464,0,0,0,0,0.144274533117003,0,0,0,0,0,0,0.228885752585418,0,0,0,0,0.0157443484803119,0,0,0.07060846137658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0363449916718625,0,0
X601600.SH,0,0,0,0,0,0.436106583905585,0,0,0,0,0,0,0,0,0,0,0,0,0.328123635757629,0,0,0,0,0,0,0,0,0.395435233867804,0,0.200104543638012,0,0,0,0,0,0.0377610154890028,0,0,0,0,0,0,0,0,0,0,0,0,-0.228824168441891,0,0,-0.0361171740182262,0,0,0,0,-0.0213294730513257,0,0
X600886.SH,0,0.00875144838978967,0,0,0,0,0,0,0,0,0,0.193528691731072,0,0,-0.126532783971558,0.370795066976589,0,0,0,0,-0.0209546625709512,0,0,0,0.00536681384076843,0,0,0,0,0,0,0,0,0,0,0.0613057034379986,0,0,-0.0316727375838997,0,0,0,0.0709143575878786,0,0,0,0,0,-0.131786342167748,-0.0640631256335767,0,0,0,0,0,0,0.00451787564510533,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0.092567378404438,0,0,0,0,0,0,0,-0.00257306100743121,0,0.0979595064134561,0,0,0,0,0,0.197036044517568,0.196819457821747,0,0,0,0,0,0,0,0,0,0,0,0.0526834743030723,0,0,0,0,0,0,0,0,0,0,0,0,-0.0300780441116405,0,0.0652541569453827,0,0,-0.0152337763879278,0,0
X600547.SH,0,0,0,0,0,0.0315885600819901,0.109924329340807,0,0,0.0464993780961632,0,0,0,0,0,0,0,0.0220091392038003,0,0,0,0,0.678952058671621,-0.01316796856245,0,0,0,0,0,0,0,0,0,-0.0279612447125046,-0.0544792297875929,0,0,0,0,0,0,0,0,0,0,0,0,0.0546650270590035,0,0,0,-0.0166088281096323,0,0,0,0,-0.0215742546251014,0,0
