,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X000708.SZ,X600660.SH,X002460.SZ,X601898.SH,X600886.SH,X600010.SH,X601600.SH,X600362.SH,X600188.SH,X600801.SH,X002466.SZ,X600795.SH,X000786.SZ,X600352.SH,X002271.SZ,X601991.SH,X600688.SH,X002353.SZ,X600176.SH,X600111.SH,X601992.SH,X600027.SH,X600583.SH,X000723.SZ,X600426.SH,X600299.SH,X600489.SH,X600516.SH,X000898.SZ,X601158.SH,X600219.SH,X600612.SH,X000883.SZ,X000709.SZ,X000792.SZ,X002080.SZ,X000027.SZ,X000630.SZ,X600808.SH,X000553.SZ,X600486.SH,X000301.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.00698325486291787,0,0.0599929357469818,0,0,0,0,0,0,0.0460702056109357,0.0325718254014935,0,0,0,0,0,0.359390970960885,0,0,0,0,0,0.00108598758010151,0,0,0.0146984301712264,0,0,0,0,0,0.151748386067354,0,0,0,0.0865550413971621,0,0,0,0.0183230448222054,0,0,0,-0.010535339215275,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0167896237280919,0,0,0,0,0,0,0,0,0.00779163807548044,0.0645900644047265,0,0.0421607103218881,0,0,0,0.367064493011865,0,0,0,0,0,0.0118812438959665,0,0,0,0,0,0,0,0,0.00922496671480965,0,0,0,0.00975693155268915,0,0,0,0,0,0,0,-0.000318867167471573,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0.0158697793091647,0,0,0,0,0,0.303631597729014,0.0559345441917977,0,0,0,0,0,0,0,0,0,0,0,0,0.0318389322221976,0.0739749918098666,0,0,0,0.0250613096122388,0,0,0,0,0,0,0,0.00549756653162049,0,0,0,0.0660223515055948,0,0,0,0,0,0,0,0,0.00268986243707345,0,0
X600585.SH,0,0,0,0,0.0879212661941988,0,0,0,0,0,0,0,0.02642959952623,0,0,0,0,0.369915764534044,-0.0404690579001752,0,0.0823122570425689,0,0.0486947010225093,0,-0.00225702551117077,0,0,0,0,0,0,0,0.0850187693941865,0,0,0,0,0,0,0,0,0,0,0.0969551740710364,0,0,0,0,0,0,0,0.0182052336814739,0,0,0,0,0.0606470834506078,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138367350335686,-0.0691385210591912,0,0,0,0,0,0,0,0,0,0,0,0,-0.105667666140173,0,0,0.0352361052579206,0.118334040100572,0,0,0,0,0,0,0,0.281623618269257,0,0,0,0,0.0777176435306063,0,0,-0.0123360176609651,-0.0202039284262739,0,0,0,3.46944695195361e-18,0,0
X600019.SH,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,-1.38777878078145e-17,0,0.107550740838289,0.130780228077879,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0489459593866492,0.0296556743289982,0,0,0,0,0.00864738683501211,0,0,0.370815924928258,0,0,0,0,0,0,0.0909065287493713,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,-0.0217511410338453,0,0,0,0,0,-0.0709077024022664,0,-0.0344486352940626,0,0,0,0,0,0,0,0.115020949461574,0,0,-0.142218535200969,0,0,0,0,0.908725068139134,0,0,0,0,0.199632614891542,0,0,0.0209238957352108,-0.0494338466441307,0,0,0,0,0,0,0,0,0.00377177030621744,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,-0.0702342251612397,0,0,0,0.0315351834266837,0,0,0,0,0,0,0.0107235871661862,0,0.0421255433659231,0,0,0,0,0.243698662347097,0,0,0,0,0.171332440363995,0,0.106896976620754,0,0,0,0,0.155511359804689,0,0,0,0,0,0,0,0,0,0,0.133795321524957,0,0,0,0.00558438146540123,0,0,0,0,0.0120952832917967,0,0
X000708.SZ,0,0,0,0.137049885307785,0,0,0,0,0,0,-0.115644449206774,0,0,0.293645641477264,0,0,0,0.126066803394137,0,0,0.0450743272631728,0,0,0,0,0.157205228617715,0,0,0,0,0,0.1044607634751,0,0.173790706341575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0633717300742032,0,0,-0.111620589826406,0.132103575867431,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.145758225409642,0,0,0,0,0,0,0,0.0223833040986479,0,0,0,0,0,0,0.294446152460967,0,0,0,0,-0.118965441200166,0,0,0.0543689291261701,0,0,0.0489252192780112,0,0,0.0832340603278287,0,0.0494402454009453,0,0,0,0,0,0,0.0613539014978418,0,0,0,0,0,0,0,0,0.0020503073940007,0,0,0,0.00869357203288951,0,0
