,X601857.SH,X600028.SH,X600585.SH,X601088.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X002460.SZ,X600011.SH,X002271.SZ,X600886.SH,X600660.SH,X601898.SH,X600010.SH,X600801.SH,X601600.SH,X600362.SH,X600188.SH,X600352.SH,X600489.SH,X601991.SH,X600688.SH,X002466.SZ,X000786.SZ,X600795.SH,X600111.SH,X600027.SH,X600126.SH,X600299.SH,X601992.SH,X600176.SH,X600315.SH,X600426.SH,X002075.SZ,X002353.SZ,X600529.SH,X000959.SZ,X000723.SZ,X600486.SH,X600612.SH,X600516.SH,X600219.SH,X002080.SZ,X000898.SZ,X000932.SZ,X601158.SH,X000301.SZ,X000883.SZ,X000709.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0.0063679873346496,0,0,0,0,0,0,0,0.021891535797192,0,0,0,0,0.0942753253285611,0,0.193422059805866,0,0,0,0,0,0,0,0,0.050874829644008,0,0,0,0.0612930260763949,0,0,0,0,0,0.00836042809377904,0,0,0,0,0,0,0,0,0.0151808250636655,0.00254786249838153,-0.0111237720430505,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.011912791572606,0.0402413967184213,0.0417600651509402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0574359115189036,0,0,0,0.0391965451871913,0,0,0,0.0705883052157053,0,0,0.0495965175709057,0,0,0.0699265768056724,0,0,0,0,0,0,0,0,0,0.00198379652359999,-0.0014448135074852,0,0,0,0,0,0
X600585.SH,0,0,0,0.113246486976839,0.0532282018134481,0,0,0,0.0521272001316655,0,0.0787576097737328,0,0,0,0,0.512337666220049,0,0,0,0,0,0,0,0.02224239113208,0,0,0,0,0,0,0,0,0,0,-0.0343551708348768,0,0.0431871370384175,0,0,0,0.0226471513926808,0,0,0,0,0,0,0,0,0,-0.0184132595155952,-0.00886066148671463,0.00614324048690316,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.00171253186359965,0,0,0,0,0,0,0,0.257905608733233,0.0274150517284669,0,0.103296453196234,0,0,0,0,0,0,0.0658657371548049,0,0.0670492963673123,0,0.16478047268637,0,0,-0.0949056273523748,0.0603709244456052,0.0139052813792202,0,0.111434054285576,0,0,0,0,0,0,0,0,0,0,0,-0.0568421270476571,0.021925128273803,-0.0315194925642015,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.0617079891438049,0,0,0,0.168980550010769,0,0,0.0740236044584123,0,0.103323519399568,0,0,0,0,0,0.019088936386587,0.0162724540487944,0,0,0,0,0,0,0.0592784466900804,0,0.118711826960373,-0.0114987690049891,0.0393437189164167,0,0,0,0,0,-0.0970994660213633,0,0,0,0,0,0,0,0,0,0.00362495824083616,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0.00833179392681371,0,0,0,0,0,0,0,0,0,0,0,0.685242551216898,0,0.0224604905483722,0.0531037335366294,0.136862762054796,0,0,0,0,0,0,0,0,-0.136121758880966,0.0781004479246064,0,0,0,0,0,0.390139463410344,-0.0397452978450158,0,0,0,0,0,0,0,0,-8.67361737988404e-19,-0.011777325515547,-0.00604087840468135,0,0,0,0,0,0
X600019.SH,0,0,0.0544096907245808,0,0.0583091592989821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0102153007584667,0.101380178518187,0,0,0,0,0,0,0,0,0,-0.0111360704408479,0.0841939277701631,0.00749264007357276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0144263168581698,-0.0235552180362768,0,0,0,0,0,0
X000708.SZ,0,0,0.0496540852803662,0,0,0.00813301632506054,0,0,-0.0162721482293647,0,0,0,0,0,0,0,0,0,0,0,0.0909329804599445,0,0.0715416262102817,0.0155139894231109,0.315582333922818,0,0,-0.284316524080375,0.0148426863295265,0,0,0.159297220354711,0,0,0.0164796302439485,0,0,0,0,0.0609478872972064,0,0,0,0,0,0,0,0,0,0,-0.105223773476647,-0.0159628858508061,1.0842021724855e-19,0,0,0,0,0,0
X002460.SZ,0,0,0,0,3.46944695195361e-18,0,0,0.20232287036071,0,0,0,0,0.221467385793996,0,0,0,0,0,0,0,0,0,0,0.171958911809206,0,0,0,0,0,0,0,0,0.0870213791700165,0,0.0350613659485187,0.106514425876173,0,0,0,0,0,0,0,0.327038470362525,0,0,0,0,0,0,0,-0.0152912952927594,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0.0129142266014692,-0.0574987714787321,0.0142981954877486,0,0,0.00549062512032483,-0.0585904535417656,0.0932658076512217,0,0,0.103410030843193,0.0966411647581762,0,0,0,0,0,0.301477055050675,0,0,0,0,0,0,0,0,0,0,-0.0199004873673047,0.0277786885649861,-0.0259857890889339,0,0,0,0,0,0
X002271.SZ,0,0,0.149347934062704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133311415310465,0,0,-0.0299940903392915,0,0.0487421755070261,0,0,0,0,0,0,0,0.0807105395814405,0,0,0.0614589426016009,0.0919972399881783,0,0,-0.02806862325564,0,0,0,0,0,0,0,-0.0201702806043115,0,0,0,0,0,0,0
X600886.SH,0,0,0,0.316747647511738,-5.42101086242752e-20,0,0.00743751150929458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0158588652271405,0,0,0,0,0,0,0,0,0,0,0,0,0.0988572322938647,0,0,0,0,0,0,0,0,0,0.0688726834418445,-0.00826495080377082,0.000455689823262517,0,0,0,0,0,0
X600660.SH,0,0,0,0,0.16693587144377,0,0,0.005545133047045,0.0776582459329353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.0539260714707369,0,0,0,0,0,0,0,0,0.0821785288143775,-0.0283741035821785,0.19088011939766,0,0,0.0333082561890433,0,0,0,0,0,0,0,0,0,0,0,0.0183998776542172,0.0353880583274732,-0.0117573844269229,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0.0633476023971443,0,0,0,0.0203146414410402,0,0,0,0,0,0,0,0.0958026971257744,0,0,0,0,0.010075337667453,0.014994797104073,0,0,0,0.0796090313190626,0,0.0265271430428236,0,0,0,0.0473759891835792,0,0,0,0,0.0884755618772147,0,0,0,0,0,0,0,0,0,0,0,0,0.00305742164225707,0.000825935752947027,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.0397276374250463,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.0255375427583775,0,0,0.0562374336157654,0.0455053902173193,0,0.0748901694788569,0,0,0,0,0.0214757498113625,0,3.46944695195361e-18,0,0.0483213126918582,0,0,0.057046570008341,0,0,0,0,0,0,0,0,0,-0.0102483696129803,-0.00392515850537501,0,0,0,0,0,0
X600801.SH,0,0,0.296705249817116,0,0,0,0,0,0,0,0.138669699935657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.138235457549567,0,0,0,0,0.139097595339728,0.0664249075290202,0,0.0457023813065254,0,0,0,0.0691854370308735,0,0.0388427808975325,0,0,0.321034390366775,0,0,0,0,0,0,0,-0.00557666499873083,0.0221148803968773,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0247967489419634,0.0171420153184966,0,0.0117859177490118,0.0378215901765185,0,0,0,0,0,0,0,0.0276514119980337,-0.0674714684978713,0,0.0684937217218848,0,0,0.153028819204149,0,0,0,0,0,0,0,0,0.00446321426108795,0,0,0,0,0,0,0,0
X600362.SH,0,0,0,0.126726627264188,0,0.0816390146917871,0,0,0,0.0940719021573975,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0247549586849369,0.0836008722555689,0,0,0,0.0534052602034743,0,0,0,0,0,0,0.117328400260218,0.0323488366891634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017989135288529,-0.0254439938243639,0,0,0,0,0,0
X600188.SH,0,0,0,0.0313660630028965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0756592600269533,0,0,0,0,0,0,0.0176928160234175,0,0,0.187949861351558,0,0.0410135197693777,0,0.016246594403261,-0.0032462642675733,0,0.0532044740856768,0,0,0.0460557796923175,0,0,0,0,0,0,0,0,0,0,0.0369655046007154,0.00265922229633008,-0.00556435810359033,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0.00936854061548997,0.14154882574172,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0215356047160709,0.0616037232235957,0,0,0,0,0,0,0,0.0579305037109486,0,0,0,0.0433158111129567,0.0173798999085805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0140134365777962,0.000358042266180195,0,0,0,0,0,0
X600489.SH,0,0,0,0,-0.0247462841558315,0.692893308218259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0376435977076983,-0.0468277065478483,0,0,0,0.119723587139099,0,0,0,0,0,0,0.0133716579165237,0,0,0,0,0,0.176015537260606,0,0,0,0,0,0,0,0,0,-0.00447276904320577,-0.00559634614679828,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134712188142884,0,0,0.0731589250523352,0,0,0,0,0,0,0,0,0,0,0,0.0596802210729192,0,0,0,0.120944955807805,0,0,0,0,0,0,0,0,0,0,0,0.000537259356304886,-0.00962571178173002,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0.361696797031443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0987030625640922,0,0,0,0,0,0,0.187152340186744,0.0126076136232143,0.190409331196262,0,0,-0.126441245879505,0,0.0848859946768797,0.0411178339121026,-0.0757611339040211,0,0,0,0,0,0,0,0.00711144895245114,0.0159468211424294,-0.0292048471970275,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0.247301833530471,0,0,0,0,0,0,0,0,0,0,0,0,0.0596550182323934,0,0.431188818004523,0,0,0,0.00190292217219819,-0.0192515567352491,0,0,0,0,0,0,0.103847953690056,0,0,0,0,0.474342148996145,0,0.0243571601238707,0,0,0,0,0,0,0,0,0,-0.00466541627766827,-0.0563709141388018,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125272234035093,0,0.32093258815296,0,0,0,0,0,0.100996029562129,0,0,0,-0.000476797849347245,0.124173794915653,0.141661364461282,0,0,0.00288921686619977,0,0.0135551215814285,0.0409672443232166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0124185271836032,0.00336768272411467,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0.0373343016970896,0,0,0,0,0,0,0,0,0,0,0,0,0.118196072646991,0,0.0230599380971736,-0.0231673458923845,0,0,0.00629671738888699,0,0,0,0,0,0,-0.0283435105610952,-0.0291066530164932,0,0,0,0,0.124151302769921,-0.0555195862789862,0,0,0,0.0777873374220776,0,0.0919668424610292,0,0,0,-0.00709424503133363,0.0124015659346912,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0.0481220510664533,0,0,0,0,0,0,0,0,0,-0.0653293043703247,0,0,0,0.0106446971143945,0.0427685852192502,0,0.084868469038908,0,0.0943588241001526,0,0,0,0,0,0,0.198444849291798,-0.0430148818843595,0,0,0,0.0121251665970718,0,0.0467922795574157,0,0,0,0,0,0,0,0,0,0,0,0,0.00134865715658267,0.0128480452550215,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,9.67602724239076e-06,0,-0.102087569394311,0,0.509993018064997,0,0,0,0,0,0,0,0.0806905312086035,0,0,0.145156852441052,0,0,0,0,0,0.0656544261984193,0,0,0.00121269099018184,0,0,0,0,0,0,-0.10601539182595,0.0969514356861789,0,0,0,0,0,-0.0244443926715012,0,0,0,0,0,0,0,-0.015484544373808,0.0236036840945298,0,0,0,0,0,0
X600126.SH,0,0,0.296248510187292,0,0,0,0,0.0960016075867882,0,0,0,0,0.193115690092904,0,0,0,0,0,0,0,0,0,0,0,0.234353418840704,0,0,0,0,0,0,0,0,0,0,0,-0.0592758150407426,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.306881346551224,0.00923935356761426,0.00866384556576217,0,-0.170275282612606,0,0,0,0
X600299.SH,0,0,0,0,0,-0.113591065816129,0,0,0.051368792674638,0,0,0,0,0,0,0,0,0,0.383997893705124,0,0,0,-0.0416904727089469,0.17704446029504,0,0,0,0,0,0,0,0.062146724908219,0.223039323051116,0,0,0.116769363589951,0.00985277657576743,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0208512984954008,0,-0.0116425598547045,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0.0184788602380345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059023522320654,0.0601033593962797,0,0,0,0,0.0915528763446516,0,0.0208425826197582,0,0,0.0323758344358418,0,0,0,0.0400854186293176,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00626685400396563,0,0,0,0,0,0
X600176.SH,0,0,0,0,0.153570654562515,0,0,0,0.0378529598661995,0,0,0,0,0,0,0.126485847576567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0992364079391036,0.122718819864056,0,0,0.0468075213852628,0,0,0,0,0.127333208788638,0,0,0,0,0,0,0,-0.0129457943705712,0.00947048042539967,0,0,0,0,0,0
X600315.SH,0,0,0,0,0,0,0,0.410743052703333,0.239969643082263,-0.0216713106614947,0,0,0,0,0,0,0,0,0,0,0.00813780356496538,0,0,0,0,-0.169206930869282,0,0,0.050277290391969,0,0,0,0,0,-1.73472347597681e-18,0,0.159182891528482,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0523193854229819,0.0184836708293585,0.0525068144447933,0,0,0,0,0,0
X600426.SH,0,0,0,0,0.0374908051320586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0671722115414605,0.0045451612652611,-0.110070396506173,0,0.0396487825642278,-0.0585059995199531,0,0.0692473958992334,0,0,0.155119898123841,0,0.06761149065268,0.193630508407651,0.0173005303748726,0.133012940850505,0,0,0,0,0,0.0960032825689236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
