,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X000792.SZ,X600585.SH,X600019.SH,X002466.SZ,X600111.SH,X002271.SZ,X000301.SZ,X000708.SZ,X600660.SH,X600010.SH,X601600.SH,X601898.SH,X600188.SH,X600547.SH,X600362.SH,X600011.SH,X600176.SH,X600426.SH,X600219.SH,X600886.SH,X000786.SZ,X000408.SZ,X600399.SH,X000723.SZ,X600803.SH,X000932.SZ,X000831.SZ,X000959.SZ,X601991.SH,X000825.SZ,X600795.SH,X002080.SZ,X000898.SZ,X000807.SZ,X300037.SZ,X002409.SZ,X600801.SH,X600352.SH,X600489.SH,X002145.SZ,X600808.SH,X000630.SZ,X600486.SH,X601699.SH,X600516.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.023574970113436,-0.0374691716760637,0,0.00660655319000134,0,0,0,0,0,0,0,0,0,0,0.0552298280612829,0,0,0,0,0,0.087781423090648,-0.0630023253703376,0,0,0,0,0,0,0.0102501841411107,0,0,0,-0.0132458526287366,0,0,0,0,0,0,0,0.088137729386052,0,0,0,0,0,0,0,0,0,0
X600028.SH,0.256258776373191,0,0,0,-0.0670746112922673,0,0,0,0,-0.000889097223202084,0,0.051146793121529,0.0151587561417814,0,0,0,0,0,0,0,0,0.0751898851807064,0,0,0,0,0,-0.0213142557067392,0.00535893872166102,0,0,0,0,0,0,0,0,0,0.0543179128160369,0,-0.00492074347571826,0.0281645371793701,0,0,0,0,0,0,0.0089701214042075,0,0,-0.0104063481849031,0.0475776429823372,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,-0.046327126403132,0,0,-0.00944344957647993,-0.0128282693628868,0,0,0.121488813005845,0.131791806731539,0.0825924916054187,0,0,0,0,0,0,0.0430025959729945,0.0931663101681051,0,0,-0.00177329832481695,0,0,0,1.0842021724855e-19,0,-0.0258578846442349,0,0,-0.00069985832117648,0.00856083179040258,-0.0987047999556332,0,0.0441007042308628,0,0,0,0,0.0485538388849913,0,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0.140539335084982,0.0838043405082447,0.0879418035267406,0,0,0,0,-0.00308028156864044,0,0,0,0,0.0264286913641697,0.101587951599088,0,0.0137422148059277,0.00291822106857235,0,-0.0717299127489579,0,0,0,0,0,0,0,0,0,0,0,0.00567677086628064,0.0760357716946369,0,0,0,0,0,0,0.0635781449133919,0,0,0,0,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.0350828136393109,0.544122945079424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201398471435496,0,0,0,0,0.216799857068654,0,0,0,0,0,0,0,0.0059746440485639,0.0388795873601615,0.046643528168105,0,0,0,0.177031077416209,0,0,0,0,0,0,0,-0.157904270705843,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0.094358725323956,0,0,0,0,0,0,0.00634288287533193,0,0,0,0,-0.0722544346169566,0,0,0,0,-0.0792853333537528,0,0,0,0,0.0822255483487235,0,-0.338581741324579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188467923547343,0,0,0,0.0421962206874573,0.0881154944857351,0.113572093672878,0,0,0.00554596964877759,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0.00297372141605738,-0.0800905689294011,0,0.0618764453844105,0,0,-0.0114983275350399,0,0,0,0,0,0.0642599970332711,0,0.109081171232673,0,0,-0.011973571856055,0,0,0.00497880858844486,0,0,0,0,0,-0.0295876015925769,0,0,-4.33680868994202e-19,0.493093753838832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101092006706203,0,0,0,0,-0.0503106559947201,0,0,0,0,0,0,-0.012637219063313,0,-0.0181770433734191,0,0,0,0.0542103812936957,0,0.0128106038525354,0,0,0.306460930092489,0,-0.0494838614029039,-0.059672855643432,0,0,0,0,0.181617855213498,0,0,0,0,0,-0.0209143657804439,0,0,0,0,-0.125781173662343,0,0
X002466.SZ,0,0,0,0.0524222644332432,0.0379029600057946,0,0,0,0,0.395219896587325,0.15228717408743,0,-0.124443514676031,0,0.152644730801204,0.446917448460327,0,-0.0907521522726783,0,0,0,0.0919501320524443,0,0,0,0,0.290664429699879,0.0365183166863392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0735976888865991,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.24636639705155,0,0,0,0.0957611476555908,0,0,0,0,0,0.355200945228948,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0404021789164682,0,0,0.210010783015112,0,0,0,0,0,0,0,0,0.0289428087060643,0,0,0,0,0,0,0,0,0,0,0.0876691369503691,0.0933906674446657,0,0,0,0,0,0
