,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X600585.SH,X600011.SH,X601898.SH,X600547.SH,X601600.SH,X600660.SH,X000792.SZ,X600886.SH,X002466.SZ,X002460.SZ,X600111.SH,X600010.SH,X000708.SZ,X000301.SZ,X600795.SH,X600426.SH,X000877.SZ,X600362.SH,X601699.SH,X002271.SZ,X000983.SZ,X600027.SH,X600803.SH,X600489.SH,X601991.SH,X600176.SH,X000807.SZ,X600160.SH,X000786.SZ,X000932.SZ,X000630.SZ,X000408.SZ,X600985.SH,X600219.SH,X000933.SZ,X300037.SZ,X000629.SZ,X600688.SH,X600612.SH,X000723.SZ,X600157.SH,X002128.SZ,X600096.SH,X002353.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.61380498085836,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18886639224822,0,0,0,0,0,0,0,0,0,-0.287227232525818,0,0,0,0,0,0,0,0,-0.0095578849838085,0,0,0.00468899380715197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0149664405534266,0,0,0,0,0,0
X600028.SH,0.520368229567514,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0424928784228704,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0565905006817271,0.0349314341694067,0,0,0,0,0.112653409475478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000954685902602049,0,0,0,0,0,0
X601088.SH,0,0.145997942993627,0,0,0.091941588488964,8.67361737988404e-19,0,0,0.0846975564421306,0,0,0,0,0.0585878231677155,0,0,0,0,0,0,0,0,0,0,0.103083094296149,0,0,0,0,0,0,0.0687728022989369,0.13840186142054,0,0,0.0149201701216789,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0668185529681112,0,0.0129467761066115,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0.103580414979291,0,0,0,0,0,0.174623831109317,0,0,0,0,0.0441850558298556,0,0,0,0,0,0,0,0,0,0,0,0,0.08490925774058,0,0,0,0.045930702048505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0358685138880015,0,0,0,0,-0.105571194624977,0,0
X600188.SH,0,0,0,0,0,0.036783545415579,0,0,0.0843098306540072,0,0,0,0,0,0,0,0,0,0,0,0,0.101247322778139,0,0,0.0704056574616728,0,0.509499093700415,0,0,0,0,0,0,0,0,0,0,0,0.00133592971272075,0,0.126316230453661,-0.0748946946550578,0,0,-0.0526665522189651,0,0,0,0,0,0,0,-0.0137846288863331,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.177786659238577,0,0.0592285167482609,0,0,0,0,0,0,0.031546423484181,0,0,0,0,0,0,0,0,0.137186315476784,0,0,0,0,0,0,0,0,0,0,-0.0704529157930401,0.17035401792404,0,0,0.644828996848576,0,0,0,-0.287024660588186,0,0,0,0,0,0,0,0,0,0,0.0306228860630266,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.00996935885685343,0,0,0,0,0,0,0,0,0,-0.0839496487242209,0,0,0.046808131277346,0,0,0.108300801031234,0.168463139407558,0,0,0.161098809673922,-8.67361737988404e-19,-0.174724075040636,0,0,0,0,0.163139691523456,0,0.0468000019758485,0,0,0.0710144555792584,0,0,0,-0.0419767843530918,0,0,0,0,0,0,0,0,0,-0.0248430358654544,0.0418086711880997,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.165523996981676,0,0,0,0,0,0,0,0,0.190702542034598,0,0,0,0,0,0,0,0,0,0,0,-0.0629121374600111,0,0.269320278447747,0.0263542081052818,0,0.106628477277378,0.0770867372080011,0,0,0,0,0,0,0,0,-0.0311256873653475,0.123394291663667,0,0,0,0,-0.128431783875037,0,-0.0423918220683447,0,0,-0.00510661203591583,-0.0209839039347111,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.19453308575871,0,0,0,0,0,0,0,0,0,0.0809763255638169,0,0,0,0,0,0,0,0,0,0.38074746379456,0,0.0294499080990909,0,0.135681489793363,0,0,0,0,0,0,0,0,0.0606523157447228,0,0,0,-0.0496927676536481,0,0,0,0,0,0,0,0,0,0,-0.0041014156949911,0,0,0,0,0,0
X600547.SH,0.0242676282521654,0,0,0,0.0686360569614877,0,0,0,0,0,-0.110668265242127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.360459174164237,0,0,0,-0.0832387100936111,0.0801696006514001,0,0,-0.0651057194245733,0,0,0,0,0,0,0,0,0,0.147760583701476,0,0.0916196253210239,0,0.0170986545496702,-0.0417409571899999,0,0,0,0,0,0
