,X601857.SH,X600028.SH,X601088.SH,X600010.SH,X600011.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X601600.SH,X600688.SH,X601991.SH,X600027.SH,X600886.SH,X600111.SH,X600157.SH,X600362.SH,X600299.SH,X600188.SH,X601158.SH,X600583.SH,X000027.SZ,X601992.SH,X000539.SZ,X600309.SH,X000792.SZ,X000630.SZ,X000709.SZ,X000898.SZ,X600352.SH,X600623.SH,X600021.SH,X000883.SZ,X002466.SZ,X600660.SH,X600098.SH,X002470.SZ,X601918.SH,X000060.SZ,X600489.SH,X600808.SH,X600863.SH,X600307.SH,X002004.SZ,X000629.SZ,X600160.SH,X300072.SZ,X600578.SH,X600547.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.32743212886287,0,0,0,0,0,0.0888415130162985,0,0,0.00671965837841604,0,0,0,0,0,0,0,0,0,0.0748716843481942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0536401518995154,0,0,0,0,0,0,0,0.0547590704871102,0,0,0,0,-0.0128258997587262,0,0,0.0996256134813835,0,0,0,0
X600028.SH,0,0,0.12991190141062,0,0,0,0,0.1553947512244,0,0,0,0,0,0,0,0,0,0,0,0,0.180874993850214,0,0,0,0,0,0,0,0,0,0,0,0,0.0409496401496385,0,0,0,0,0,0,0,0,0.0379908719662813,0,0.142602002520875,0,0,0,0,0,-0.0254488929062648,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.166053312457325,0.0450135783568455,0,0,0,0,0.481473776078261,0,0,0,0,0,0,0,0,0.121837536024342,0,0.020782644011797,0,0,0,0,0,0,0,0,0,0,0.0790653633612949,0,-0.0552502481513906,0,0,0,0,0,0,0,-0.0358810910202854,0,-0.0185844107307237,0,0,0,0,-0.0176443238541372,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0453405593047389,0,0,0.0696816686996356,0,0,0,0,0,0,0.00538692882152263,0,0,0,0.154183053934548,0,0,0,0,0,0.18143944580046,0,0,0,0,0,0,0,0,0,0,0,-0.0762176763325289,0,0,0,0,0,0,0
X600011.SH,0,0,0.0571988390333384,0,0,0,0,0,0,0,0,0.350996357261258,0.090941569640909,0,0,0,0,0,0,0,0,0,0.22925577088489,0,0,0,0,0,0,0,0,0,0.134530985332616,0,0,0,0.0657367479377928,-0.046467977100753,0,0,0,0,0,0,0,0,0,0,0,0,-0.00315882507099036,0,0,0,0,0,0,0
X600019.SH,0,0,0.0416592406166692,0,0,0,0,0,0,0.110598129082124,0.0201995313670885,0.233109647286668,0,0,0,0,0,0,0,0,0.178286765308929,0,0,0,0,0,0,0,0,0,0,0.0504254980395757,0,0.0551104806006599,0,0,0,0,0,0,0,-6.93889390390723e-18,0.0872967400754381,0.0423123081945526,0,0,0,0,0,0,-0.0150056535191261,0,0,0,0,0,0,0
X600585.SH,0,0,0.116247614114725,0,0,0,0,0,0.30198158559025,0,0,0,0,0,0,0,0,0,0,0,0.124445055119865,0,0,0,0.164171782403943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0316749759624611,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.0863276918756883,0,0,0,0,0.170081494916765,0,0,0,0.151746194166573,0,0.15350335316488,0,0,0,0,0,0,0,0,0,0.0540481594035775,0,0.0113699593897079,0,0,0,0.305814490127539,0,0,0,0,0,0,0,0,0,0.0126963811846881,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0.00944219499082048,0.0295308546484836,0,0,0,0,0,0,0.0228094664175527,0,0.367126765467965,0,0,0,0,0.00777113630458447,0,0,0,0,0,0.15700720214569,0,0,0,0,0,0,0,0,0,0.04751385613055,0,0,0,0.024141172498296,0,0,0,0,0,0.0727004331589588,0,0,0,0,0,0,-0.0349984197218076,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.121739510446322,0,0,0,0,0,0,0,0.199734408032123,0,0.0247563248415256,0,0.0576549067144362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0359623777659241,0,0.12375867522234,0,0,0.114747195003239,0,0.173192458757172,0,0,0,0,0,-0.0236738782280426,0.0159254077113492,0,0,0,0,0,0
