,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X600547.SH,X601600.SH,X601898.SH,X601991.SH,X600660.SH,X600688.SH,X600886.SH,X600352.SH,X600362.SH,X600795.SH,X600188.SH,X601992.SH,X600027.SH,X000898.SZ,X600516.SH,X002466.SZ,X600111.SH,X600176.SH,X000709.SZ,X002460.SZ,X000723.SZ,X000990.SZ,X600299.SH,X000786.SZ,X600801.SH,X600219.SH,X002271.SZ,X000629.SZ,X600489.SH,X600808.SH,X601158.SH,X000825.SZ,X600583.SH,X000553.SZ,X600157.SH,X000883.SZ,X002110.SZ,X000630.SZ,X600339.SH,X000539.SZ,X000027.SZ,X600426.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.0403863207554807,0,0.164681982346654,0,0,0,0,0,0,0,0,0,0,-0.00813920454684113,0.0935466472269853,0,0,0,0,0,0,0,0.0157664823957361,0.15097947547296,0,0,-0.00838210823365739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0359345457882523,0.00703527358073122,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.0393743805861762,0.0181143160462066,0,0,0,0.416611787919033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133801026337205,-6.93889390390723e-18,-0.137621483167968,0.0155706502131451,0,0,0.23835346929864,0.0740282576913616,0,0,0,0,0,0.101001364401759,0,0,0,0,0,0,0,0,0,0.0484590978617328,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.248502589374262,0,0.0755611765356018,0,0,0,0,0,0,0,-0.197338510276304,0,0,0,0,0,0,0,0,0.0434428336350497,0.0199784849033062,0,0,0,0,0,0,0.10672727153156,0,0.0564464502699183,0,0,0,0,0,0,0,0.0684097967280794,0,0,0,0,0,0,0,0,0.0113236504570978,0,0,0,0,-0.0481001876337882,0,0
X600585.SH,0,0,0,0,0,0.11774137796551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00312503414082709,0,0,0,-0.0123801034150703,-0.0344340270448897,0,0.504310468604341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0044652705341505,0.00128056047673862,0,0,0,0,0,0
X600019.SH,0,0,0.0367184539810756,0,0,0,0,0.0154667925408333,0,0.00256602720887063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144677578072475,0.162333688163116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0402542809120638,0,0.230980602453999,0,0,0,0,0,0,5.3672033477062e-05,0.00623875348533894,0,0,0,0,0,0
X600309.SH,0,0,0,0.0853718613683443,0,0,0,0,0,0,0,0,0,0,0,0.0559357275481576,0,0,0,0,0,0,0,0,0,0,0,0,0.11105778318146,0,0,0.0520272382155658,0.212998609220697,0,0,0,0,0,0,0,0,0,0.00260694374538421,0,0,-0.0408607393977926,0,0,0,0.249810324591769,0,-0.0187186394804879,0.0728353277384213,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.466579944092493,0,0,0.625148890050498,0,-0.147639013911139,0,0,-0.0274414020003513,0,0,0.0625922938827097,0,0,0.119003661764236,0,0,0,0,0,0,0,-0.114920394259066,0,0,0,0,-0.0636004628057663,0,0,0,-0.0351609907765586,0,0,0.00633433423840552,0.00645850367520049,0,0,0,0,0,0
X600010.SH,0,0.0974529500260749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157402060561247,0,0,0,0.133635255218754,0,0,0,0.284980682047717,0,0,0,0,-0.0592604668685348,0,0,0,0.315685832546662,0.01158596937606,0.0745421307620785,0,0,0,0,0,0,0.00382939499055246,0,0,0,0,0,0,0,0,0,-0.00754308845716835,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.906793133451892,0,0,0,0,0,0.0396042762187594,0,0,0,0,0,-0.0980950448456478,0,-0.0728109564257408,-0.00459445166763505,0,0,0,0,0.0445889965811574,0,0
X601600.SH,0,0,0,0,0,0,0,0.122697282714707,0,0,0,0,0,0,0,0,0.137370389493853,0,0,0,0,0,0,0,0.0375231087319079,0,0,0.0771705103736287,0,0,0,0,0,0.237479629929024,0,0.0240794273200513,0,0,0,0,0.0838922167804369,0,0,0,0,0,0.0107715787623894,0.0208336618041508,0.0331566651282725,0.103709276785471,0,-0.0146632582779063,-0.0115634526943909,0,0,0,0,0,0
X601898.SH,0,0,0.0259534921893534,0,0,0.0152396435618836,0,0.0488456704754193,0,0.179754959633729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0605975349362592,-1.0842021724855e-19,0,0,0,0,0,0.0455060048842818,0,0,0,0,0,0,0,0.0381134924021535,0,0,0.0393922273813469,0,0,0,0,0,0.100729530409716,0.123784983142784,0,0.00465067077634246,0.0074950262689859,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0.12590598569764,0,0.123171432350058,0,0,0,0,0.00732953984852235,0,0,0.247264087752997,0,0,0,0,0,0,0,0,0,0,-0.00389363247872471,0.0277294674429591,0,-8.67361737988404e-19,0,0,0.0367898812352756,0,0,0,0,0,0,0.0628104257473483,0.0424966763391202,0,0,0,0,0,0,0,0,0.00448454153165288,-0.0104606520224659,0,0,0,-0.01553741338673,0,0
X600660.SH,0,0,0,0,0,0.0465516336840367,0,0,0,0,0,0,0,0,0,0.0792050992334569,0,0,0,0,0,0,0.0820516680844017,0,0,0,0,0,0,0,0.0348508254442275,0.0159732516198025,0.138031614245669,0,0.145301262161382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00929356005675218,0.0224590782117679,0,0,0,0,0,0
X600688.SH,0,0,0.0526185978619901,0,0,0,0.0288643435189096,0,0,0.0272458851000758,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0138335345337891,0,0,0.0401654382229843,0,0.0227556155505602,0,0,0,0.0820407766666672,0.179452265422247,0,0,0.00319987298024125,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0838008602946282,0.0888379585518655,0,0,0,0.0307426786537825,0,0,0,0,0,0,0,0,0,0,-0.0974025988031433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0476612524815287,0.0871519250921236,0.0139811644782232,-0.0358868272161085,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0.156831962169515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131267073905511,0,0,0,0,0,0.0370225065711191,0,0,0.0156771881073204,0,0,0.0138088979401721,0,0,0,0,0,0,0,0.00386913693884736,0,0,0,0,0,0,0,0,0.0661933507133249,-0.152997038094262,0,0,0,0,0,0
