,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X601898.SH,X600010.SH,X600660.SH,X600688.SH,X601991.SH,X601600.SH,X600188.SH,X600886.SH,X600795.SH,X600362.SH,X000898.SZ,X002466.SZ,X600547.SH,X600027.SH,X600516.SH,X601992.SH,X002460.SZ,X600111.SH,X600176.SH,X600299.SH,X000709.SZ,X000629.SZ,X300072.SZ,X000825.SZ,X600352.SH,X600339.SH,X600808.SH,X600583.SH,X000553.SZ,X600801.SH,X000786.SZ,X002110.SZ,X000301.SZ,X600426.SH,X601158.SH,X000883.SZ,X600219.SH,X000932.SZ,X000792.SZ,X000408.SZ,X601699.SH,X600489.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0962091489879147,0.0357374045074551,0,0,-0.180495141557204,0.130154886937364,0,0,0,0,0.0584506262801056,0,0.0158785737672422,0,0,0.0843239293512397,0,-0.0616679856488783,0,0,0,0,0,0,0,0,0,-0.0291538826054026,0,0,0,0.183624305644511,0.0158868543611635,0,0,0,0,0,0,0.0724501172625518,0,0,0,0,0,0,0,0,-0.070467288832396,0.0149867824719449,0.0139037280014564,0,0,0,0,0,0
X600028.SH,0,0,0.039489476893165,0,0,0,0,0,0,0,0,0,0.000171710852083758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0910316112478835,0,0.197949253499179,0,0,0,0,0.0677488578985029,0,0.0859127345946638,0,0,-0.00515759780226422,-0.0159260188636218,0,0,0,0,0,0
X601088.SH,0,0.0349154558631033,0,0,0,0,0,0.0546928184331855,0,0,0,0,0.0921402384901334,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0291732723985867,0,0,0,0,0,0,0,0,0,0.0238666377303245,0.37906042001347,0.0840336715038263,0,-0.00282675246421877,-0.0170155459653382,0,-0.0563365918825381,0,0,0,0
X600585.SH,0,0,0,0,0.142970740770222,0,0,0,0,0,0,0,-0.0895938322957604,0,0,0,0,0,0,0,0,0,0,0,0,0.0631346904645854,0,0,0,0,0,0,0,0,0.0942555780951392,0,0.379959084133766,0.24093961381785,0.0262366966635405,-0.0109692556030323,0,0,0,0,0,0,0,0,0,0,-0.0203939472812892,-0.0392084002413975,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,-0.0762223811710725,0,0,0,0,0,0,0,0,0,0.079729880985055,0.311860100418092,0,0,0,0,0,0,0,0.00557115071801426,0,0,0,0,0,0,0,0,0,0,0.0778236085988239,0,0.146553492408902,0,0,0,0,0,0.23414572673021,0,0,-3.46944695195361e-18,0,0,2.16840434497101e-19,-0.0119889371137343,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0301231822631553,0,0.215779242017348,0,0,0,0,0,0,0,0,0.131834486356396,0,0.0912387071591413,0,1.38777878078145e-17,0,0,0.159849146687874,0,0,0.229047505869648,0,0,0,0,0.0407363711041722,0,0,0,0,8.67361737988404e-19,-0.0128791008259264,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0441534115162567,0,0,0,0,0.0607935249997385,0,0.768903088123883,0,0,0,0,0,0,0,-0.00104117706981938,0,0,0.107833269456014,0,0,0,0,0.0320856592138538,0,0,0,0,0,0,0,0,0,0.00279678798633978,0,-0.203103877730836,0,0,0.0207230221854863,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.273141925613527,0,0,0,0,0,0,0,0,0.0546393369818548,0,0.0686851509633864,0,0,0,0,0,-0.020935266732851,0,0,0,0,0,0.0055801696556921,-0.0468033605761058,0,0,0.0284320722548533,0,0,0,0,0,0.049408385817179,0,0.261139535990372,0,0,-0.0107531401373203,-0.0068066295401632,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0250353453894313,0,0,0,0.240082531346558,0,0,-0.0605835067582657,0.189275533118967,0.0260672873980122,0,0,0,0,0,0,0,0.0300071363158163,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0534678143414629,0.105955796510355,0,0,0,0,-0.00631223308699004,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.126111016356495,0.133761978352291,0,0,0,0,0,0,0,0,0,0,0,0.138175317596743,0.215264065068549,0,0.0246248645009471,0,0.0303061309969329,0,0,0,0,-0.0277995503631629,0,0,0,0.0175065927304177,0,0.0193050277327393,0,0,0,0,0,0.0408796935347878,0,0,0,0,0,0.19927567868762,0,0,0.0254300044284621,-0.00028053209959505,0,0,0,0,0,0,0
X600688.SH,0,0.294143450505113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0230260669322501,0,0,0.0278218867488914,0,0,0,0,0.0299884410000589,0,0,0,0.0460963608470427,0,0.0817318539514181,0,0,0,0,0,0,0,0,0,0.00608672432137088,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.179974374785152,0.057990763391488,0,0.0952082367879181,0,0,0,0,0.00904274907909871,0,0,0,0,0,0,0,-0.0536501622898195,0,-0.0381506270926811,0,0,0,0,0,0,0,0,0,-0.0503413013849421,0,0,0,3.3881317890172e-21,0.044877815776285,0,0,0,-0.0243041458351835,-0.00458541679332215,0.0101034609209432,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170539005727792,0,0,0,0.0129026393884639,0,0,0,0,0,0,0,0.095627795579033,0,0,0,0,0,0,0,0,0.330182962268745,0,0,0,0,0,0,0,0,0.0607415933856138,0,-1.73472347597681e-18,0,0.0276961236619874,0,0,0.00699931221550603,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.305357651378065,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0820739684119515,0,0,0,0,0,0,0,0,0,0.0149506436862161,0.0911382041897268,0.149744034263929,0,0,0,0,0,0.0771841655663236,0,0,0.343478938225307,0,0,0,-0.000101496313774437,0,0,0,0,0,0
X600886.SH,0,0.0355935862926764,0,0,0,0.0353986831366536,0.228139011816638,0,0,0,0,0,0.10625405388437,0,0,0,0,0,0,0,0,0,0,0,0.161420757267054,0,0.108054947603413,0,-0.0272912208887537,0,0.0330716124670875,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0487203271374541,0,0,0,0,0,0.00429429659494949,0.01293649709995,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0.0410172980380618,0,0,0,0,0,0.12102561204817,0.0329495982035963,0.0243099309362447,0,0,0,0,0.0057592204079716,0.0498503734917816,0.192989905339307,0,0,0,0,0,0,0,0,0,0,0,0.0160816217279417,0,0,0,0,0,0,0,0,0,0,0,0,0.0553555803776696,-0.0703974108562837,0,0,0,0,0.0030568789136216,0,0,0,0,0,0
X600362.SH,0,0,0.22698632563239,0,0.174950572079019,0.0278098726424457,0,0,0,0,0,0,0.0733249880826965,0,0,0,0,0,0.00209476285375037,0,0,0,0,0.0285364354851664,0,0,0,0,0,0,0,0.0342009350129378,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0656524623644324,0,0,0,0,0.00435546053849927,-0.0208528417834844,0,0,0,0,0,0
