,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X601600.SH,X600795.SH,X601991.SH,X600688.SH,X600027.SH,X600886.SH,X600362.SH,X600157.SH,X600111.SH,X600188.SH,X601992.SH,X000709.SZ,X000898.SZ,X600299.SH,X601158.SH,X000792.SZ,X600660.SH,X600309.SH,X000539.SZ,X000883.SZ,X600583.SH,X002466.SZ,X600352.SH,X000027.SZ,X600160.SH,X600623.SH,X000630.SZ,X000629.SZ,X600578.SH,X600489.SH,X600547.SH,X002470.SZ,X600098.SH,X600022.SH,X000959.SZ,X600021.SH,X000060.SZ,X600176.SH,X600808.SH,X000825.SZ,X300072.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.394393932099855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0203245681983134,0.0428777689091579,0,0,0,0.0724657619643132,0,0,0,0,8.67361737988404e-19,0,0,0,0.037421742929859,0,0.0557250090494109,0,0,0,0,0,0,0,0,0,0.000378753396075865,0,0.104560046611578,0,0,0,-0.00512752826919353,0,0,0,0,0,0,0
X600028.SH,0.33154095670083,0,0,0,0,0,0.0731940933048585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179264279797398,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0143758454908532,0,0.0176424712050168,0,0.0347594164211417,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213981334229653,0,0,0,0,0,0,0,0.0271115841203406,0,0,0,0,0,0,0,0,0.0409421990190883,0,0,0.0831973051237271,0,0,0,0,0.00704999145532153,0,0,0,0.0905123293857759,0,0,0.245434111549674,0,0,0,-0.0426899730127829,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0642895370010282,0,0.134077501763377,0,0,0,0,0,0,0,0,0,0,0,0.0487083290478483,0,0,0,0,0,0,0.0245777240305553,0,0,0,0,0,0.0359260008989821,0,0,0.00716139828019085,0,0,0,0,0.11626963283421,0,0,0,0,0,0.075765655704651,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.187288094863764,0,0,0,0,0,0,0,0,0.306991303515316,0.111116871371416,0,0,0,0,0,0,0,0,0,0,0,0.0180222384013724,0,0,0,0,0,0.125387544054992,0,0,0.00202435574866382,0,0,0.0599951943926472,0.0117447018528297,0,0.106786700111643,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123927234244623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249790930860311,0.0804628524711154,0,0.0181309778200252,0,0.169655747943729,0.188937249323785,0,0,0,-0.00275318157775866,0,0,0,0,0,0
X600585.SH,0,0,0.128198334445459,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.0806447022984956,0,0.0672849556608775,0,0,0,0,0,0,0,0,0,0.0270701625765323,0,0.00818624852619854,0.0297825830372651,0,0.0320585121457712,0.0622090658796134,0,0,0,0,0,0,0.0440977742104089,0,0,0,0.0852799146752963,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0.0949826409157691,0,0,0,0,0,0,0,0,0,0,0,0.0402705398907066,0,0,0.183751646751158,0,0,0,0.00881152157599314,0,0.06465782246934,0,0,0,0,0,0,0,0.0693443121674572,0,0,0,0.102245139468517,0,0,0,0,0.0573932262216987,0,0,0,0.00552925206063234,0,0,0.244298028642127,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215780989794619,0.0283989148809836,0,1.38777878078145e-17,0,0.0698311935973285,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0.00132681228196503,0.0997293854690404,0,0,0,0,0,0.00672001621084304,0,0,0.125736911318476,0,0,0.212320190159617,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0397140116928601,0,0.224589015915524,0,0,0,0,0,0,0,0,0,0,0,0,0.0414432765476241,0.00884771296040822,0.04639197454266,0,0,0.0631489987395335,0,0,0,0.0377202769271159,0.178865906524001,0,0.0267762370078949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0.212892015454327,0,0,0,0,0,0,0,0,0,0.191007198353128,0,0,0,0,0,0.0550405626389681,0,0,0,0,0,0,0,0,0.0471230780867355,0,0.00707421707341416,0.0762219261596876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0149601883532188,0.340496529307636,0,0,0.0094476145964882,0,0,0,0.0588674099098372,0,0,0,0,0,0,0.0307544865584732,0,0,0.0486060255712466,0,0,0,0,0.0946717583600162,0.0129673784472303,0,0.121044250888489,0,0,0,0.136561940516483,0,0,0,0,0,-0.0126449656327029,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0.10031165267848,0,0,0,0,0,0,0,0,0,0,0,0,0.0633359606888819,0.0781565845373536,0,0,0,0,0,0,0,0,0,0,0,0.0423896940147608,0,0,0,0.0453147246066334,0,0,0,0,0.0755485687092472,0,0,0.168419567193101,0,0,0,0.0140914341521533,0,0,0,0,0,0,0,0,0,0
X600886.SH,0,0,0.200571288074714,0,0,0,0,0,0,0,0,0,0,0,0,0.0328178754261481,0,0,0,0,0,0,0,0.0917898004928249,0,0,0,0,0,0,0.039855362360608,0.0299180719280738,0,0,0,0.039996962200249,0,0,0,0,0.0830109420838205,0,0,0.118623987904106,0,0,0,0,0,0,-0.0203691731888986,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.388548443531874,0,0,0,0,0,0,0,0.0235662135791223,0.171454621559143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0519485495095184,0.000136053455534276,0,0,0.114794667119343,0,0,0,0,0,0.178971278954765,0,0,0,0,0,-0.0247179342127149,0.0177452345457523,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0717304030355356,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0298082730587149,0.0820555250771822,0,0.103690932404902,0,0,0,0.174896219723763,0.0326330402369992,0.107357050614366,0,0.184220547626184,0.162455741989528,0,0,0,0,0,0,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.349758974483744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0.187904914406982,0,0,0,0,0,0.256588423493334,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.145439977231184,0,0.0460178275426426,0,0,0,-0.0372084000466767,0.00361512797125781,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0.355930660038743,0,0,0,0,0,0,0,0,0,0,0.0239207435036825,0,0,0.000795238903831777,0,0.122324579325756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27409070941948,0,0.0826839945157939,0,0,0,0,0,0,0,0,0,0,0
