,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600795.SH,X601600.SH,X600585.SH,X601898.SH,X600010.SH,X601991.SH,X600688.SH,X600111.SH,X600886.SH,X600362.SH,X600027.SH,X600157.SH,X600188.SH,X600021.SH,X600583.SH,X601158.SH,X601992.SH,X000883.SZ,X600309.SH,X600352.SH,X000709.SZ,X000898.SZ,X000539.SZ,X000027.SZ,X600489.SH,X000792.SZ,X000825.SZ,X600547.SH,X002470.SZ,X000060.SZ,X600808.SH,X000629.SZ,X600660.SH,X600008.SH,X002353.SZ,X600578.SH,X600863.SH,X600549.SH,X000831.SZ,X002075.SZ,X600219.SH,X002004.SZ,X600307.SH,X000012.SZ,X600315.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.588827614235687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0180405340568768,0,0,0,0.0405859348114576,0,0,0.221936692822431,0,0,0,0,0,0,0,0,-0.0423017759289016,0.0066512741922235,0,0.0326768480343241,0,0,0,0,0,0,0,0,0,0,0.0198265744231307,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0.666144836712311,0,0,0.0165806165582028,0,0.0296766111340415,0,0,0.0643365454252903,0,0,0.0137128127310413,0,0,0,0,0.0190647716933312,0,0,0,0.0689217137475277,0,-0.0117726054641782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00193285704331798,-0.00425312500593936,0,0,0,0,0,0
X601088.SH,0,0,0,0.0259781153887846,0,0,0,0.0990261450966558,0.229256431494701,0,0,0,0,0,0,0,0,0,0,0.0440819475851359,0,0.0269660218337349,0,0,0,0.0533937934298769,0.123303045069518,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0103686893913985,0,0,0,0,0,0,0,0,0,0,0.00282195135064942,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0.0386786064398574,0,0,0,0.0806688683838739,0,0.076170265930054,0,0,0.089294784528595,0,0.113129197970501,0,0,0.0822384349891472,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0.0962442569485597,0,0,0,0,0,0,0,0,0.20641154301261,0,0,0,0,0,0,0,0,0,0,-0.00800814669474839,0,0,0,0,0,0,0
X600019.SH,0,0,0.084189400727189,0,0,0,0.0332508433107761,0,0.237996554605645,0,0,0,0,0.0955256539198564,0,0,0,0,0,0,0,0,0,0,0,0.19147495954928,0.141135588704493,0,0,0,0,0,0,0,0,0.119254639210681,0,0,0,0,0,0,0,0,0,0.013526127973307,0,0,0,0,0,0,-0.0100172793169822,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0.0766130681345858,0,0,0,0.0924678628433035,0,0,0,0,0.0711981796036069,0.0586447109051572,0,0.145831734074587,0.0488961391063353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088012967357299,0,0,0,0,0,0.318828367989698,0,0,0,0,0,0,0,0,0,-0.00573392366817783,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.0274588169257179,0,0,0.252951784814298,0,0,0.0833665715932473,6.93889390390723e-18,0,0,0,0,0,0.0757217666486413,0,0,0,0,0,0.0422567721681257,0,0,0,0,0,0,0,0,0,0,0.0274409676420262,0,0,0,0,0,0,0,0.0662174279156533,0,0,-0.116681865273867,0,0,0,0,-0.0340897368791493,0.0245929799689959,0,0,0,0,0,0
X600585.SH,0,0,0.250958300638649,0,0,0,0,0,-8.67361737988404e-19,0,0,-0.00643301759536832,0,0.190460974780041,0,0,0,0,0,0.0371249344486662,0,0.137065010549581,0,0.0528735251217384,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00144695468563614,-0.010762480043475,0,0,0,0,0,0
X601898.SH,0,0,0.320072000200616,0,0.250079896670974,0,0,0,0,0,0.0835840341511826,0,0,0,0,0,0,0,0,0,0.0445128067908498,0.100868324909542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0982851183977929,0,0,0,0,0,0.0219461317844312,0.0547795291936938,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116288822836121,0,0,0.167057429349333,0,0,0,0,0,0,0,0.126497386976108,0,0,0,0.227792759688594,0,0,0,-0.124263129452279,0,0,0,0,0,0,-0.00416146229916065,0.0129319291050124,0,0,0,0,0,0
