,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X600660.SH,X601600.SH,X600547.SH,X600585.SH,X600886.SH,X000792.SZ,X600795.SH,X600362.SH,X000708.SZ,X600010.SH,X002460.SZ,X600111.SH,X600027.SH,X600160.SH,X000301.SZ,X002466.SZ,X600426.SH,X601699.SH,X600489.SH,X000983.SZ,X600803.SH,X601991.SH,X000786.SZ,X000877.SZ,X600985.SH,X000933.SZ,X600176.SH,X000807.SZ,X000630.SZ,X002128.SZ,X601168.SH,X000408.SZ,X600219.SH,X600612.SH,X600096.SH,X002271.SZ,X000883.SZ,X000932.SZ,X000027.SZ,X600348.SH,X600282.SH,X601666.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.150155993120272,0.20096000881248,0,0,0,0,0,0,0.147210957433604,0,0,0,-0.0473938199880676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.036849160549002,0,0,0.09817551723358,-0.114278454129124,0.0552047327595695,0,0,0,0,0,0,0,-0.0797458543046336,0,0,0,0,0,0,0.028169959816302,0,0.0206524649118444,0,0,0,0,0,0
X601088.SH,0.0437471362305962,0,0,0,0.161249328528285,0,0,0.12329903153854,0,0,0,0,0.04893265384099,0,0,0,0,0,-0.0408833863292819,0,0.012364091626601,0,0,0,0,0,0,0,0,0,0,0,0.0726503682805356,0,0,0,0,0,0.0111588200403383,0,0,0,0,-0.0038150427574205,0,0,0,0,0,0.199592044426707,0,-0.00577544005327223,-0.0176765313297138,0,0,0,0,0,0
X600028.SH,0.0261896144272507,0,0,0,0,0.147723970211014,0,0,0,0,0,0,0,0,0,0,0,0,-0.169367716170281,0,0,0.0267704467165573,0,0,0,0.00864790511186337,0.0499358229220198,0,0,0.0197005260350182,-0.0752726222072482,0,0,0,0,0.130855959771843,0,0,0.0314537408176228,0,0,0,0,-0.0477059201688136,0,0,0,0,0,0,0,0.013912674498587,0.0203308537048527,-0.0616544470551893,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.142014063452475,0.10392928660169,0,0,0,0.0545541597216077,0,0,0.0533357130703261,0.0394003085304926,0,-0.184607456314403,0,0,0,0,0.0624461031605614,0,0,0,0.205469609083267,0,0,0,0,0,0,-0.142948090380086,0,0,0.17649706399204,0,0,0,0,0,0,0,-0.0489687031818427,0,0,0,0,0,0
X600188.SH,0.05940296793061,0,0,0,0,0.222927147767439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00734253809952558,0,-0.0157107266186733,0,0.328896372624676,0,0,0,0,-0.0988611804800627,0,0,0.0191308559590649,0,0,0,0.0224327316514627,0,0,0,0,0,-0.00119435075097047,0,0,0,0.11781925695565,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0.252189656801679,0,0,0.0661147489380869,0,0,0.181937742577676,0,0,0,0.168592264913448,0,0,0,0,0,0,0,-0.017226025096095,0.183029065846189,0,0,-0.0459220625436475,0,0.0145022912437137,0,0,0,0,0,0,0.506702780855141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169552445355021,-0.0908247624864442,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0.116348527953912,0,0,0,0,0,0.0647675426755032,0,0,0,0.0675433625664338,0,0,0,0,0.0116806756379648,0,0,0.125192633843708,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.110599591033969,0,0,-0.0991696912969144,0,0,0,0.0337288910943998,0,0,0,0,-0.0756228884947061,0,0.00268950793178557,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.442817921417873,0,0,0,-0.0807303436059015,0,0.0933865274057677,0,0,0,0,0,0,0,0,0.300186445297954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00382499546316426,0,0.0221741809234323,0,0,0,0,0
X600660.SH,0.00222645277077578,0,4.33680868994202e-19,0,0.0208672951561241,0,0,0,0,0,0.0176982672430819,0,0.0837065214701831,0,0,0,0,-0.0288278311402012,0,0,0,0.0360381264435286,0,0,0.221033477757211,0,0.0417617697574839,0,0,0,0,0,0,0,0,0,-0.084506729214705,0.0112263620250809,0,0,0,-0.0421105488344518,0,-0.0404348062779643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,-0.0352500471597489,0,0,0,0,0,0.172719342962442,0,-0.0635868575404182,0,0.215880560383339,0.00871714656801492,0,0,0,0,0,0,0,0,0,0.0341576840092947,0,0.0782022388827343,0,0.187130747879389,0,0,0.165820219672331,0.0709154795852781,0,0.123759673154366,0,0,0,0,0,0,0.17738323152809,0,0,0,0,0.0351741639443651,0,0,0,0,0
