,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600010.SH,X600188.SH,X002466.SZ,X601898.SH,X601600.SH,X600660.SH,X600688.SH,X601991.SH,X600362.SH,X600795.SH,X600516.SH,X002460.SZ,X600547.SH,X300072.SZ,X600886.SH,X600111.SH,X000898.SZ,X601992.SH,X600176.SH,X000786.SZ,X600352.SH,X000553.SZ,X600027.SH,X600299.SH,X000792.SZ,X000709.SZ,X000825.SZ,X002271.SZ,X000408.SZ,X601699.SH,X600426.SH,X601158.SH,X600489.SH,X600808.SH,X600219.SH,X600315.SH,X000883.SZ,X600157.SH,X002470.SZ,X000830.SZ,X000630.SZ,X600583.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.193425495062294,0.00466981264865971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0597643258126145,0,0,0,0,0.0720428494065674,0,0,0.062405756541637,0,0,0,0,0.0310992548550309,0,0,0,0.101111666024539,0,0,0.0463035092824726,0,0,0,0,0,0,0,0.116840168882256,0,0.00826408998293958,0,0,0,0,0,0,0
X600028.SH,0,0,0.141042005613362,0.0776279014513571,0,0,0,0,0,0,0,0,0,0,0.107896635550262,0,0,0.0444281288908064,0.220903599160784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0529978866378972,0,0,0.00220264416019326,0,0,0,0,0,0
X601088.SH,0,0.0446447386867903,0,0.391175516985623,0.0703845510167422,0,0,0,-0.0282340428731612,0,0,0,0,0,0,0,0,0,0,0,0,-0.0381771788958438,0,0,0,0,0,0,0,-0.0680373434616523,0,0,0,0,0,0.265982520841921,0,0,0,0,0,0,0,0,0,0.0236491923220552,0,0,0,0,-0.0258999366066801,0,0,0,0,0,0
X600019.SH,0,0,0.409140104382454,0,0,0,0,0.218530651765845,0,0,0,0,0,0,0,0,-0.0852419197278906,0,0,0,0,0,0,0,0,0,-0.0899308427499614,0,0,-0.0903705487518091,0,0,0.105036063256006,-0.114466770359791,0,0,0,0,0,0.208687896371176,0,0,0,0,-0.00882087015760778,0,0,0,0,0.0126577855619948,0,0,0,0,0,0,0
X600585.SH,0,0,0.598435786118491,0,0,0,0,0,0,0,0.00951891054863349,0,0,0,0,0,0.137749253403855,0.076197088711102,0,-0.0485346139033074,0,0,0,-0.0292749079731838,0,0.0748915010794727,0,-0.0633761717302773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0244801625296507,0,0.132909713498985,0,0,0,0,0.0687491380132933,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.0307268758399327,0,0,0,0,0,0,0,0,0,0,0,0,0.0279755127369894,0,0.0439326964611371,0,0.0659441425701907,0,0,0,0,0,0,0.108038828078195,0.0985672637627133,-0.112811395726594,0,0,0.29018759956892,0,0.125199377629411,0,0,0,0,0,0,0,0.0232481695218023,0,0,0,0,0,-0.0194331194326801,-0.0283856326847257,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0891285122503749,0,0.0138415297348521,0,0,0.0807176314756126,0,0,0,0.0160026902782452,0,0.0186710881878424,0,0.00870140221320386,0,0,0,0,0.0906067242504177,0.0385389846276671,0.05836568685816,0,0.0271529367916552,0.0623510367977818,0,0,0.240352333604934,0,-0.012697297084867,0,0,0,0,0,0,0
X600188.SH,0,0,0,0.521436430357259,0,0,0,0,0,0,0.134554934423141,0,0,0,0,0,0,0.00529386748765943,0,0,0,0,0.0316943696543174,0,0.338435044232605,0,0,0,0,0,0,0,0,0,0,0.185032857483262,0,0,0,0,0,0,0,0.134913462898439,0,0.112816665184506,0,0.236686837294515,0,-0.0152338353824195,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0755026447120137,0.449511733473682,-0.102209771165081,0,0,0.0731789433396838,0,0,0,-0.0353832321096073,0,0,0,0.0502233800453933,0,0,0,0,0,0.0516631681615326,0,0,0,0,0,0,0,0,0.0536009612235646,0,0,0,0,0.0121921976382927,-0.00351042703719255,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.425736325284475,0,0,0,0,0,0,0,0,0,0,0,0.0457506448941179,0,0,0,0,0,0.111252440859434,0,0,0,0,0,0,0.124618687128443,0,0,0,0,0.00407589339562257,0.0396422529400131,0,0,0,0,0.0202490171829381,0,0,0,0,0,0
