,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600309.SH,X600011.SH,X600188.SH,X601898.SH,X600688.SH,X600660.SH,X600362.SH,X002466.SZ,X600795.SH,X300072.SZ,X601991.SH,X601992.SH,X000898.SZ,X600516.SH,X600547.SH,X600886.SH,X600111.SH,X600157.SH,X600176.SH,X002460.SZ,X000709.SZ,X000786.SZ,X600352.SH,X601699.SH,X600027.SH,X000553.SZ,X002271.SZ,X000825.SZ,X600299.SH,X000792.SZ,X600808.SH,X601158.SH,X000408.SZ,X600489.SH,X000983.SZ,X000883.SZ,X600219.SH,X000959.SZ,X000630.SZ,X002110.SZ,X000830.SZ,X600583.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.439585047834907,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0.188629073345459,0,0,0.0339222344898805,0,0,0,0,0,0.0472544734222739,0,0,0,0,0,0,0,0,0.0661932800880595,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0274966615187309,0,0,-0.00347593600133282,0.0142236763088132,0,0,0,0,0
X600028.SH,0.608103323032698,0,0.103022696477163,0,0,0,0,0,0,0,0,0,0.022625136214313,0,0,0,0,0,0,0,0.217014428007482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.11827691732864,0,0,0,0,0,0,0,0,0,-0.0372801078740704,0.0907333082774743,0,-0.00266480820082472,-0.00775521737488467,0,0,0,0,0,0
X601088.SH,0,-1.73472347597681e-18,0,0.239878652580453,0.186794423252193,0,0,0,0,0,0,0,0,0,0,0,0,-0.0201083801970022,0,0,0.115711132373966,0,0,0,0,0,0,0,0,0.184657017774846,0,0,0,0,-0.0200575568158193,-0.0407403993362595,0,0,0,0,0,0,0,0,0,0,0.0624024874471836,0,0,-0.0222326440014489,0.0376774607942361,0.0313598951856404,0,0,0,0,0
X600019.SH,0,0,0.206995282838047,0,0.225644745880107,0,0,0,0.0702695911027795,0,0,0,0.00638069216253903,0,0,0,0,0,0.266056554828481,0,0,0,0,0,0,-0.112268819290528,0,0,0,0,0,0,0,0,0,-0.0598413021158414,0,0,0,0,0,0,0,0,0,0.075260854925892,0,0,0,0,0.0118230895603837,0.0918654734384734,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0.390422270569775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0479185400394537,0,0,0.126565866094629,0,0,0,0,0,0,0,-0.188633779149957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.0408637610267507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0401017169314181,0,0.0185220897230269,0,0,0.106127163564326,0,1.73472347597681e-18,0,0,0.144807973093584,0,0,0,0.212420590150684,0,0,0.0702090690775674,0,0,0.0047991654587198,0,0,0.0309007660225302,-0.0109565915378162,0,0,0,0,0,0
X600309.SH,0,0,0,0,-0.0575141096157082,0,0,0,0,0,-0.0320089137992617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143676129943772,0,0,0,0,-0.0139693885703871,0.061008781860974,0,0.0154343584777552,0,0,0,0,0,0,0,0,0,-0.0980873653972414,0,0,0,-0.0608840122814725,0.0890177757847406,0,0,0,0,0,0
X600011.SH,0,0,0,-0.0649664210001787,-0.0532699991587743,0,0,0,0,0,0,0,0,0,0,0,0,0.0534287513359338,0,0,0,0,0,0,0,-0.00657881869415782,0,0,0,0,0.144326880988051,0.157861907008535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0326777126444862,0.0642072367524745,0,-0.0126630087081297,0,0,0,0,0,0,0
X600188.SH,0,0,0,0.0617099417444644,0.195163876866292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105602597693188,0,0.156365298826861,0,0.407258835756066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0490077697365175,0,0,0.0129392353994989,-0.032793393989856,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0905023918873006,0,0,0,0,0.00407828765122027,0,0,0,0,0,0,0,0,0,0,0,0.109688195243049,0,0,0,0.00703299538923466,0,0.0577762751571738,0,0,0,0,0.310031720085381,0,0,0,0,0.0575351123407602,0,0.196607883450663,0,0.0094493469107852,-0.0229963149802574,0,0,0,0,0,0
X600688.SH,0.0828904790321378,0.356954208282591,0,0,-0.0605926281033258,0,0,0,0,0,0,0,-0.0415985692161369,-0.0241829677497008,0,0,0,-0.0116021044768134,0,0,0,0,0,0,0,0,0,0,0,0.0712451825995381,0,0,0,0,0,-0.031973332580665,0,0,0,0,0,0,0,0,0,0,0.0537686583286619,0.122549841716242,0,-0.0327506707468475,0.0192148835102008,0,0,0,0,0,0
