,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X600547.SH,X601898.SH,X601991.SH,X600660.SH,X600688.SH,X600886.SH,X601600.SH,X600795.SH,X600027.SH,X600362.SH,X600188.SH,X601992.SH,X000898.SZ,X600176.SH,X002466.SZ,X600111.SH,X600516.SH,X000709.SZ,X600299.SH,X600352.SH,X002460.SZ,X600489.SH,X000629.SZ,X600808.SH,X601158.SH,X600219.SH,X600801.SH,X300072.SZ,X000825.SZ,X000786.SZ,X000883.SZ,X000553.SZ,X000539.SZ,X600583.SH,X000301.SZ,X000408.SZ,X002110.SZ,X600339.SH,X000792.SZ,X600612.SH,X002271.SZ,X000027.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.150385751685783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204389045284537,0,0,0,0,0.0608035238531667,0,0,0.14287360438063,0,0,0.221122813364151,0,0,0,0,0,-0.0254970363908654,0.0380460172750791,0,0,0,0,0,0
X600028.SH,0.655683096510644,0,0,0,0.0256158587557549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0952350055151026,0,0,0,0,0,0,0,0,0,0,0.0471026283712498,0,0,0,0,0,0,0,0,0,0.00997364083844932,0,0,0.189568296357434,0,0,-0.0216706831966142,0.0448573245941622,0,0,0,0,0,0
X601088.SH,0.445275593359384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.120033207251875,0,0.110967286109289,0,0,0,0.0353370701543581,0,0,0,0,0,0,0,0.0695325448875443,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0505874653751924,0,0,0,-0.0185266646656513,0,0,0.00206351879238127,-0.014158888242922,-0.170190088436366,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.210702086579262,0,0,0,0,0,0,0,0.0687238764125266,0,0,0,0,0,-0.0845298894997669,0,0,0,0,0,0,0,0,0,0,0,0.105950767939196,0,0,0.519129507838973,0,0,0,0,0,0,0,0,0.0539215603076891,0,0.0487891176776883,0.107651273540524,0,0,0,0,0.00525301522496037,0,0,0,0,0,0,0
X600019.SH,0,0.124420453677817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.566387201486759,0,0.0802749242447011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00365412446612963,0.0114689955681855,0,0,0,0.0455407442784266,0,0
X600011.SH,0,0,0,0.166849211871249,0,0,0,0,0,0,0,0,0,0,0,0,0.626993019488084,0,0,0,0,0,0,0,0,0,0,0,0.0218175723775092,-0.260574199139227,0,0,0,0,0,0,0,0.111408666994866,0,0,0,0,0,0,0,-0.00416796200889426,0,0,0,0,0,-0.00345862702051769,0.0356403597288263,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230522419336261,0,0,0,0,0,0,0,0,0,0,-0.494858384722969,0,-0.0517844297424892,0,0.0779402619174241,0,0.0051622510699104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.589326022335356,-0.020804641469958,0,0,0.0548367398690149,0,0,0,0
X600010.SH,0.127582458298679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174230985085036,0,0,0,0.11459542386224,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0.0590632820956143,0.0459700230452856,0,0,0,0,0,0,0.0393237433888653,0,0,0,0,0,0,0,3.46944695195361e-18,0,-0.0132100932394808,-0.00809387020709999,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041296063256355,0,0.014984792307524,0,0,0,0.0748642448868887,0.583238074474176,0.00164130815491009,0,0,0,0,0.0189372746720995,0,0,0,0,0,0,0,0,0.0459434328553439,0,0,0,0,0,0,0.00363732165638597,0,0,0,0,0,0,0
X601898.SH,0.320459605652741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0192316874655253,0,0,0,0,0,0.135936288679251,0,0,0,0,0,0,0,0,0,0,0,0,0.0547377210524406,0,0.336005463144777,0,0,0,0,0.0335824048127165,0,-0.00669363546038431,-0.00822463110303302,0,0,0,-0.00696701624004329,0,0
