,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600010.SH,X600585.SH,X601898.SH,X600688.SH,X600547.SH,X601600.SH,X600795.SH,X600362.SH,X300072.SZ,X600188.SH,X600157.SH,X601991.SH,X600027.SH,X601992.SH,X600660.SH,X600111.SH,X600309.SH,X600886.SH,X600489.SH,X600299.SH,X000898.SZ,X000792.SZ,X601158.SH,X000723.SZ,X000959.SZ,X000709.SZ,X600583.SH,X002466.SZ,X000408.SZ,X000630.SZ,X000883.SZ,X600352.SH,X600098.SH,X600623.SH,X600219.SH,X000983.SZ,X000539.SZ,X000027.SZ,X600021.SH,X000937.SZ,X000060.SZ,X601699.SH,X600549.SH,X002470.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.388941696621879,0.00813772088109883,0,0,0,0,0,0,0,0.0163990287463723,0,0.020894659754136,0,0,0,0,0,0.0394519537573344,0,0,0,0,0,0,0.0615380549189761,0,0,0,0,0,0,0,0,0,0,0,0,0.0993568709319733,0,0,0,0,0,0,0,0,0,0,0,0,-0.00043678461304721,0,0,0,0,0,0
X600028.SH,0.608662771362039,0,0,0,0,0,0.260436684332909,0,0,0,0,0,0,0,0,0,0,0,-0.0534869705960364,0,-0.0159533881282444,0,0,0,0,0,0,-0.0260662067152093,0,-0.000636287274151266,0,0,0,0,0,0,0,0,-0.0392904644573465,0,0,0,0,0,-0.0096164871250198,0,0,0,0,0,0,-2.16840434497101e-19,0.0888172743266247,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.0516548670039089,0.130133722817378,0,0.0554193320076027,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0.0074555835337278,0,0,0,0,0,0.0958663767108198,0,0,0,0,0,0,0,0,0.0499920732412467,0,0,0,-0.0780099231957418,0,0,0,0,0,0.117518657561705,0,0,0.00252697193120147,0,0,-0.0333792630641625,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,-0.0491934420422564,0.108291012332124,0.305812608282084,0.0329079040919896,0,0,0,0,0,0,0,0,0,0,0,0,-0.108037397452251,0,0.0406709039073885,0,0,1.73472347597681e-18,0,0,0,-0.0813364234127163,0,0,-0.00249108426011633,0,0,0,0,0,0,0,0,0,0,0,0.0364798020296795,-0.0449563706649872,0.0476088954393912,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.313821835388315,0,0,-0.0529718301422477,0,0,0.137955849344145,0.0155857114639187,0,0,0,0,0,0,0,0.0327075685474426,0,0,0,0.0158141059264094,0,0.0460206170816149,0,0.0550717580392827,0,0,0,0,0,0,0,0,0,0,0,0,0,0.280744592407422,0,0,0.00342643011497043,0.179397126228376,0,0,0.0173899634519408,0.00885047896880205,-0.454937554865324,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.0514844765208218,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.122551701567491,0,0,0,0.240941958395786,0,0,0,0,0,0,0,0,0,0,0,0,0.081366101262325,0,0,0,0,0,0.0613813253794475,0.0332977217078172,0.00207426373126435,0,0,0,-0.000561496237626925,0,0,0,0,0,0,0
X600585.SH,0,0.378010645696101,0,0,0.0724617209317822,0,0,0,0,0.0110760101311834,0,0,0,0,0,0,0,0,0,0.0814596537868973,0,0.165217412901179,0,0,0,0.201471552211847,0,0,0.0390539106167932,0,0,0,0,0,0.122908479032037,0,0,0,0,0,-0.00980537920904043,0,0,0,0,-0.137499137833965,0,0,0,-0.0865838509017618,0.00863257060837399,0.0433409185217451,0,0,0,0,0,0
X601898.SH,0,0,0.261091427688905,0,0,0,0,0,0,0,0,0,0,0,0.239460093934425,0,0,0,0,0.0291984083671126,0,0,0,0,0,0,0,0,0,0.00140250257523178,0,0,0,-0.0716001838239134,0,0,0.322426370902849,0,0,0,0.228704932407712,0,0,0,0,0,0.0436680888986341,0,0,0,0,-0.00215099133474671,0,0,0,0,0,0
X600688.SH,0,0,0.00287052668106249,0,0.0202935814043722,0,0,0,0,0,0,0,0,0,0,0.0609168381836232,0,0,0.0899472127296705,0,0.0053726246912333,0,0,0,0,0,0.226835744030448,0.00653411346180744,0,0,0,0.411141392193948,0,0,0,0,0,0,0.0399323677074971,0,0,0,0,0,0,0,0,0.0108983741140817,0.0113403937017406,0,0,0.00297151096082124,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,-0.140839093626368,0,0,0,0.0544818641738218,0,0,0,1.07400717033575,0,0,0,0,0,0,0,0,0,0,0.0219670294086187,0,0,0.000821354671931699,0,0,0,0,0,0,0,0,0,-0.180494896483697,0,0,0,-0.00656378353830121,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.174934518252756,0,0,0.0253279735076323,0,0.137870059229861,0.055649484385902,0,0,0,0,0,0,0,0,0,0,0,0,0.00865143934827406,0,0,0,0,0,0,0,0,0.131118578849044,0,0,0,0,0,0,0,0,0,0,0.546557625506878,-6.93889390390723e-18,0,0.0987423275945086,0,-0.0398393482953697,0.00454710258492659,0,0,0,-0.338032856371393,0,0
