,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600188.SH,X600660.SH,X601600.SH,X600019.SH,X600585.SH,X600547.SH,X600886.SH,X600011.SH,X000792.SZ,X600795.SH,X600362.SH,X600010.SH,X600489.SH,X600111.SH,X000708.SZ,X002460.SZ,X600803.SH,X600027.SH,X002466.SZ,X000301.SZ,X000786.SZ,X600160.SH,X601991.SH,X000807.SZ,X600426.SH,X000983.SZ,X600219.SH,X601699.SH,X000630.SZ,X600985.SH,X000408.SZ,X002128.SZ,X600096.SH,X601168.SH,X000933.SZ,X600176.SH,X000877.SZ,X600378.SH,X002271.SZ,X600995.SH,X000883.SZ,X600352.SH,X002353.SZ,X000027.SZ,X600688.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.198725503452064,0,0.023122125269729,0,0,0.131562181022438,0,0,0,0,0,0,0.268286323139546,0,0,0.306578144666078,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052801018072816,0,0.0257185528696607,0,0,0,0,0,6.93889390390723e-18,0,0,0,-0.0138657003671098,0,0,0,0.16585388682611,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0.0932922466622395,0,0,0,0.224015800519617,0,0,0,0.0503717435242813,0,0,0,0,0,0.0389694862371579,0,0,0,0,0,-0.00445670545828304,0,0,-0.078761170641494,0,0,0,0,0,0,0,0,0,0,0.183278710612674,0,0,0,0,0,0,0,0,-0.0261423266456675,0,0,0,0,0,0,0,0,-0.0365015912059945,0,0,0,0,0,0
X600028.SH,0.471924190578999,0.00981355161415651,0,0,0.257431045990382,0.0652765159826134,0,0,0,0,0,0,0,0,0.0955731981509397,0,0,0,0,0,-0.0284888664658451,0,0,-0.0515788610168774,0,0,0,0,-0.00613275838219935,0,0,0,0,0,0,0,0,0,-0.153902757099853,0,0,0.073127466493929,0,0,0,0,0,0,0,0,0,0,0.00812070247272662,0.0350797189383012,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0.0565069486084387,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0109116484559787,0.118382480027963,0,0.0761385127195787,0,0.106731060889226,0,0,0,0.247795630196588,0,0,0,0,0,0,0.167289325412327,0,0,0,0,0,0,0.0609547172044968,0,0,0,0.134721359474837,0.0119332148241982,0,0,-0.0840317193057261,-0.0305585281335284,0.049622816730734,0,0,0,0,0
X601898.SH,0.0840717943014402,0.136971846727375,0.223533828959315,0,0,0.077576217114638,0,0,0,0.00883758849128975,0.0512784516148558,0,0,0,0,0,0,0.0907351664600601,0,0,0,0.0444415870382841,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.0565610140658337,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,-0.0840235414176548,0,0,0,0,0,0
X600188.SH,0,0,0,0,0.0945683165280391,0,0,0,0.0663769158996917,0,0,0,0,-0.175104002070224,0,0,0,0,0,0,0,0,0.0966673781527431,-6.93889390390723e-18,0,0,0,0,0,0,0.169005678897413,0,0.460232037015384,0,0,0,0,0,0,0,0,0,0.288893087118509,0,0,0,0,0,0.0402729779288908,0,0,0.0405662213249325,0,0.148689516112623,0,0,0,0,0
X600660.SH,0,0,0,0.119135242749186,0,0,0,0.155927075965254,-0.077828757391204,0,0,0,0,0,0,0,0,0,0.033636664923385,0,0,0,0,0,0,0.318964168048131,0,0,0,0,0,0,0,0,0,0,0,0,-0.101331854187097,0,0,-0.47684182434455,0,0.218117258724043,0,0,0,-0.0458032423960533,0,0,0,-0.0115237837244355,-0.0232592400332781,-0.047819349451479,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372474497218689,0,0,0.364775382775682,0,0,0,0,0.0198565820019913,0,0.332833095183569,0.118695369918967,0,0,0,-0.0938359999522677,0,0.102576358579526,0,0,0,0,0,-0.0317638090245549,-0.0679619934039237,0,0,0,0,0,0
X600019.SH,0,0,0.344027313264932,0,0,0,0,0,0,0.192559429695595,0,0,0.155360543985272,0,0,0,0,0.0561577647929691,0,0.144388133429183,0,0,0,0,0.0635868979535389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0511135805851421,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0647328470353591,0,0,0,0.114230555815743,0,0,0,0,0.214865989191239,0,0,0,0,0,0,0,0,0,0,0.000513572219850281,0.179737462568194,0,0.113557305126798,0,0,0,0,0,0,0.0571634647419868,0,0,0,-0.016867747919449,-0.050165446361688,0,0.227271328772185,0,0,0,0,0,0,0,0,0,0.0701806746155947,0,0,0,0,0,0,0
