,X601857.SH,X600028.SH,X600585.SH,X601088.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X002271.SZ,X600660.SH,X600011.SH,X002460.SZ,X600886.SH,X600801.SH,X601600.SH,X601898.SH,X600489.SH,X600010.SH,X600362.SH,X000786.SZ,X600111.SH,X600352.SH,X600176.SH,X601991.SH,X600188.SH,X600426.SH,X600299.SH,X600795.SH,X600688.SH,X002466.SZ,X002080.SZ,X600027.SH,X600529.SH,X601992.SH,X002353.SZ,X600612.SH,X002409.SZ,X600219.SH,X600315.SH,X600486.SH,X000301.SZ,X600516.SH,X000932.SZ,X600126.SH,X000027.SZ,X000723.SZ,X002075.SZ,X601158.SH,X000898.SZ,X000401.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0.144482736921315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111901221878831,0,0,0,0,0,0,0,0,0.00632465369374014,0,0.038497066732067,0.0120383130585219,0,0,0,0,0.00258682657577031,-0.00213324307381653,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.0233777114844619,0,0,0,0,0,0,0.0445313966283689,0,0.00728597577409451,0,0,0,0,0.0508279871375857,0,0,0,0,0,0,0,0,0,0,0,0.00228918637108585,0,0,0,0.138298591461441,0,0,0,0,0,0,0.051391441067674,0,0,0,0,0,0,0,0,-0.00847808835528935,-0.00485746889477243,0.00322201302266543,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137657554766139,-1.38777878078145e-17,0,0,0,0,0.0560258034425786,0,0,0.0535043636895792,0,0.235737353578612,0,0,0,0,0.0314161742932667,0.0938255105621089,0,0,0,0,0,0.00938230013657901,0.0444775710393743,0,0,0,0,0,0,0,0,0,0,0,0,-0.0186942066710171,-0.0139511336631298,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.00794087376648998,0,0,0,0.175974767716814,0,0.0382993649710477,0,0,0,0,0,0,0,0,0,0,0.028600324544288,0,0.265928010655952,0,0.00896889573588965,0,0,-0.0233931482208845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00141536007849625,0,0,0.00912667747860972,0.0128787498052413,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0.0628435116560238,0,0,0.0692620244015644,0,0,0.0414916664704629,0,0,0,0,0.0262129490089524,0,6.93889390390723e-18,0,0,0,0.0103518192009546,0,0,0.239233151269819,0,0,0,0,0,0,0,0,0,0,0.0633179840808793,0,0,0,0,0,0,0,0,0,0,0,0.123504782839794,0,0,0,-0.0240512201337931,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0.0712230985136427,0,0,0,0,0,0,0,0.689971153124689,0,0,0,0,0,0,0,0,0,0.121648707521037,0,0,0.00650456795649669,0,0.0113204347330431,0.0119946489038013,0,-0.122587837511856,0.0794091064049238,0,0,0,0,0,0,0,-0.0349683460585024,0,0,0,0,0,0,-0.0621076367231051,-0.00271584471524004,-0.0223151257201106,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183642189746843,0,0,0,0,0,0,0,0.0755727010004213,0,0.0931510629253221,0,0,0,0,-0.0127252047081384,0,0,0,0,0.049219305120461,0,0.0429789849001157,0,0,0,0,0,0.0128526921233888,-0.0365064864010239,0,0.0804219775436568,0,0,0,0,0,-0.000443572285587112,-0.00368973899304611,0,0,0,0,0,0
X000708.SZ,0,0,0,0,-0.119235937359908,0,0,0,0,0,0,0,0,0,0.158793746294854,0,0.0677198093477418,0,0,0,0,0,-0.00980532991812548,0,0.230352157893127,-0.086388103342433,0.141554720999362,0,0,0,0,0,0,0,0.0853048965663506,0,0,0,0,0,0,0.135930094842028,0,0.00406228844609863,0,0.0692640382512844,0,0,0,0,0,-0.00755546334662167,-0.00798862983537934,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0244762362082224,0,0,0,0,0,0,0,0.2834188113607,0,0,0,0,0,0,0,0,0,0.11973002436584,0,0,0,0,0,-0.0187475143064267,0.101696954981137,0,0.0774187863714405,0,0,0.159856590906473,0,0.0388172411376574,0,0,0.0758460277710878,0,0,0,0,-0.00971969464371615,-0.0252747792176921,0,0,0,0,0,0
X600660.SH,0,0,0,0,0.186148284817206,0,0,0,0,0,0,0.106976450803928,0,0,0,0,0,0,0.154744058516246,0,0,0,0,0,0,0,0,0,0,0.0341049335226914,0,0,-0.0680931397783293,0,0.0774712718481973,-0.0549064043780872,0.0149849514997027,0,0.012104531337235,0,0,0,0,0,0,0,0,0,0.0495230965207439,0,0,0.00800540674672054,0.0131620966926841,0,0,0,0,0,0
X600011.SH,0,0,0.151825182212925,0,0,0,0,0,0,0,0,0,0,0.0422193863824945,0,0,0,0,0,0.0482122644088238,0,0,0,0,0,0,0,0,0,0.0234575067074632,0.0954959644260002,0.123800546057416,0,0,0,0,0.0484214508331323,0,0,0,0,0,0,-0.0910491880895433,0,0,0,0,0,0,-0.031568363934956,0.011395637035442,0.000343228958799807,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.214986032488161,0,0,0,0,0,0,0,0,0,0,0,0,0.0811580074791327,0,0,0,0.146661564264937,0,0,0,0.373358254752191,0.00118061903434418,0,0.166356531000082,0,0.0330906298764606,0,0.0344973243038668,0,0.0768707606595231,0,0,0,0,0,0.0678331787263174,0,0,0,0,0,0,0.0157429427615916,0.0114441399378629,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0.0495390036696292,0,0,0.0770586190231423,0,0,0,0,0,0,0,0,0,0,-0.0120222329104111,0,0.0550995141018661,0,0.0607969969015684,0,0,0,0,0,0,0.0891817644483194,0.00416782726986878,0,0,0,0.00824915302905692,0,0,0,0,0,0.147077914804172,0,0,0,0,0,0,0,0,0,-0.00252938153986566,0,0,0,0,0,0
X600801.SH,0,0,0.46242919077039,0,0.0493822873607908,0,0,0,0.11737821938558,0,0,0,0,0,0,0,0,0,0,0,0,0.0807948546972076,0.154798786869566,0,0,0,0,0,0.0430156121305902,0,0,0,0,0,0,0,0,0,0,0,0.0494078244473353,0.0706947380911735,0,0,0,0,0.0906206152507332,0,0,0.238140019847468,0,-0.0116161036889225,0.0116723777608235,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.0918901916162233,0.0116070115322616,0,0,0,0,0,0,0,0,0,0.267448040738747,0,0,0,0,0,0.189161343517818,0.0143022517233275,0.0750847017972947,0,0,0,0,0,0,0,0.0946695289918756,0,0,0,0,0,0,0.0831897986458287,0,0,0,0,0,0,0,0,0,0.0168272830807089,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.0362520911382971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.500567730075749,0.101941509959867,0,0,0,0,0,0,-0.00206003295393491,0,0,0,0,0,0,0,0,0,0.00297823384518758,0,0,0,0,0,0.0757166662894158,0,0,-0.00158499441253488,0.000461597938038018,0,0,0,0,0,0
X600489.SH,0,0,0,0,-0.012763818512543,0.848391485134382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0156716158335367,0,0,0,0,0.129326842317685,0.0915035638964177,0,0,0,-0.0248270378526178,0,0.0490705054451667,0,0.0525546873074236,0,0,0,0,0,0,0,-0.0134922104503569,-0.00643753777033938,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0305370309216777,0,0,0.0244064347305299,0,0.0272876146223834,0,0,0,0.171241043143142,0,0,0,0,0.00443346825653994,0,0.384114529440974,0,0,-0.00717505490527418,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0.0349762322087235,0.132337199213089,0,0,0,0,0,0,0,0,0.138583187162468,0,0,0,0,0,0.0462211350717407,0.171303013120327,0,0,0.326848561874523,0,0,0,0,-0.00795585334226723,0,0,0.0389985793373625,0,0,0,0.0324965897911494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0121578614343084,-0.0153303033375792,0,-0.00866123691966917,0,0,0,0
X000786.SZ,0,0,0.182464300771776,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238273990411509,0,0.193914365353434,0,0,0,0,0,0,0.370917419748335,0,0,0,0,0,0,0,0,-0.0061356313929013,0,0.0301345738841384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00983578662437297,-4.1932912164467e-05,0,-0.165434828020907,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0366838259532616,0.343339173817687,-0.0486138800185553,0,0.366230617133998,0,0,0,-0.0794527500077541,0,0,0,0,0,0,0,0,0,0,0.0322147245832533,0,-0.0303013586407567,0,0,0.150760915080395,0,0,0,0,0,0,0,0,0.0902796161600495,0.0243262829267702,0.0153825671803162,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0,0,0,0,0.0749298209206116,0,0.117328664748034,0,0,-0.163593261813361,0,0.344830212153749,0,0.14431380960098,0,0,0,0,-0.160553593867027,0,0,0,0,0,0,0,-0.0789500574534348,0,0.228731822282348,0.0106074608203114,0,0,0,0,0,0,0,-0.024213337231272,0.101616838131498,0,0,0,0,0,-0.0037191508854096,-0.0199464394320949,0,0,0,0,0,0
X600176.SH,0,0,0,0,0.199696085405945,0,0,0,0,0,0,0.0709176393933108,0,0.204658760254924,0.0678648829822712,0,0.00921019628812838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.043841964647667,0,0.102300545376452,0,0,0,0,0.102394133470462,0,0.0346850961647902,0,0,0,0,0,0,0.0326384382864554,0,0,0,-0.0282263458962919,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0.0545499551514365,0,0,0.0118520885542009,0,0,0.0564980230092276,0,0,0.0577665513449182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00310548227604043,0,0,0,0.0310482738536505,0,0,0,0,0.150501085237602,0,0,0,0.0799797881635751,0.0371906127375749,0,0,0,0,-0.00361765080998619,-0.00724567062196555,0,0,0,0,0,0
