,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600188.SH,X600660.SH,X600019.SH,X601600.SH,X600585.SH,X600547.SH,X600886.SH,X600011.SH,X000792.SZ,X600795.SH,X600362.SH,X600010.SH,X600111.SH,X600489.SH,X000708.SZ,X002460.SZ,X600803.SH,X600027.SH,X002466.SZ,X000786.SZ,X600160.SH,X000301.SZ,X601991.SH,X000807.SZ,X600426.SH,X600219.SH,X000983.SZ,X601699.SH,X600985.SH,X000630.SZ,X000408.SZ,X600096.SH,X601168.SH,X600176.SH,X002128.SZ,X000933.SZ,X000877.SZ,X002271.SZ,X002353.SZ,X600352.SH,X000883.SZ,X600378.SH,X000027.SZ,X600995.SH,X600299.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.217850189134055,0,0,0,0,0,0.151166889601805,0,0,0,0,0,0.212499477601,0,0,0,0.30343438936373,0,0,0,0,0,0,0,0,0,0,0,0.0206046668113429,0,0,0,0.0465415767700771,0,0,0,0,0,0,0,-0.0208588551649138,0.180007461531413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0.0533497772663203,0,0,0,0.28797558864462,-3.46944695195361e-18,0,0.0181299032995627,0,0,0,0,0,0,0.0342379206001848,0,0,0,0,0,-0.0400050729771947,-1.73472347597681e-18,0,-0.0231229583663496,0,0,0,0,0,0,0,0,0,0.151671883523649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0254025382226301,-0.0236702922737945,0,0,0,0,0
X600028.SH,0.449810589452969,0.0656348641001183,0,0,0.234011172828226,0.0393194792112094,0,0,0,0,0,0,0,0,0.108383912769412,0,0,0,0,0,0,0,0,-0.0629900906214068,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.142816544908815,0,0,0,0.0347775131361599,0,0,0,0,0,0,0,0,0,0,0.016526964050135,0.0723986036491423,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0.0205326790978628,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140842715357754,0.0742443239743774,0,0,0.0662192305735641,0,0,0,0,0.361890904099288,0,0,0,0,0,0,0,0,0,0.100759616313056,0,0,0,0.133724390714509,0,0,0,0.0242174480141184,0,0,0,-0.116675757091917,-0.029986682905382,0,0,0,0,0,0
X601898.SH,0,0.679974228970077,0,0,0,0.155967297055857,0,0,0,0,0,0,0,0,0,0,0,0,0.079515907956823,0,0,0.0656720203605289,0,0,0,0.00413566133745327,0,0,0,0,0,0,0,0,0,0,0,0,-0.00187686885435208,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.0470716145764925,-0.0573558979857334,0,0,0,0,0,0
X600188.SH,0,0,0,0,0.108954407122352,0,0,0,0.0899358568084908,0,0,0,0,-0.129848237184762,0.091778207177575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0175560722502132,0,0.664472043446485,0,0,0,-0.14511250529476,0,0,0,0,0,0,0,0,0,0.152321641317893,0.207430318121826,0,0,0,0.0146833881151673,0,0.113515507696833,1.73472347597681e-18,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,-0.149304274811146,0.104248381742792,0,0,0,0,0,0,0,0,0.0119772129809408,0,0,0,0,0,0,0.342142773650969,0,0,0,0,0,0,0,0,-0.0249985314823042,0,0,0,-0.0762801697985421,0,0,0,-0.310482089407812,0.250468139982684,0,0,0,0,0,0,0,0,0,-0.0309529193833224,-0.110701735036859,0,0,0,0,0
X600019.SH,0,0,0.186503962559637,0,0,0,0,0,0,0,0,0,0.040543097727045,0,0,0,0,1.73472347597681e-18,0.103695579710372,0.187094034387384,0,0,0,0,0,0,0.231333643270875,0,0,0,0.00834441372647472,0,0,0,0,0,0,0,0,0,0,0.1071352944203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0269961124807636,0,0,0,0,0,0,0,0,-0.0243789263462035,0,0,0,0,0.2540151668452,0,0.252329355923124,0,0,0,0,0,0,0.491036205722406,0,0,0.0703090638563617,0,-0.0196943227087223,0,0,0.249857387912826,0,0,0,0,0,-0.0466474491716024,-0.0364808848916716,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0728073210262979,0,0,0.128402938400784,0,0,0,0,0,0.0781154343403972,0,0,0,0,0,0,0,0.0190225080971088,0,-8.67361737988404e-19,0.0840023910689166,0,0.128839070276744,0,0,0,0,0,0,0.0711508389851205,0,0,0,0,0,0,0,0.222237297067732,0,0,0,0,0,0,0,0,0,0.0967842003009751,-0.0145202422211627,0,0,0,0,0,0
