,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600585.SH,X600019.SH,X002460.SZ,X600011.SH,X002466.SZ,X000792.SZ,X601898.SH,X600547.SH,X601600.SH,X600111.SH,X000708.SZ,X600660.SH,X000301.SZ,X600010.SH,X002271.SZ,X600886.SH,X000877.SZ,X600426.SH,X600795.SH,X600362.SH,X601699.SH,X600803.SH,X600176.SH,X600027.SH,X601991.SH,X000983.SZ,X600489.SH,X000786.SZ,X000807.SZ,X600995.SH,X600160.SH,X000629.SZ,X600378.SH,X002080.SZ,X000933.SZ,X600219.SH,X000408.SZ,X600096.SH,X000723.SZ,X000932.SZ,X600688.SH,X300037.SZ,X600157.SH,X600801.SH,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,-0.0314554053644977,0,0,0,0,0.107646011946787,0,0,0,0,0,0.0393140578722808,0,0.0682135671235286,0,0,0,0.0984463605147243,0,0.0569732256026183,0,0,0,0,0,0.0518237884822635,0,0,0,0,0,0,0,0,0,0,0.0246233174060406,0,0,0,0,0,0,0.0349179590082951,-0.0440683220872029,0,0,0,0,0,0
X600028.SH,0.0932042873764136,0,0.186414107566574,0.0170650398850362,0,0,0.0504561288976121,0,0,0,0,-1.73472347597681e-18,0,0.00261539949498665,0,0,0,0,0,0.00257058697070833,0,0,0,0,0,0,0,0.0833451317851723,0,0.0368524086579422,0,0,0,0.11166127377078,0,0,0,-0.0563915042332789,0,0,0,0,0,0,0.0281599245399043,0,-4.33680868994202e-19,0,0,0,0,0.00988290833191429,-0.00694450390717449,0,0,0,0,0,0
X601088.SH,0.285560639295223,0,0,0,0.0508370931454375,0,0,0,0,-0.0242328420841215,0,0.177490322097239,0,9.5517016867927e-05,0,0,0,0,0,0,0,0,0,0,0,0.114951514241098,0,0,0,0,0,0,0.0369811761372594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0258050793008769,0.0432928109368875,0,-0.0250692792202926,0.0200758540992662,0,0,0,0,0,0
X600309.SH,0,0.109119198742234,0,0,0,0,0,0,-0.07318067971375,0,0,0,0,0,0,0,0,0.133418214480904,0,0,0,0.0580527653897445,0.281059291028732,0,0,0,0,0,0,0,0,0,0,-0.0716182544553672,0,0,0,0,0,0,0,0,0,0,0.300328871089331,0.144624922973628,0.0139681871142574,0,0,0,0,0,0.0209120813835136,0,0,0,0,0,0
X600188.SH,0,0,0.31349454946153,-0.239606636926221,0,0,0,0,0,0,0,0.385663859836724,0,0,0,0,-0.280241079801524,8.67361737988404e-19,0,0.174840885619766,0,0,0,0,0,0.0502510612140943,0,0,0,-0.0314778396364492,0.141065429953289,0,0,0,0,0,0,0,0,0,0,0,0.145276279374971,-0.0390477805195198,0,0,0,0,0,0,0,-0.00482121755415348,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0982410099539555,0,0.311583152337113,0,0,0,0.0346830776424081,0,0,0,0,0,0,0,0,0,0,0.0330736324579628,0,0,0,0,0,0,0,0,0,0,0,0.208875749364572,0,0,0.00311685839836678,0.00252173207500089,0,0,0,0,0,0
X600019.SH,0,0.269949641733592,0,0,0,0,0,0,0,0,0,0.130592395873192,0,0.0392366912696466,0,0,0,0,0,0.068586044622713,0,0.175921283894116,0,0,0,0.0225600884969705,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,-0.0576885285644981,0,0,0,0,0,0,0,0,0,0,0.113509639704815,0,0,-0.0217116047148392,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0.609409247402351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0373517225773809,0,0,-0.0762845253334561,0,0,0.0105222349195101,0.0540895752225032,0,0.171576491127263,0,0,0,0,0,0,0,0,0,0.00055968669294887,0,0,0,0,0,0,0
X600011.SH,-0.0183078521139905,0,0,0,0.0705445238834945,0,0,0.0849956168552662,0,0,0,0,0,0,0,0,0,0.0476674235932206,0,0,0,0,0.000243350917878792,0,0,0,0.0931232044122538,0,0.521762751574092,0,0,0,0.0477229169954058,0,0,0,-0.191861137995992,0.0727422361832853,0,-0.169027910859866,0,0,0,0,0,0,0,0,0,0,0,-0.0316027245692666,0.0393000831218259,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0.574187937775808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0501051731997204,0,0,0.00796202638835429,0,0,0,0.0491713994634928,0,0,0,0,0,0,0,0,0.026601524734799,0,0,0,-0.0618098382862743,-0.055381638195144,0.0620616453365624,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0.0794754441407804,0.123057884734339,0,-0.0249436298278696,0,0,0,0,0.0526697624517549,0,0,0.0740324464369397,0,0,0.126943256142524,0,0,0,0,0,0,0,0,-0.0959923838126433,0,0,0,0.0923864286410011,0,0,0,0,0,0,0,0,0,0,0.0914103387376313,0,0,0,0,0,0.0152728603766932,0,0,0,0,0,0
X601898.SH,0,0,0.147962912971456,0,0.364675788622357,0,0,0,0.0350069643762487,0,0,0,0,0.0180792350494635,0,0,0,0.0384837905852411,0,0,0,0,-0.0328562260074647,0,0,0.0330081344765298,0,0,0,0.0229582355610103,0.100023826387884,0,0,0,0,0,0.172450519627391,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05586076558201,0,-0.00314361692979947,0,0,0,0,0,0
X600547.SH,0,0,0,0,0.103196035107022,0,0,0,0.0910616539342613,0,0,0,0,0,0,0,0,-0.00178951872458206,0,0.196892239748751,0,0,0,0,0,0,-0.0599520519103235,0,0,0,0,0.385087232099803,0,0,0,0.0460438716290787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0076432095823044,-4.33680868994202e-19,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174520090746752,0,0,0.5342805840318,0,0,0,0,0,0,0,0.0742545201875172,0.181193154633366,0,-1.73472347597681e-18,0.027815047722236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0843774165076078,-0.0757965450369731,0,0,0,0,0,0
X600111.SH,0,0,0,-0.160737414748505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097546198400713,0,0,0,0,0.138656315558051,0,0,0,0,0,0,0.150755906439528,0,0,0.243084654039376,0,0,0.113943855446101,0,0,-0.00407699237074385,0,-0.140591771862499,0,0.196360022987476,0,0,0,0,0,0.0128737676829119,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0.0973244031816035,0,0,0,0,0,0,0.0288378978472589,0.0457733927364756,0,0,0,0,0,0,0,0,0,0,0.0447399866365079,-0.0173517277484212,0,0.111066670424958,0.0520263479279747,0,0,0.100550901714861,0.0123227738293695,0,0,0,0.0348577090856275,0,0,0,0,0.058739628188299,0,0,0,-0.0057572197796783,0,0,0,0,0.0277093229060281,-0.0267560492650219,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0.0406962096485293,0,0,0,0,0,0.0425260007194618,0,0.0396102776556287,0,0.0255223169805956,0,0,0,0,0.0560920078348537,0,0,0,0,0,0,-0.046961164250282,0,0.0397446883852173,0,0.0534636767981917,0,0,0.179594677034943,0,0,0,0,0,0,0,0,0,0,0,0,0.00769161660991567,-0.0365353840875315,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0.0681836876817807,0,0,0,0,0,0.112356459594035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157670074705139,0,0,0,0,0,0.197695388339284,0,0,0,0,0.0428845476872588,0.600379044359148,0,0,0,0.036519904360043,0,0,0,-0.0549688848522293,-0.050199379577416,0.175642619093946,0,0,0,0,0,0
X600010.SH,0,0,0,0.0233632835813953,0,0,0.00174637408848224,0,0,0,0,0.0783207527255632,0,-3.46944695195361e-18,0.106914612970645,0,0,0.0454546359192528,0,0.0243129376606901,0,0,0,0,0,0.0748529432513982,0,0,0,0,0,0,0,0,0,0,0.169961380200295,0,0,0.010172557063667,0,0,0,0,0,0,0,0,0,0.0271397192203029,0,-0.0249835942000037,-5.42101086242752e-20,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139820744425184,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0383718413976683,0,0,0.0172649292772618,0,0.395926398099974,0,0,-0.0406814145487633,0,-0.101762585375831,0.146209457121244,0,0,0,0,0,0.321268002769085,0,0.14138227720522,0,0,0,0,0,0.00829151927632545,0,0,0,0,0,0
X600886.SH,0,0,0,0,0.0723685127597741,0,0,0,0.00345115437194896,-0.0476130599262486,0,0,0,0,0,0,-0.0683708685603214,0,0,0,0,0,0,0.159590619427053,0,-0.0578161487093491,0.0757846342506965,0,0,0,0,0,0.0183082167989669,0,0,0.0105884803470887,0,0.00851915944203098,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0304751301829117,0.0302750702762751,0,0,0,0,0,0
X000877.SZ,0,0,0,0,0,0.157381840851975,0.251151761979123,0,0,0,0,0,0,0,0,0,0,0,0,0.0086909337258678,0,0,0,0,0,0,0,0,0,0,0.00107272834534686,-0.0465340444554518,0.228165636162024,0,0,0,0.196670613865519,-0.0206127447706636,0,0,0,0,0,0,0,0,-0.0221942644578613,0,0,0,0,0.0271158807800969,0,0,0,0,0,0,0
X600426.SH,0,0,0,0.456692741205765,0,0,0,0,0,0,0,0,0,0,0,-0.460357916185456,0,-0.0264377766063968,0,0.161362107396307,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152207838953736,0,0,0,0.111915905681166,-0.135456638992599,-0.143416175116674,0,0,0,0,0,0,0,0,0,0,0,-0.0157275874569651,0.0778933973267038,0,0,0,0,0,0
X600795.SH,0.0135982001830892,0,0,0,0.0934345645168112,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148433663709318,0,0,0,0.122746884679806,0,0.260646930583042,0,0,0.0210692139891639,0,0,0.1828912798087,0,0,0.107720707755934,-0.136743890382313,0,0,0.145785298601847,0,0,0,0,0,0,0,-0.0270056672340501,0,-0.0567699376972815,0.031888251087854,0.146689168237433,0,0,0,0,0
X600362.SH,0,0,0,0,0.0666806057161606,0,0,0,0,0,0,0.0998694977064413,0,0.389670337527503,0,0,0,0.086055110293239,0,0.0419101843977108,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0171551496239074,0,0,0,0,0,0,0,0,0,0,0,0,0.0896183989497944,0,0,-1.73472347597681e-18,0,0,-0.0146737360778312,0,0,0,0,0,0
X601699.SH,0,0,0,0,0.0781885774089023,0,0,0,0,-0.122295541577279,0,0,0,0,0,0,-0.298927070239805,0,0,0,0,0,0,0,0,0,0.0925736881613719,0,0,0,0.834801307219985,0,0.133387639986668,0,0,0,0,0.0459247038518533,0,0,0,0,0,0,0,0.0628595592376778,0,0,0,0,0,0.0124993536739137,0.0102372168921713,0,0,0,0,0,0
X600803.SH,0,0,0,3.46944695195361e-18,0.118162614327193,0,0,0,0,0,0,0,-0.073017972394598,0,0.185104344144844,0,0,0,0,0,0,0,0,0,0,0.112035196582912,0,0,0,0,0,0,-0.0514523327830634,0,0,0,0,0.0755036694118628,0,-0.137518692503,0,0,0,0,0,0,0.120621807624435,0,0,0,-0.00905907927027737,0.00369799320086919,0,-1.0842021724855e-19,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,0.0453378268536062,0,6.93889390390723e-18,0,0,0,0.11133185649739,0.072987687222008,0,0,0,0,0,0,0,0.0704113910286926,-0.0340452799218297,0,0,0,0,0,0,0,0,0.103467598577461,0.168021890474294,0,0,0,0.130479862618859,0.023966887805204,0.014348823668161,0,0,0,0,0,0,0,0.225394659885819,0,0,0,0,0.0573502274072009,-0.027792747307738,0,0,0,0,0,0
X600027.SH,0,0,0,0,-3.46944695195361e-18,0,0,0,0.534028541219656,0,0,0,0,0,0,0,0,-0.0250189743849585,0,0,0,0,0,0.430429988821257,0,0.137287341420363,0,0,0,0,0,0,0.0163266819605016,0,0,0,0,0,-0.0312331790282535,0,0,0,0,0,0,0,-6.7762635780344e-21,0,0,0,0,-0.0270418398460254,-0.00153634089800759,-0.168243768272492,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,-0.140601963771012,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0.0837257280199297,0,0,0,0,0,0,0.418101866384508,0,0,0,0,0.01689023386871,0.04619257792189,0,0.0758647250621129,0,0,0,0,0,0,0,0.0741258047265477,0,0,0,0,0,0,0.00443931878857325,0.0167618164997913,0,0,0,0,0,0
X000983.SZ,0,0,0,0,0,0,0,0.206371927528234,0,0.0119491896464564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.461300206755623,0.194003882730352,0,0,0,0,0,0,0.109111656191185,0,0,0,0,0,0.282977741050075,0,0,0.10711926568179,0,0,0,0.218236429827563,0,0,0,0.00357056878768673,0.0416911836419315,0,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0.0511791959109982,0,0,0,0,0,0.542266596627694,0.0642095434870431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.144805250047281,0.0477434733954136,0.00128680670692833,0,0,0,0,0,0,0,0,0,0,0,0.0295013409542482,0,0,0,0,0.0159624495418322,-0.0283609245406664,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0.0123390720128818,0,0,0,0,0.0575803705537836,-0.0668606618364546,0,0,0,0,0.071943739679528,0,0,0,0,0,0,0,0.19488507481583,0,0,0.160379506725861,0,0,0.011154472528934,0,0,0,0.0434297756596609,-0.0592743377311551,0,0,0,0,0,0,0,-0.0161421473023496,0,0,0,0,0.097113985115481,-0.0973506369817177,0,0,0,0,0,0
X000807.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0640486254773093,-4.33680868994202e-19,0,0,0.0238630975197496,0,0,0,0,0,0,0,0,0.0909095353169179,0,0,0,0.0189118886676091,0,0,0,0,0,0,0,0,0.349708987790712,0,0,0,0,0,0,0,0,0,0.352912044625376,-0.0245369505005908,-0.00150366135423243,0.0314608100359104,0,0,0,0,0,0
X600995.SH,0,0,0,0,0,0,0,0,0.0428288509669764,0,0,0,0,0.284875996778672,0,0,0,0,0,0.0597299696680645,0,0,0,0,0,-0.0167840035655192,-0.0186359589959263,0,0.133247497599483,0.0300487783879866,-0.0199701509597564,0,0,0,0,0.0812885711098373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00356114261235842,0.0203947824624761,0,0,0,0,0,0
X600160.SH,0,0,0,0,0,0,0,0,0.00395930007374777,0.0494065775941473,0,0,0.235870316065266,0,0,0,0.0230062317877369,0,0,0.0214817698619659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.326847518113304,0,0,0,0,0,0.0427965702193263,0,0,0,1.73472347597681e-18,0,0,0.0301402706595109,0,0,1.0842021724855e-19,0,0,0,0,0,0
X000629.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0162979471981275,0.411970342343926,0,0,0.0585152813788761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0112018455156576,0,0,0,0,0,0,0.0557523584299433,0,0,0,0,0,0,0,0,0,0,-0.0442636255968095,0.0880763834467011,0,0,0,0,0,0
X600378.SH,0,0,0,-0.338755130031227,0,0,0.194957155597922,0,0.246434002741556,0,0,0,0,0,0,0,0,0,0,0.0597142247631657,0,0.105540075099462,-0.161481679043737,0,0.336906455976273,0,0,0,-0.261499356998802,0,-0.430458012830669,0,0,0,0,0,0,0,0,0,0,0,0.0290407262827898,0,0,0,0,0,0,0,0.257281234393888,0.0478893789509145,0,0,0,0,0,0,0
X002080.SZ,0,0,0,0,0,0,0.0926234984220054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.152444413529616,0,0.307908367056527,0.035535289306913,0.0662137757955774,0,0,0,0.136345928861555,0,0,0.105275367538324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0358474150764786,-0.0339387041542217,0,0,0,0,0,0
X000933.SZ,0,0,0,0,0,0,0,0,0,0,0,0.183120039376148,0,0,0,0,0,0,0,0,0,0.00444136095528319,0,0,0,0.0244621893200578,0,0,0,0,0.0448162845018815,0,0,0.549065941363677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233688747449228,0,0,0.0171060507271962,0,0,0,0,0,0,0
X600219.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133350391209447,0.00459271532651302,0,0,0.0295808890474387,0,0,0,0,0,0,0,0,0,0,0.0170585153721313,0,0,0,0,0.167612055791931,0,0.0518004615384535,0.0138479323048139,0,0.0166044287846041,0,0,0.101725543097928,0,0,0,0,0,0,0.124074064963518,0,0,0,0.00779905701102361,0,0,0,0,0,0
X000408.SZ,0,-0.229691607235977,0,0,0,0,0,0.353667668525931,0,0,0,0,0,0,0,0.0359866271199125,0,0.0160936865834627,0,0,0,0,0,0.174024665736049,0,0,0,0,0.00525147627872865,0.0039261384139738,0,-0.114605397046538,0,0,0,0,0.11156051364747,0,0,0,0,0,0,0,0,0,-0.0276906686441475,0,0,0,0,0.0287697341310637,0,0,0,0,0,0,0
