,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600011.SH,X600019.SH,X601898.SH,X601991.SH,X600111.SH,X601600.SH,X600795.SH,X600886.SH,X600362.SH,X600010.SH,X600188.SH,X600688.SH,X600309.SH,X600027.SH,X002353.SZ,X600583.SH,X601992.SH,X000883.SZ,X000792.SZ,X000898.SZ,X601158.SH,X000709.SZ,X000629.SZ,X600489.SH,X600490.SH,X000825.SZ,X600315.SH,X000831.SZ,X600547.SH,X000539.SZ,X600352.SH,X600660.SH,X601699.SH,X600808.SH,X000630.SZ,X600549.SH,X000983.SZ,X600307.SH,X000027.SZ,X600578.SH,X000937.SZ,X002470.SZ,X000959.SZ,X000960.SZ,X600863.SH,X600516.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0531655840640091,0,0.0234955872204469,0,0,0,0,0,0.00992006595188362,0,0,0,0,0,0,0,0,0,0,0,0,0.085973422020939,0,0.0444859613077469,0,0.0231623732006015,0,0,0.0162522788431686,8.67361737988404e-19,0.0377845595859034,0,0,-0.0107925978973044,0,0,0,0,0,0,0
X600028.SH,0,0,0.0795953114985454,0.125777791491518,0.0558144078923526,0,0,0,0,0,0,0,0.0206838487537233,0,0,0.00963267227327912,0.0260327342616059,0,0.0470419434703081,0,0,0.00587967922016518,0.0483786438773595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0309843404396442,0,0.0147187096137739,0,0.109682965693516,0,0,0,0.0197916221515326,0,0.027566161488519,0,-0.0182567892232885,0.0285117210281105,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.080829496426903,0,0,0,0,0,0,0,0.0921505087499859,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0469591618658396,0.0258100297499798,0,0,-0.0166938416124358,0,0,0,0.00207724125744605,-0.0188656104213566,0,0,0,0,0,0
X600585.SH,0,0.0770522389260932,0.163898916662098,0,0,0.0179657871990622,0.197196535857324,0,0,0.0329991253967455,0,0,0,0,0,0,0,0.0566401442599773,0,0,0,0,0.062446997888501,0,0,0,4.33680868994202e-19,0.0722793634742263,0,0,0,0,0,0.0325580262873494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00753702547940752,0,0,0,0,0,0,-0.0465087367300609
X600011.SH,0,0,0,0,0,0.124704394379653,0,0,0,0,0,0.147973969792296,0,0,0,0,0,0.293690735816873,-0.128544112610725,0,0.0374200689029328,0.046244551962192,0,0,0,0,0,0,-0.0896296577990541,0,0,0.0348753287911135,0,0,0,0,0,0,0,0,0,-0.0458011500143129,0,0.00349981945609246,0,0,0.176286305494204,0,0,0.0525239958160367,0,0.0216001421717526,0,0,0,0,0,0,0
X600019.SH,0,0,0.14577714356562,0,0,0,0.131583136966092,0,0,0,0,-0.0742807533198139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125285729160953,0,0,-0.0169553692455512,0.149071199090585,0,0,0,0,0.0153753922140613,0.0943792018108024,0.140051054891564,0,0,0,0,0,0,0,0,0.136901863913483,0,0.0839837342040121,0,0,8.67361737988404e-19,0.00407461872451349,0,0,0,0,0,0
X601898.SH,0,0,0,0.0491553295350041,0.0745625612549079,0.0884757952764823,0,0,0,0,0,0,0,0.0339669086228493,0,0,0,0,0,0,0.128509174596215,0,0,0,0,0,0.0489688788693406,0.0377629814855971,0,0,0,0.147907494858752,0,0,0,0,0,0,0,0,0,0,0,0,0.0798542961577145,0,0.00362620544937669,0,0.0932199514663306,0,0,0.00369613402370068,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0335068320330529,0.0239895349762692,0,0,0,0,0,0,0.127298679205391,0,0.0153015621199994,0.0384987630265825,0,-0.00659435265743923,0,0,0,0,0,0,0,0,0,0,0,0.194895982549908,0,0,0,0.0261402713431748,0,0,0,0,-0.0108758396801941,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.0105830334212384,0,0,0,0,0.0338974983187432,0,0,0,0,0,0.0962901137239573,0,0,0,0,0,0.00928173444565197,0,0,0.0598852100763757,0,0,0,0,0,0,0.0205782046707939,0,0,0.221092990879247,0.0798240526393804,0.0488964783677513,0,0,0,0,0.0209409478017757,0.0707421873005491,0.00979211372627137,0,0,-0.00611416504066271,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.0376767132229275,0,0,0,0,0.054041309120583,0,0.0808385945483707,0,0,0,0,0,0,0,0,0.135642930161085,0,0.163309104308773,0,0,0,0,0,0,0,0,0,0,0.133791406201474,0,0.145191553030162,0.0131229875992931,0.0852569683536668,0.212011452246421,0,0,0,0,-0.142206133548938,0,0,0,-0.0352458029805528,0,0,0,0,0,0,0
