,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600010.SH,X600585.SH,X601898.SH,X600688.SH,X600188.SH,X600795.SH,X601600.SH,X300072.SZ,X600547.SH,X601991.SH,X600157.SH,X600027.SH,X600362.SH,X601992.SH,X600309.SH,X600660.SH,X600111.SH,X600886.SH,X600489.SH,X600623.SH,X002466.SZ,X600299.SH,X000792.SZ,X002075.SZ,X601158.SH,X000723.SZ,X000709.SZ,X000408.SZ,X000898.SZ,X000983.SZ,X600583.SH,X000883.SZ,X600352.SH,X000959.SZ,X600549.SH,X000539.SZ,X600758.SH,X000027.SZ,X600176.SH,X002470.SZ,X600021.SH,X000630.SZ,X601699.SH,X000012.SZ,X600160.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0380281442371154,0,0.0438803990097656,0,0,0,0,0,0,0,0,0,0,0.0134149758387726,0,0,0,0.0140569765448206,0,0,0,0.0167649625726032,0,0,0,0.0428957325418386,0.0032678578784914,0,0,0,0,0,0,0.0255734000632841,0,0.0162882541371232,0,0,0.0452185857169288,0,0,0,0,0.0259943207365783,0,0.00114931278596654,0,0,0,0,0,0,0
X600028.SH,0,0,0,0.0472864930553508,0,0,0,0,0,0.0481625055865299,0,0,0.0624725424250403,0.00820087002315861,0,0,0,0,0,-0.016380854048272,0,0,0,0,0,0,0,0,0,0,0,-0.0151734219082255,0,0,0.0906693362912476,0,0,0,0,0,0,0.069924382113824,0,0,0,0,0,0,0.024827453926614,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.0817956701997115,0.0537256847732859,0,0,0.0245762566227623,0,0,0,0,0,0,0.0875665419056972,0,0,0.0567825127870215,0.024460290267597,0,0.0400212638686536,-0.0570916235742842,0,0,0,0,0.0579377034473422,0,0,0,0,0,0,0,0,0,0.0597365822943504,0,0,0,0,0,0,0,0,0,0.0163496688921254,0.0624322258676935,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0.108907603611635,0,0,0.0991228800993789,-0.0179320321551327,0,0,0.0131876496977446,0,0,0.0169477603499311,0,0,0.111590932531824,0,-0.00295092711619813,0,-0.277324111076189,0,-0.0111101194210816,0,0,0,0,0,0,0,0,0.171527866679715,-0.0441936590549281,0.0221217466345616,0,0.00855313510871224,0,-0.134253757529921,0,0,0,0,0,0,0,0.0314651238386076,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.0122180416751756,0,0,0.0312644781857766,0,0,0,0,0,0,0,0,0.106623418799519,0.0530086021470439,0,0,0,0,0.163181004496781,0,0,0,0,0,0,0.100898503138703,0,0,0,0.000991025810829574,0.0836736423968524,0,0.0091778883988928,0,0,0,0,0,0,0,0,0,0,-0.0417455540927392,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0376068341369411,0,0,0,0,0.235420443198976,0,0,0.046691157268816,0,0,0,0,0,0.233107985871821,4.33680868994202e-19,0.0915183561428032,0,0,0,0,0,0,0,-0.111913088412969,0,0,0,0,0,0,0,0,0.066595765925621,0,0,0,0.0709303935541472,0,0,0,0,0,0,0,0.163539766049483,0,0.0726716462058257,-0.0552260918376445,0,0,0,-0.177277147056306,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0727159777855417,0,0,0,0,0,0,0,0,0,0,0.062673503277226,0.0482989008666499,0,0,0,0.0405412253151022,0.0161853770587899,0,0,0,0,0,0,0,0,0,-0.187685358195793,0,0.00759896008540963,0,0,0,0,0,0.380671332169159,0.195644247096284,0,0,0.0659468164832224,-0.0236960148231987,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0566278804870285,0.0264381576528404,0,0,0,0,0,0.0181233954509204,0,0,0,0.0493735646407283,0,0,0,0,0,0.022947463838692,0,0.108028435091635,0,0,0,0.102935011707181,0,0,0,0.0562581640654505,0,0,0,0,0.09897578044561,0,0,0.167036035167318,0.0287843087653653,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.0715744429949757,0,0,0,0,0,0,0.0270073210302792,0,0,0,0,0.130149161374328,0,0,0,0,0,0,0,0,0,0.603019720150571,-0.0858099433670024,0,0,0,0.129954201840296,0,0,0,0,-0.028204752288584,0,0,0,0,0,0,0.0325712590511344,0.123990183108691,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.030576646000743,-0.00846234801636974,0,0,0.215932952516615,0.0863319382278988,0,0.00105372528794394,0,0,0.0773521861961246,0,-0.00869302637332184,0,0,0.0871991479615331,0,0.0378750607701604,0,0,0,0,0,0.0381936950736226,0,0,-4.33680868994202e-19,0.0192442822979669,0,-0.0114450832660294,0,0.038240592205961,0,0,0,0,0,0,0,0.00709444307306666,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0401789218221119,0,0,0,0,0.148916184770938,0,0.101144977653858,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.0424366547207387,0,0,0,0.00424718141288479,0,0,0,0.0756552163004186,0,0.0128764088550609,0,0,0.00986083815601674,0,0,0.12037732260491,0.13389892973443,0,0,0,0,0.044736190696363,0,0,0,0,0
