,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X601600.SH,X600688.SH,X601991.SH,X600027.SH,X600886.SH,X600157.SH,X600111.SH,X600362.SH,X600188.SH,X601158.SH,X600583.SH,X601992.SH,X600309.SH,X000027.SZ,X000539.SZ,X000709.SZ,X000898.SZ,X000630.SZ,X000883.SZ,X600352.SH,X002470.SZ,X600021.SH,X600660.SH,X601918.SH,X000792.SZ,X600489.SH,X600098.SH,X600623.SH,X600863.SH,X300072.SZ,X600022.SH,X002004.SZ,X600008.SH,X600808.SH,X600307.SH,X600547.SH,X000629.SZ,X600578.SH,X000060.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.685120462786163,0.107811901410785,0,0,0,0,0,0,0,0.0473509088467033,0,0,0,0,0,0,0,0,0.0166136122478572,-0.0682817671825899,0,0,-0.0442952331071529,0,-0.00655727999168032,0,0,0,0,0,0,0.0553104896590304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0206511256964166,-0.0251755404319224,0.0529322876624297,0.0438131938032172,0,0,0,0
X600028.SH,0.237629084228949,0,0.2086354240982,0,0,0,0,0.0122648617104956,0,0,0,0,0,0,0,0,0,0,0.0053064197110242,0.144456536882293,0,0.00413706802486711,0.0398874395900044,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0443379368067981,0,0,0.0685483069646536,0,0,0,0.0695955573924813,0,0,0,0,0,-0.00759153883402743,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.0902636250047707,0,0,0,0,0,0,0,0.134180689786265,0,0,0,0,0,0,0,0.328377799614714,0.204775223980436,0,0,0,0,0,0,0.0220919917727682,0,0,0,0,-0.0475769600266337,0,0,0,0,0,0.0156970503663539,0,0,0,0,0,0,0,0,0,0,-0.0266224772573668,0.0327608495510184,0,0,0,0,0,0
X600011.SH,0,0,0.0720183407789027,0,0,0,0,0,0,0,0,0.398078905631016,0.167227983083001,0,0,0,0,0.051038953784087,0,0,0.168831356429688,0,0,0,0,0,0,0,0,0.00484029421092141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0187673905179404,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.0519658522612738,0,0,0,0,0,0,0.0199321628299792,0,0.00204745632198265,0,0,0.232206674751515,0,0,0,0,0.164483720948698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167235656019248,0,-0.0203828822078639,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.158278411950189,0,0.0237955992313926,0,0.0989584674892003,0,0.0628505494219606,0.230172442354488,0.0863759286655735,0,0.068061534633206,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0393705329130089,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.036749303661325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.564102223560199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0873025348301137,0,0,0,0,0,0,-0.0203128426408612,0,0,0,0,0,0,0
X601898.SH,0.0674235203570572,0,0,-0.021042897633184,0,0,0,0,0,0.207203237876521,0,0,0,0,0,0,0,0,0.107895776870973,0.057459080289153,0,0,0.233470773875939,0,0,0,0,0,0,0,0.115476079112959,0,0.130936271189614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0472271905044319,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0.219296182849856,0.241445035801385,0,0,0,0,0,0,0.134148330500959,0.174665818051996,0,0.0486807256025442,0,0,0,0,0,0,0,0,0,0.00438009806471636,0,0,0,0,0,0,0,0,0,0,0.0148688127096705,0,0,0,0,0,-0.023683781276368,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.183562616439604,0,0,0,0,0,0,0.075495159752628,0,0,0,0.160397832091201,0,0,0,0.117381447320996,0,0,0,0,0,0,0,0.0260235453297647,0,0,0,0,0,0.112325455984013,0,0,0.00805187325817622,0,0,0,0.0314108568335907,0.0238337616759589,0.127325583181697,0,0,0,0,0,0,0,0,0,0,0
