,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600585.SH,X600019.SH,X601898.SH,X600688.SH,X600795.SH,X600188.SH,X601600.SH,X600547.SH,X300072.SZ,X601991.SH,X600157.SH,X600027.SH,X600362.SH,X600111.SH,X600886.SH,X601992.SH,X600309.SH,X600489.SH,X600660.SH,X600623.SH,X002466.SZ,X600299.SH,X000792.SZ,X002075.SZ,X601158.SH,X000709.SZ,X000898.SZ,X000723.SZ,X000408.SZ,X600352.SH,X600583.SH,X000883.SZ,X000959.SZ,X000983.SZ,X600549.SH,X600176.SH,X000539.SZ,X000027.SZ,X002470.SZ,X600021.SH,X000630.SZ,X600126.SH,X000012.SZ,X600098.SH,X000060.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0.0467201150838037,0,0,0.0301252539190459,0,0.0182019447534543,0,-0.00497945972607468,0,0,0,0,0.0676598288994098,0,0,0,0,0,0,0,0.00531790347186198,0.00706084743387371,0,0,0,0.0359235928805568,0,0,0,0,0,0,0,0,0.0428983691598733,0,0,0,0,0,0,-0.00198642592971426,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.0845305369845219,0,0.0580197179139562,0,0,0.00170103041410253,0,0,0.0441767964247538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0788216157127827,0,-0.0266026183530961,0,0,0,0,0,0,0,0,0.0207991944503381,0,-0.0243380306827329,0.0105191011446475,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.148131357825946,0.0290122679055192,0,0.0873996884234382,0,-0.0157754738300849,0.0341272943615286,0,0,0,0,0,0,0,0.103080003999186,0,0,0,8.67361737988404e-19,0,0,-0.00964292326731792,0,0,0,0,0,0,0,0,0.0457817081220894,0,-0.0143691997123078,0,0,0,-0.0271565500176268,0,0,0,0,0,0,0,0.0285729579309251,0.0703062699899613,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0.0978778502076432,0,-8.67361737988404e-19,0.101885573362863,0,0,0.0860290466618604,0,0,0.111658952718153,0,0,0,0,-0.0271668746680926,0.00789523077297429,-0.16465559772997,0,-0.00552863396179982,0,0,0,0,0,0.199798198965113,0,0,-0.0437428836840168,0,0.0492531840165749,-0.14756133376833,0,0,0,0,0,0.0116231700014804,0,0,0,0,0.0194190795516728,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.128607172576678,0,0.0350316254340209,0,0,0,0,0,0,0,0,0,0.0391859540506522,0.161617998773097,0,0,0,0,0,0,0,0,0.0303557354809575,0,0,0,0,0,0,0,0,0,0,0.0642579165942971,0.0654978200373572,0,0,0,0,0,0,0.0202471735619882,0.0385622927433599,0,0,0,0,-0.0237706055093795,0,0,0,0,0,0
X600585.SH,0,0.331550530462099,0,0,0,0,0,0,0,0,0.127960464708401,0,0,0.0465907159269506,0,0,0,0,0,0,0.104684768199384,0,0,0.131115996035261,0,0,0,0,-0.141231951670745,0,0,0,0,0,0.101371851645354,0,0,0,0,0.019004885785324,0,0,0,-0.0170570515068611,0,0,0.00559846077060686,-0.121619483628163,0,0.0290291846853876,0,0.0439579910614737,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.0166571475225298,0,0,0,0,0,0.00919417977485979,0,0,0.0116124238721718,-0.0171301947333458,0,0.00453206823262029,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,-0.0111058397088066,0.0130300157841904,-0.0151640598886464,0,0,0,0,0,0,0,0,0.0125628767395232,0,-0.0344086622871562,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.119994011093623,0,0.0512383958826526,0.0768081644712842,0,0,0,0,0,0,0,0,0.000295726225369314,0,0.0600359108985452,0,0,0,0,0,0,0,0,0,0,0,0,0.0815936151341664,0.0332479817988577,-0.0895559517820086,0,0,0,0,0,0,0,0.0137107629489736,0,0.337042468837685,0,0.0267763059445473,-0.0197326837969401,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0.0240116713894014,0,0,0.10496218326763,0,0,0,0,0,0,0.142551891084217,0,0,0,0,-0.0399078935233812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00726239465581236,0.0230060470595116,0,0,0,0,0.00934827088306745,0.207500751768512,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0291577906750383,0,0,0,0.0262630135365317,0,0.0540932189493778,0,0,0,0,0,0,0,0,0,0.025509268026881,0,0,0,0,0,0.0178003942759385,0,0.0350703393584422,0,0.0515344410305384,0.0590708365631642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
