,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X600188.SH,X600660.SH,X601898.SH,X600688.SH,X601600.SH,X002466.SZ,X601991.SH,X600362.SH,X600795.SH,X600886.SH,X600547.SH,X600516.SH,X000898.SZ,X300072.SZ,X002460.SZ,X600111.SH,X600027.SH,X600352.SH,X000553.SZ,X600176.SH,X601992.SH,X000825.SZ,X000786.SZ,X600299.SH,X000709.SZ,X000792.SZ,X600426.SH,X601699.SH,X600808.SH,X000408.SZ,X000883.SZ,X600315.SH,X601158.SH,X002271.SZ,X002110.SZ,X600339.SH,X000932.SZ,X600219.SH,X000830.SZ,X600489.SH,X000983.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.18358787443984,0,0,0,0,0,0,0,0,0,0,0.0242805895109417,0,0,0,0,0.00522932665107661,0.0476680783145598,0,0,0,0,0,0.16979771195503,0,0.00739519682507664,0,0,0,0,0,0.0345973702464703,0,0.0592539107666764,0,0,0,0.0655118461285123,0,0,0,0.0575120314454663,0.038958473208268,0,0,0,0,0,0.00237836335822475,0,0,0,0,0,0,0
X600028.SH,0,0,0.243393685488828,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,-0.00359814347466406,0,0,0,0,0,0,0,0,0,0,-0.0480512692300687,0,-0.140200541244971,0,0,0,0,0,0,0.0136990960585919,0.113028998924204,0.144163847526698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0130626439533136,0,-0.0378662848870378,0,0,0,0
X601088.SH,0,0.144122265291426,0,0.141233788135157,0.0796930626145699,0,-0.0622128671201519,0,0.297820575922018,0,0,0.421884875088911,0,0.00221821160627325,0,0,0,0,0,0,0,0,-0.114804098456526,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.0964395765760661,0,0,0,0,0,0.0432609688381669,0,0,0,0,0,0,0,0,0.00308978643758503,-0.0704743100878739,0,0.0458955787634616,0,0,0,0
X600585.SH,0,0,0.207725078871459,0,0,0,0,0,0,0,0,0,0,-0.0556216908071675,0,0,0,0,-0.129078574970252,0,0,0,-0.0209772204510928,0,0.00238610600809651,0,0,0,0,0,0.180501899786274,0,0,0,0,0,0,0,0,0,0,0.162134061729955,0,0,0.0951714811493953,0,0.300685218159312,0,0,0,-0.0431088840511415,0.0250731566039114,0,0,0,0,0,0
X600019.SH,0,0,0.135706857858752,0,0,0.147601317799872,0,0,0.0519034048825124,0,0,0,0.315069948730685,0,0,0,0,0,0,-0.231676477637278,0,0,0,0,0,0,0,0.0458731263581518,0,0,0,0,0,0,0,0.293541273545408,0,0,0,0,0,0,0,-0.0627178933792652,0.222076847826979,0,0,0,0,0,0.0143026483938844,0.00246188472873946,0,0,0,0,0,0
X600309.SH,0,0,0,0.158390840503322,0,0,0,0,0,0,0,0,0,-0.121748644968066,0,0,0,0,-0.0382237829379634,0,0,0,0,0,0,0,0,0,-0.059552656221153,0,0.132405889593881,0.125585645692831,-0.0391087222195064,0,0,0,0,0,0,0,0,0,0,-0.0619460654040623,-0.0356273328800568,0,0,0,0,0.0623101014177105,0.0705821273990831,0.0348792985385657,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0236489546441416,0.0596937579580273,0,0.029953213448563,0.0251258489020913,0,0.219815915056808,0,0,0,0,0,0,0.0707508719977138,0,0,0,0,0,0,0,0.0140101780702104,0,0,0,0,0,0,0,0,0,0,0.01712117195543,-0.0236210347109104,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.27132438227807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0976009643894483,0,0,0,0,0,0,0,0,0,0,0,0.352868323660482,0,0,0.0776650338741005,0,0,0,0.265576339134027,0,0,0,0,0,0,0.0428419046355824,0.0383321406352084,0,0,0,0,0,0
X600188.SH,0,0,0.588466053943301,0,0,0,0,0,0,0,0,0,0,0.101376970372571,0,0,0,0,0,-0.210447443402353,0,0,0.0437400878814674,0,-0.0364488484918065,0,0,0.28081737543487,0,0,0,0,0,0,0,0.065636203504687,0,0,0,0,0,0,0.122709573931829,0.00286176206895503,0,0,0,0,0.526549130665811,0,-0.0357429960432468,0.0329336136826491,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,-0.158630968025871,0,0,0,0,0,0,0,0,0,0,-0.398491071654675,-0.0195050051558918,0,0,0,0,0,0,0,0,0.393786119429822,0.115669225875497,0,0,-0.44065677673778,0,-0.0608499561369611,0,0,0,0,0,0,0,0,0,0.0137731138853928,-0.0505520613158287,0,0,0,0,0,0.0223771684964546,-0.0404162529702744,0,0,0,0.0715813777637739,0,0
