,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X601600.SH,X600547.SH,X600585.SH,X600886.SH,X600660.SH,X600795.SH,X000792.SZ,X600362.SH,X000708.SZ,X600489.SH,X600010.SH,X600027.SH,X601699.SH,X600111.SH,X002460.SZ,X000983.SZ,X600160.SH,X600426.SH,X000301.SZ,X002466.SZ,X601991.SH,X600803.SH,X000786.SZ,X000933.SZ,X000877.SZ,X600985.SH,X000630.SZ,X002128.SZ,X000807.SZ,X600176.SH,X601168.SH,X600219.SH,X000408.SZ,X600348.SH,X600612.SH,X000883.SZ,X002271.SZ,X600096.SH,X000932.SZ,X600995.SH,X000027.SZ,X002353.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.68433428979275,0,0,0,0,0.0451260983310676,0.190618543012147,0,0,0,-0.100306432996059,0,-0.0746511923753392,0,0,0,0,0,0,0,0,0,0,0,-0.00494381059378925,0,0,0,0,0.0322878775022157,0,0,0,0,0,-0.0231232652873169,1.73472347597681e-18,0,0,0,0,0.0215696382731032,0,0,0,0,0,0,0.0895564803251122,-0.0313335554489848,0.0112832898828697,0,0,0,-0.0112002930840228,0,0
X601088.SH,0.123960946335635,0,0,0,0.0889552671637722,0,0,0,0.120959597717487,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.137409145627966,0,0,0.0799451487342134,0,0,0,0,0,0,0,0.0217205555516193,0,0.0452774213338119,0,0,0,0,0,0,0,0,0,0,-0.00784875557450837,0,0,0,0,2.16840434497101e-19,0,-0.0466836540090317,0,0,0,0,0,0,0
X600028.SH,0.350502280823233,0,0,0,0,0,0,0,0,0,0,0,0.0172271340803432,0,0,0,0.0461255773058248,0.0762604895671157,-0.0191714995039393,0,0.0130334700157728,0,-0.11716673845021,0,0.00033163908295575,0,0,0,0,0,-0.0691869830206609,0,0,0,0,0,0,0,0.0596933926711095,0,0,0,0,0,-0.0361790245136689,0,0,0,0.0702833639189465,0,0,0,-0.00471448754766346,-0.00889842860693674,0,0,0,0,0
X600309.SH,0,0,0,0,-0.119522569496433,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0.0511049297337777,0,0,0.029362220062463,0,0,0.0348998958466531,0,0,0,0,0,0,0,0,0.0595871095333276,0,0,0.00223151098471207,0,0,0,0.129967405786837,0,0,0,0,-0.124535983076379,0,0.131893672540789,0,0,0,0,-0.0485610554561232,0,-0.0604878826487208,0,0,0,0,0,0,0
X600188.SH,0,0.0479568080220608,0,0,0,0.30675457648866,0,0,0,0.131309459708351,0,0,0,0,0,0,0,0,0,0,0.326970816920596,0,0,0,-0.0185403625716012,0,0,-0.0607300000777885,0,0,-0.0664012939383966,0.0484365383777367,0,0,0,0,0,0,-0.0142594009347827,0,0,0,0,0,-0.000175305290532714,0,0,0,0,0,0,0,-0.0152934797640183,0,0,0,0,0,0
X601898.SH,0,0.128158693026546,0,0,0,0,0,0.20495893353726,0,0,0.250569543507468,0,0,0,0,0.176629100423444,0,0,0.0253083702154282,0,0,0,-0.0274566959114959,0,0,0,0,0,0,0,0,0,0,0.643818440933608,0,0,0,0.110741403094151,0,0,0,0,0,0,-0.103876411389948,0.0569259568053353,0,0,0,3.46944695195361e-18,0,0.112102780681776,-0.0468929266371656,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.111531037221073,0,0,0,0,0,-0.0067842864417983,0,0.0012394983959022,0,0,0,0,0.0728001168380288,0,0,0,0.149755401263757,0.00603429124214326,0,0,0.00587712729365671,0,0,0,0.0506979288423975,0.0345976155266945,0,0,0.0598457171661715,0,0,0,0,0.300303401869075,0,0,0,0,-4.33680868994202e-19,0.0352297033042592,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.00819106540001439,0.341454385415938,0,0,0,-0.00701909605911755,0,0.115987897150937,-0.0814307169510528,0,0,0,0,0,0,0,0.307805265484946,0,0,0,0,0,0,0.00341263603741597,0,0,0,0,-0.0132036144205215,-0.0198302694549459,0,0.193076627787389,-0.0539933335932946,0,0,0,0,0,0,0,0.000783683024487169,0,0,0,0,0,0
X601600.SH,0,0.103158444340081,0,0,0,0,0,0,0,-0.0757264775865677,0,0,0,0,0,0,0.0614937688129566,0,0,0,0,0,0,0,0.0898141419803011,0,0,0,0,0.248120207607741,0,0.116186789539392,0,0,0,0,0.255168153477307,0.0115700618897063,0.242751327883588,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00153227265219718,0.0757566926452679,0,0,0,0,0
X600547.SH,0,0,0,0,0,-0.0589036253422021,0,0,0,0,0,0,0,0,0,0,0,0.812254874998081,0,0,0,0,0.0411580592291451,0,0,0,0,0.00496423647154375,0,0,0,0.147182158525973,0,0,0,-0.0274974676860052,0.0460096932994075,0,0,0,0,-0.0392345483658035,0,0,-0.0475234386681813,0,0,0,0,0,0,-0.0338367418546736,0.0637026799133839,-0.00503151690068979,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0688489937642925,0,0,0.00519369944914765,0,0,0,0,0,0,0,0,0,0.0179900386793104,0,0,0,0,0,0,0,0,0,0,0,0.123179878995861,0,0,0,0,0,0,0.126010355302346,0,0,0,0,0,0,0.149450776929469,0,0,0,0,0,0,0,-0.0147102209646575,-0.182309978731279,0,0,0.036270121738401,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303769324115606,0,0,0,0,0,0.126154800594448,0,0,0,0,-0.0556540020485369,0,0,-0.0396337420645277,0,0,0,-0.0590177695297819,0,0,0.0537118492404585,0,0,0,0.0870023550592035,0,0,0,0,0,-0.0473490076783819,0,0,0,0,0,-0.0634546663635409,-0.00726096796767893,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0181523651500673,-0.0251348110599737,0,0,0.0512852082794707,0.156214586795582,0,0,0,0,0,0,0,0,0,0,0,0.0555540834397376,0,0,0,0,-0.0547371826252873,0,-0.113895894845406,0,0,0,0,0,0,0.0311669982333576,0.00821932687185157,-0.0180253697936182,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0.359432355368458,0,0,0,0.0799051290566284,0,0,0,0,0,0,0,0.290830090721356,0,0,0,0,0,0,0,0,0.142552124195079,0,-0.0874123190217747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0267624468188913,-0.00172446481320401,-0.00886974731544672,0,0,0,0,0
X000792.SZ,0,0,0,0.117359694006289,0,-0.0403413650555614,0,0,0,0.0294264857385124,0,0,0,0,0,0,0.000343989140031677,0,0,0,0,0,0.297453908695276,0,-0.000276228601814922,0,0,0,0,0,0,0,0.0260527751246575,0,0,0,1.38777878078145e-17,0,0.0603573274763359,0,0.0964250453473449,0,0,0,0,0,0.0160144106192246,0,0,0,-0.140059744086889,0.00419467377786499,0.0191136935710314,0.064336665141544,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0.21923190664131,-0.0663149670262532,0,0,0,0,0,0,0.0857615858201895,0,0,0,0.0657743304297371,0,0,0,0,0,0,0,0,0,0,0,0,0.324686187280289,0,0.167105957443054,0,0,0,0.213081824597351,0,0,0,0,0,0,0,0,-0.042680190064514,0,-0.00113945081731472,0,0.0296240948658053,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0.112992906290747,0.153752626492969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177139167274429,0.0708570324428529,0,0,0,0,0,0.106214395364711,0,0,0,0,0.104404205641273,0,0.0851806662198914,0,0,0,0,0,0,0,0,-0.00352458120923909,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0,0,0,0.633621792264989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.5254125461467e-05,0,0,0,0,0,0,0.0174867355696877,0,0.139249640644789,0,0,0,0,0,0,0,0,0,-0.0192235029086297,0,0,0,0,0,0
X600010.SH,-0.0479195881455968,0,0,0,0,0.0407077082652807,0,0,0,0,0.175961551717544,0,0,0,0,0,0,0,0,0,-0.0483523039189143,0.547912476051424,0,-0.0539430798318004,0,0,0,0,0,0,0.0193293664748002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0855212038704531,-0.0273266861150482,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0.359354266138812,0,0,0,0,0,0.232695182943577,0,0,0,0,0,0,-0.00135272668569477,0,0,0,0,0,0,0,0.230418414086822,0,0,0,0,0,0.00705250663368888,0,0,0,0.124258475905026,0,0,0,0,0,0,-0.0256547819078141,0,0,0,0.164408828973442,0,-0.00583203315707478,0,0,0,0,0,0,0
