,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600011.SH,X600019.SH,X600585.SH,X600660.SH,X600886.SH,X002466.SZ,X600547.SH,X601600.SH,X002460.SZ,X000792.SZ,X600795.SH,X000708.SZ,X601699.SH,X000301.SZ,X600010.SH,X600111.SH,X600362.SH,X000983.SZ,X600803.SH,X600027.SH,X000877.SZ,X600426.SH,X000786.SZ,X600489.SH,X002271.SZ,X601991.SH,X600160.SH,X600985.SH,X000408.SZ,X000630.SZ,X000807.SZ,X600176.SH,X600612.SH,X000932.SZ,X000933.SZ,X600348.SH,X600219.SH,X601168.SH,X300037.SZ,X002128.SZ,X600157.SH,X000027.SZ,X002353.SZ,X600688.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.461983347177085,0.172059802105885,0,0,0.0911420199841527,-0.365966206838476,0,0,0,-0.304623884594669,0.0973894673421776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0693728046994292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187970512853351,0,0,-0.0294723948961782,0.0175723505007712,0,0,0,0,0,0
X601088.SH,0,0,0.076862726774622,0,0.256055881940204,0.00997449622816339,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.0296593650451572,0,0,-0.0713712024358752,0,0.0741087293449813,0,0.124317363876435,-0.0845906495047961,0,0,0,-1.73472347597681e-18,0,0,0.12093936500332,0,0,0,0,0,0,0.0350280420342833,0,0,0,0,0,0,0,0,0,0,0.00438178742841017,0.0165091286394806,0,0,0,0.0668345101548602,0,0
X600028.SH,0.505976213126853,0,0,0,0,0,0,0,0,0,0,0.00184570223587088,0,0,0,0,0.0905975054409417,0.21070104649204,-0.0478764005871863,0,0,0,0,0,-0.044765980812547,0,0,-0.0105898724574033,0,0.0776648075209409,0.0345550714164166,0,-0.166479925316726,0,0,0,0,0,0,0.0767193191538519,0,-0.0532823482738511,0,0,0,0,0,0,0,0,0,-0.00846193631050188,0.00232017958676664,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.289059934899706,0.047448885903818,0,0,0,0.0971300085788085,0,0,0.202510024889296,0,0,0,0,0.287005111628229,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0.170546164753995,0.0976535233702788,0,0,-0.26420841045928,0,0,-0.00830362823791698,0.00845009893601708,-1.73472347597681e-18,0,0,0,0,0
X600188.SH,0,0.156386660915618,0,0.0458631195775899,0,0.033854316456769,0,0,0,0,0,0,0.0779264498716897,0,0,0,0,0,0.240950275367119,0,0,0,0,0.103920231964873,0,0,0,0,0,0.00599233927602261,0.0577597969250618,0,0,0.144720090237179,0.0168916145540749,0,0,0,0,0,0,0.0714627936013602,0,0,-0.0862926273427147,0,0,0,0.0110794548859713,0,0,0,-0.0128025745896564,0,0,0,0,0,0
X601898.SH,0.141134308580595,0,0,0,0.252696859117267,0,0,0,0,0,0.0905315495941989,0,0,0,-0.0878470574156715,0,0.0660730459515359,0,0.0885260266522064,0,0,0,0,0.0177105061647294,0,0,0,0,0,0,0,0,0,0,0,0,-0.0189950235043811,0,0.0344395357272184,0,0,0,0,0,0,0,0,0,0,0,0.0414232152012223,0.0406201657168798,-0.0171422594452437,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0.0597757747517502,-0.0308445922016446,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37904596121814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0327643625259199,0,0,0.000945831562459799,0,0,0,0,0.00174809015072108,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0.0249381964157652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00472704496307389,-0.142036634365657,0,0,3.46944695195361e-18,0,0,0,-0.0641188742427853,0,0.226795360213652,0,0,0,0.286303343146047,0,0,0,0,0,0.107212244866924,1.0842021724855e-19,0.0079511847629305,0,0.059057173516996,0,0,0,0,0
X600585.SH,0,0,0,0.0671940973073653,0,0,0,0,0,0,0,0,0,0,0.0489052881007258,0,0,0,0,0,0,0,0,0.0118727328819772,0,0,0.162638120956405,0,0.000927342266399195,-0.0546461624461677,0.113358833124478,0,0,0,0,0,0,0.0447415918716699,0,0,0.248676485362079,0,0,0,0,0,0,0,0,0,0,-0.00517522756755868,0.0128739676846827,0,0,0,0.0464393063419043,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,-0.107229464034703,0.224394195189676,0,0,0,0.208605690879784,0,0,0,0,0,0,0,0,0.0594092636387833,0,-0.0343079151987629,0,0,0,0,0.23662183827759,-0.130907508754804,0,0,-0.0189423675971777,0,0,0,0,0,0,0,0.0828433861988709,0,0,0,0,0,0,0.0211968055116207,0,0,0,0,0.00794025876971627,0,0
