,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002460.SZ,X002466.SZ,X600585.SH,X600011.SH,X601898.SH,X000792.SZ,X600019.SH,X000301.SZ,X600111.SH,X600660.SH,X000708.SZ,X600010.SH,X600795.SH,X600886.SH,X600547.SH,X000877.SZ,X601600.SH,X601991.SH,X600027.SH,X600426.SH,X002271.SZ,X600362.SH,X600803.SH,X000983.SZ,X600348.SH,X600176.SH,X000629.SZ,X601699.SH,X000408.SZ,X600160.SH,X000723.SZ,X600378.SH,X600096.SH,X600985.SH,X600219.SH,X600995.SH,X600157.SH,X000786.SZ,X600489.SH,X600688.SH,X002080.SZ,X600141.SH,X300073.SZ,X002353.SZ,X600549.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.413549910395138,0,0,0,0,0,0,0.145595560807327,0,0,0,0,0,0,0,0,0,0,0,0.0419855260495536,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0.0103601287166939,0,0,0,0,0,0,0,0,-0.000589528973110424,0,0,0,0,0,0,0,0.15808136024996,0,0,-0.0356981899692387,0.00291846665820141,0,0,0,0,0,0
X601088.SH,0,0,0,0.138875937183232,0.277535650122773,0,0,0,0.0314005263309144,0.255999711460724,0,0,0,-0.135438068487383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209327443422463,0,0,0,0.0103430449308196,0,0.0692463143070827,0,0,0,0,0,0,0,0,0,0,0.00749066233824452,0,0,0,-0.0395506976299316,0,0.0427617939657627,-0.0532913449667471,0,0,0,0,0,0
X600028.SH,0.391074217609174,0,0,0,0,0,0,0,0,0.0344534362337776,0,0,0,0,0,0,0,0,0,0,0,0.115466111093319,0,0,0,0,0.00322033707847645,0.0619908003041618,0,0,0,0,0,0.00446487051330436,0,0,0,0,0.0312554015983555,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0191048982385743,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0963706124822121,0,0,0,0.0559401480330739,0,-0.0627557105082411,0,-0.0121303495625401,0.0109081094071696,0,0,0,0,0,0,0,0.0477425607161783,0,0.153863757604882,0.0317954004362547,0,0,0.032487828900956,0,0,0,0,0,0.01482679685605,0,0,0,0,0,0
X600188.SH,0,0.733488897754829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112379309505432,0.0298333096094886,0,-0.0081779472467761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104665128046878,0,-0.0578429096713463,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0.324933162505333,0,0,0,0,0,0.010421455270716,0,0,0,0,0,0,0,0,0,0,0.00394268439748815,0,0,0,-0.188720161234992,0,0.00234775866327724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0613575802669832,0.0967443204407191,0.135796065834545,0.212642029251146,0.193796456500528,0,-1.0842021724855e-19,-0.0346942821573216,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.564414586070038,0,0,6.93889390390723e-18,0,0,0,0.0682602337830437,0,0,0,0,0.0329211337322233,0,0,0.0946381398782217,0,0,0,0,0,0,0,0,0,0,0,0,0.423212467218088,0.0577750819817313,0,0,0,0.0747548466774604,0,0,0,0,0,-0.223100664169373,0,0.128644957507221,0,0,0,0,0.0216359390939029,0.0375784278796593,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,-0.0125867463621269,0,0.0267817994386628,0,0,0,-0.000787484751900071,0,0,0.0412491847530704,0,0.150085300858267,0,0,0,0,0,0,0,0.0316271786660248,0,0,0,0,0,0,0,0,0,0,0,0.135005606816927,0,0,-0.0373538483408296,0,0.345267061485204,0,0,-1.0842021724855e-19,0,0,0,-0.0825651976747147,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.0902751118279683,-0.0215914905722017,0.0331606672679222,0,0,0,0,0,0.0298623949515619,0,0,0,0,0,0,0,0,0,0,0.323394345054972,0,0,0,0.0937012487274114,-0.0133472169583408,-0.0317193801056736,0.0667743821067038,0,0,0,0,0,0,0,0,0,0,0.449579359135769,0,0,0,0,0,0,0,-0.0265254042009565,0,0,-0.0310853400836606,0.0295796518088534,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0.0855338626003653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0818907086770013,0,0.298502483427153,0.469242916305229,0,0,0,0.0429709046847797,0,0,0,0,0,0,0,0,0,0,0.0219632101657038,0,0,0,0.0390757434920765,0.0276143170827594,0,0,0,0.0156179611069673,0,0,0,0,0,0
