,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600585.SH,X600019.SH,X600010.SH,X601898.SH,X601600.SH,X601991.SH,X600795.SH,X600886.SH,X600362.SH,X600188.SH,X600111.SH,X600688.SH,X600027.SH,X600309.SH,X601992.SH,X000792.SZ,X601158.SH,X600157.SH,X600583.SH,X000898.SZ,X600352.SH,X000709.SZ,X600547.SH,X002353.SZ,X600489.SH,X000630.SZ,X000831.SZ,X000539.SZ,X600008.SH,X600660.SH,X002470.SZ,X600808.SH,X000825.SZ,X600549.SH,X000629.SZ,X000027.SZ,X600021.SH,X600315.SH,X600307.SH,X600578.SH,X600098.SH,X601699.SH,X000983.SZ,X000960.SZ,X000060.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.446845370630807,0,0,0,0,0,0,0,0,0,0.258289656889522,0,0.144786753099943,0,0,0,0.00691292095264017,0.0232576460663649,0,0,0,0,0,0,0,0,0,0,0,0.0671153052478539,0,0,0,0,0,0,0,0,0,-0.0509532082712411,0,0,0,0,0,0,0,0,0,0,0.0097679292788269,0,0,0,0,0,0
X600028.SH,0.419182928999787,0,0,0,0,0,0,0,0.0628363505915623,0,0,0,0,0,0,0.329131113688055,0,0,0,0,0,0,0.0263497243879229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071906174044111,0,0,0,0,0,0,0,0,0,0,-0.0531806576861059,-0.00638748195510201,0,0,0,0,0,0
X601088.SH,0.00404117800736746,0,0,0,0,0.0831230818102284,0,0.0513542462952311,0.00676177306877961,0,0,0,0,0.108009248048307,0,0,0,0.0793469543857246,0,0,0,0,0,0,0,0,0,0,0,0.0949640234020895,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013700720921553,0,0,0.479058700534679,0,0,0,0,-0.00224649093169748,0,0,0,0,0,0
X600011.SH,0.111767735685455,0,0,0,0,0.0134721436484782,0.0302068591205548,0.00476416951356975,0.0123533065775338,0.0732415515372044,0.169284161406251,0.0349928006953881,0,0,0,0.0211415817468705,0.0708513930266082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101889214427022,0,0,0,0,0,0,0,0.363887785887544,0,0,0,0,0,0,0,0.000394694435049015,0,0,0,0,0,0
X600585.SH,0,0.0078095146017321,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0422184681863911,0,0,0,0,0,0,0.07392434125619,0,0.0171485230205928,-3.46944695195361e-18,0,0,0,0,0,0,0,0.0870311404508859,0,0,0,0,0,0,0,0,0,0,0.159570149469804,0.26898103765171,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0.0940999853011785,0,0,0,0.120367654246311,0.104472745771985,0,0,0,0,0,0,0.354096511719235,0,0.0259619831257151,0,0,0,0,0,0.110651366161144,0,0,0,0,0,0,0,0,0.00966434893142848,0,0,0,0,0,0,0,0,0,-0.0112409023515625,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0481960119901321,0,0,0,0,0,0,0,0,0,0.437631094608983,-0.0340508467486703,0,0,0,0,0,0.209287556817729,0,0,0,0,0,0.025528640431426,0.103103164462977,0,0,0,0.133543918901533,0.0846680806107256,0,0,0,0,0,0,0,0.0450217419227535,-0.00550837675942732,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.0556585137052536,0.128287753379185,0,0,0,0,0,0,0,0,0,0,0,0,0.0325027552571756,0.0146632978308313,0,0,0,0,0,0,0,0,0.031579434223958,0,0,0,0,0,0.113383404620754,0.00885868560348041,0,0,0,0.0211632551026637,0,0.142028102156998,0.34288030690914,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0.131429372897704,0,0,0,0,0,0.207631595405435,0,0.126197278894007,0,0.0101084601219294,0,0,0.190752649173903,0,0.218786457002992,0,0,0,0,0,0,0,0,0,0,0,0.00492963488042346,0.0200080382943484,0,0,0.0625222139106505,0,0,0.0144174436131806,0,0,0.15319160657039,0,0,0,0,0,0,0,0,0,0.105941340281066,0,0,-0.00683320089969166,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,-0.0501807010769793,0.0718195922639925,0.253922864824146,0,0.160057114246031,0,0,0,0,0,0.232993621789933,0,0,0,0,0,0.0788365463823226,0,0,0,0,0,0,0,0,0,0,0,0.068612282939474,0,0,0,0,0,0.185367282861097,0,0.00352895934708472,0,0,0,0,0,0,0,0.0280133107152161,-0.00850705694023,0,0,0,0,0,0
