,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X601898.SH,X600188.SH,X600019.SH,X600660.SH,X600886.SH,X600547.SH,X600585.SH,X601600.SH,X600011.SH,X600795.SH,X000792.SZ,X600362.SH,X600010.SH,X600111.SH,X600489.SH,X000708.SZ,X600803.SH,X600027.SH,X002460.SZ,X000301.SZ,X601991.SH,X600426.SH,X002466.SZ,X000983.SZ,X600219.SH,X000786.SZ,X601699.SH,X000807.SZ,X600160.SH,X600985.SH,X600176.SH,X000630.SZ,X600096.SH,X000408.SZ,X002128.SZ,X601168.SH,X000933.SZ,X000883.SZ,X000877.SZ,X600995.SH,X600352.SH,X600378.SH,X002353.SZ,X600863.SH,X600612.SH,X600299.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0.392820487448579,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0743106583892117,0,0,0.0331147414790521,-0.00268473819550973,0,0,0,0,0,0.350559170673791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0355554722986501,0,0,0,0,0.0430118742651302,-0.0722380248738595,0,0,0,-0.103697316077927,0,0
X600028.SH,0.398373845828138,0,0.122053214398756,0,0.0920616301317225,0,0,0,0.105680499878753,0,0,0,0,0,0,0,0,0,0,0,0,-0.00408365391391008,0,0,0,0,-0.175770952764451,0,0,0,0,0,0,0,0.0394125060083237,0,0,0,0,0,0,0.00299322579197115,0.125672692400888,0,0,-8.67361737988404e-19,0,0,0,0,0,0.0417327305982989,0,0.0862658140531579,0,0,0.0160901635768962,0,0
X601088.SH,0,0.0465152750236577,0,0,0.247996815977748,0,0,0,0.0061308332344422,0,0,0,0,0.123593047024255,0,0,0,0,0,0,0,0,0,0,0,0,-0.0592504184346731,0,0,0,0,0,0,0.124350527061653,-0.0733482763488333,0,0,0,0,0,0.0623113233510543,0,-0.0125066732599355,0,0,0,0,0,0,0,0.0944111807082782,0,-0.00774026116114966,0,0,0,-0.0257188293250393,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,-0.0328164581021183,0,0,0,0,0,0,0,0,0,0,0,-0.120361219588264,0,0,0,0.453856243378276,0,0,0,0.00956849209377745,0,0,0,0,0,0,0,0,0.0186748411830239,0,0,0,-0.0632771679183692,0,0,0.0915098970980642,0.0274038392454902,0,0.230221389652813,0,0,-0.0574232836598679,-0.0761764959934893,0.00733145571919521,0,0,-0.0276760153482622,0,0
X601898.SH,0,0.352135108028632,0.205719461922639,0,0,0.199054293314751,0,0,0,0.0133182158854248,0,0.0732053059872133,0,0,0,0,0,0,0.0287747535552744,0,0,0.0334448111572835,0,0,0,0,-0.0251058307165763,0,0,0,0.000829061858651888,0,0,0,0,0,0,0,0,0.122656318292251,0,0,0,0,0,0,-0.0567564775666716,0,0,0,0,0,0,0,0,0,0.016070205411674,0,0
X600188.SH,0,0,0,0,0.0393020519989546,0,0,0,0,0,0,0,0,0,0.0654429370169642,0,0,0,0,0,0,0,0,0,0,0,0,0.120077670789815,0,0,0.451007222977161,0,0,0.253902269682709,0,0,-0.0984849378566537,0.117442821102587,0,-0.0337854730745355,0.102823104684363,0,0,0,0,-0.00341570292087921,0,0.153442742712553,0,0,0,8.67361737988404e-19,0,0,0,0,-0.00879563618462379,0,0
X600019.SH,0,0.316396863744696,0,0,0,0,0,0,0,0,0,0,0.262605027272614,0,0,0,0,0,0.0864443690426592,0.121578190620804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.139714510552459,0,0,0,0,0,-0.0781857209705443,0,0,-0.0291057298408443,-0.00375244340218301,0,0.264591829020765,0,0,0.0707335853512978,0,-0.0152708545184368,0,0,-0.0250936796622605,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0798139258138862,0.0134801629030329,0,0,0.139010686528923,0.296586102806894,0,0,0.117555574405021,0.101436192446984,0,0,0,0,0,0,0,0,-0.228393664756153,0,0,-0.0565194714649848,0,0,0,-0.0764008909377069,0,0,0,0,-0.0871355549631065,0,-0.156029684898329,0,0,-0.0393349098700806,0,0
X600886.SH,0.311365906047083,0,0,0,0,0,0,0,0,0.127394965733322,0,0,0,0.170854079914659,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,-0.0496394987358656,0,0,-0.164881424746914,0,0,0,0,0,0,0,-0.135621447769032,0,0,0,0,0,0,0,0,0,0,0,0,-0.120075680056811,0,0.0379108341146453,0.142351005868052,0,0,-0.0195492852490287,0,0
X600547.SH,0,0,0,-0.0486880657412865,0,0,0,0,0,0,0.0183190088315502,0,0,0,0,0,0,0.11170612982962,0.665821801013499,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00489829867269639,0,0,0,0.0537094620492244,0,0,0.0766126178945716,0,0.0175191374921332,0,0,0,0,0,0,0,-0.367411696717044,0,0,0.0365537598102748,0,0,0,0.0131468074381851,0,0
X600585.SH,0,0,0,0,0,0,0,0.0293959200600449,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0742994705940243,0,0.190475645679705,0,0,0,0,0,0.0943231833564044,0,0,0,0,0,0,0,-0.00633701896932166,0,0,0,0.0629175081640265,0.0666725555006838,0,0.117825033045412,-0.0142055878312242,0,0,0,0,0,0.0992895094813573,0,0,0,0,0.00644106781913331,0,0
X601600.SH,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0.168584916778932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000749638833728418,0,0.550846534236046,0,0,0,0,0,0.057108761011047,0.125961713657686,0.301773704648015,0,0.0728834197907812,-0.0143183291967832,0,0,0,0,0.0902932750898385,0,0,0,0,0,0,0,0,-0.0113512375436976,0,0
X600011.SH,0,0,0.210628168270072,0,0,0,0,0.105460399722912,0.230090980686403,0,0.0480401083969715,0,0,0.18652664440417,0,0,0,0,0,0,0.0055768543220065,0.0786791464455173,0,0,0,0,0,0,0,0,0,0,-0.0685320302921723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0431763053360438,-0.0114578495412129,0,-0.0447486432926252,0,0,0,0,-0.076282090268304,0,0
X600795.SH,0,0,0,0,0,0,0,0,0.132503943639157,0,-0.08914016978085,0,0.119604650073688,0,0,0,0,0,-0.0269955918067814,0,0,0.122706183753175,0,0,0,-0.0533353019522741,-0.0854598943871602,0,0,-0.0330282455070202,0,0,0,0,0,0,-0.0668543846090904,0.0105248754594051,0,0,0,0.241548104077145,0,0,0,0,0,0.139964127114217,0,0,0,0,0,0,0,0,-0.013447279685777,0,0
X000792.SZ,0,0,0,0.0522328396825307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152426263660526,0,0,0.304923015801716,0,0.0916270628123413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0533735651162421,-0.101548270362121,0.097488473937035,0,0,3.46944695195361e-18,-0.0372135841232591,0.0197706720752002,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0.00251579592107249,0,0,0,0.0590829075774126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00627984141423024,0,0,0,0,0,0.053145655652293,0,0,0.0520201772619052,0,0,0.0249595773249132,0.390177938469893,0.105188719625129,0,-0.0118739081281078,0,0,0,0,0,0,0,0,0,0.000797185695174127,0,0,0,0,0,0
X600010.SH,0,-0.0938434163763837,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0551423574692828,0,0,0,0,0,0.0350780174800169,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0336811359902671,0,0,0,0,0,0,0,0,-0.0108396027967481,0,0,0,0,0.0196677139713601,0,0
