,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601898.SH,X600688.SH,X600547.SH,X601600.SH,X600795.SH,X600362.SH,X600309.SH,X300072.SZ,X600188.SH,X600157.SH,X600027.SH,X601991.SH,X600886.SH,X600660.SH,X601992.SH,X600111.SH,X600489.SH,X000898.SZ,X600299.SH,X601158.SH,X000959.SZ,X000709.SZ,X600583.SH,X000792.SZ,X000723.SZ,X002466.SZ,X600339.SH,X000408.SZ,X600098.SH,X000630.SZ,X600352.SH,X000883.SZ,X600219.SH,X600021.SH,X000539.SZ,X000825.SZ,X000027.SZ,X000983.SZ,X002092.SZ,X601699.SH,X000937.SZ,X600623.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.325851412416052,0,0,0,0,0,0,0,0,0.0289348715103889,0,0,0,0,0,0,0,0,0,0.0272605577204767,0,0,0,0.050830840609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0565732179695312,0,0,0,0,0.00357788128257439,0.111472550173936,0,0,-0.00170020849111929,0,0,0,0,0,0
X600028.SH,0.73763521109061,0,0,0,0,0.216620786560586,0,0,0,0.0119568039158921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0633816134636333,0,-0.093173749652617,0,0,0,0,0.013284002683136,0,0,0.0196250560098769,0,0.0915083211520973,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.0690939713015491,0.0836933400805003,0,0.101390884612186,-6.93889390390723e-18,0.0771874197570826,0,0,0,0,0,0,0,0,0.0684110385783978,0,0,0,0,0,0,0,0,0,0,0.0412662040949954,0,0,0,0,0.0457230991563703,0,0,0,0.106958331402938,0,0.0647152433725583,0,0,0,0,0.14604718317847,-0.150583689732887,0.0512933247269313,-0.0366638206357941,0.0193125617915468,0,0,0,0,0,0
X600019.SH,0,0,0.180253009366203,0,0,0,0,0,0,-0.0727824194167917,0,0,0.0201397558650827,0,0,0,0,0,0,0,0,0,0.0975544203274094,0,0.137163059900968,0,0,0,0,0,0,-0.0250945558602506,0,0,0,0,0,0,0,0,0.142204899018641,0,0,0,0,0,0,0,-0.0545569844093884,0,-0.0344668833835415,0.0374931345591694,0,0,0,-0.157978596345943,0,0
X600011.SH,0,0.062008001079084,0,0,0,0,0,0,0,-0.0283153441527724,0,0.273891508653247,0,0,0,0,0,0,0,0,0,0,0,0,-0.0472051031736506,0,0,0,-0.051052556836308,0,0,-0.0282551761338763,0,0,0,0,-0.0443423358407069,0,0,0,0.0208843197098111,0,-0.024515634983812,0,0,0.0993943645293632,0,0,0,0.0491446020410242,-0.027677095727827,0.0284966601709564,0,0,0,-0.0181378314824792,0,0
X600585.SH,0,0.127714655993083,0,0.13744380377156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0572899691199703,0,0,0.0405812761892575,0,0,0.0280622493484225,0,0,0,0,0,0,0,0,0,0,0,0,0.0552067721898125,0,0,0,0,0,0,0,0,-0.298734824982143,-0.0276002501605704,0.0210156375083071,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.0688256042438815,0,0.0036138904592283,0.0263685825494734,0,0,0,0,0,0,0,0,0,0,0.197881155916934,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0.0466198641301227,0,0,0,0,0,0,0,0,0,0.00294197932602637,0,0.0706920534199467,0.0985397783664917,0,-0.020446752917323,0.00441682198365975,0,0,0,0,0,0
X601898.SH,0,0,0.234126249504342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167069319407287,0,0,0,0,0.0647154386326498,0,0.319944813747063,0.0276801990664871,0.0078258518657768,0.0822731064571623,0,-0.0108715968470017,-0.0166140578636061,-0.00153305731245239,0,0,0,0,0,0
X600688.SH,0,0.225753541424105,0,0,0,0,0,0,0,-0.0112975979610595,0,0,0,0,0,0,0,0,0,0,0,0,0.0420639619021782,0,0.00929577791175664,0,0.0767417951079399,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149359223519036,0,0,0,0,0.115705269608686,0,0.0165029965015789,0,0,-5.42101086242752e-20,3.10714925548251e-05,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,-0.0323299798720013,0,0,0,0,-5.42101086242752e-20,0,0,0,-0.0845827466476554,0,0,0,0,0,0,1.01005663203304,0,0,0,0,0,0,0,0,0,0,0,0.0625967940181427,0.0173371085392677,0,0,0,0,0,-0.0477955704579939,0,-0.0222188525811825,0.166511111442827,0,0,0,0,-0.0417157640962617,0.0194122220131234,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0.0737281788894239,0,0,0.286482336045822,0,0,0,0,0,0,0,0.0722912459742663,0,0,0,0,0,0,0,0,0,0,0,0,-0.119215000139999,0,0,0.209835290514765,0,0,-8.67361737988404e-19,0,0,0.0856650523933794,0,0,0,0.00760683150361178,0,0,-0.147114567599329,-0.0140311894415831,0,0,0,0,0,0,0
X600795.SH,0,0.0166142703043457,0,-0.108817716895138,0.028634519934385,0,0,0,0,0,0,0,0.107111615792634,0,0.0274611930358668,0,0,0,0,0,0,0,0,0.0289405419797463,0,0,0,0.126930923715851,0,0,0,-0.0316859857723209,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0200971002376212,0,0,0,0,-0.0190150700076441,0.0241026544007871,0.189051838845804,0,0,0,0,0
X600362.SH,0,0,0,-0.100460048071629,0,0,0,0,0,0,0.278528820520429,0,0,0,0.0969465552345798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.240538577515166,0,0,0.464996076141529,0,0,0,-0.215181186221617,0,0,0,0,0,0,0.147826380131173,0.0537949446440287,0,0.00509279383420931,-0.0276261681980752,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,-0.00118435906828238,0.0263205558238222,0,0,0,0.112026124790547,0,0,0,0,0.381963382326806,0,0,0,0,0,0,0,0.355898607117498,0,0.0554846351378792,0,0,0,0.0198475417585068,0.100207087431946,0,0.0152494050665711,0,0,0,0,0,0,0.0236339866624882,0,0,0,-0.13537881779276,0,0,-0.0113654763019784,0,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0,0,0,0,-0.0180947259872694,0,0.132836614815773,0,0,0,0,0,0,0,0,0,0,-0.0108894129608223,0,0,0.128559283724748,0,0,0,0.13913701925407,0.0672351138515827,0,0.0824817167135342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0568737384084858,4.33680868994202e-19,0.0197859919551329,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0.458628865760255,0,0.0223229137155664,-0.303684672149472,0,0,0,-0.0397071041316675,0,0.252156306689301,0,0,0,0,0,0,0,0,0,0,0,0,0.0576725610170045,0,0,0,0,0,0,0,0,0,0,-0.118040845003878,0,0.111854595505624,0,0,0,0,0.151714722806857,0,0,0.0113086730790962,0,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58887717440997,0,0,0,0,0.156916810159559,0,0.113300217001209,0,0,0,0,0,-0.153430651179411,0,0,0,0,0.236102132984322,0,0,0,0,0,2.16840434497101e-19,0.0796751917239828,0,0,0,0,0.0225310835110414,0,0,0,-0.0175178116981625,0.0145658248594426,0,0,0,0,0,0,0.0906260325920614
X600027.SH,0,0,0,0,0,0,0,0,0,0,0,0.0529759824058492,0,0,0,0,0,0,0,0,0,0,0,0,0.00240809721574406,0,0,0.0617309257906554,0,0.0205572191809784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00215800588020256,0.0111933881214134,0,0,0,0,-0.00127963963170929,0.0122444363755231,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0181539808786388,0,0.00313901936064917,0,0,0,0.038199051387521,0,0,0,0,0,0,0,0,0.0208569027769942,0,0.0835875980040865,0.0429712774145199,0,0,0.0836674397183957,-0.010558056404179,0.0103208607598764,-0.0204195464624718,0,0,0,0,0,0
X600886.SH,0.172288448339668,0,0,0,0,0.0518562138848555,0,0,0,0,0,0,0,0.165337029545675,0.0417296223342748,0,0,0,0,0,0.016535967762533,0,0,0,0,0,0,0.0409321557251974,0,0,0,0,0,0,0,0.0709426622687898,0,0,0,0,0,0,0,0,0,-0.0148504493314363,0,0,0.0378398641931204,0,0,0.00659324631432109,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0.0293653836394916,0,0,0,0,0,0.298903354970643,0,0,0.202644426664144,0,0,0,-0.0277236073038227,0,0,-0.118877984725653,0.156572678143081,0,0,0,0,0,0,0,0.108004490151117,0,0,0,0,0,0,0,0,0.013795429941958,0,0,0,0.0141380277546776,-0.222982683633835,0,0.00654809645235058,0,0,0,0,0,0
X601992.SH,0,0,0.270431371214951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0360796063616221,0,0,0.0278613494129099,0,0,0,0,0,0,0,0,0,0,0,0,0.00476037713975683,0,0,0,0,0.0683366131572668,0,-0.0718586218081284,0.330972040488907,0,-0.00195312516383972,0.000418459159423075,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0.0320356375715726,0,0,0.0573086839885326,0,0.1077274512922,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0494633603389421,0,0,0,0,0,0,0,0,0,0,0,0.107861449485785,0,0,0.0868734330272472,0.0262108323521272,0,0.0771105145665785,0,0,-0.0202153723578446,0,0.0935687587026861,0,0,-0.019435670300646,0.00595756965781483,0,0,0,0,0,0
X600489.SH,0,0,-0.00202993530997188,0,0,0,0,0,0,0.812379321304509,0,0,-0.0444687090644592,0,0.10207937542322,0,0.135070795615241,0,0,0,0,0,0,0,0,0,0,-0.0597545582957745,0,0,0,-0.0339655373278989,0,0,0,0.0190494827199679,0,0,0,0,-0.0639737716373515,0,0,0,0,0,0,0,0.0892381086536098,0,-0.0102050699586201,0.00808666762579329,0,0,0,0,0,0
X000898.SZ,0,0,0,0.342303403344264,0,0,0,0.0188872406533255,0,0,0,0,0.0789802264681895,0,0,0.0163663295558568,0,0,0,0,0,0.0913545979458993,0,0,0,0,0,0,0.800496765823909,0,0,-0.00796598044269945,0,0,0,0,0,0,0,0,0.0944749443347095,0,0.0991702062709986,0,0,0,0,0,0,0.160060090123915,-0.0491182546507359,0.0523881301340095,0,0,0,0,0,0
X600299.SH,0,0,0,0,0,0,0.309843283172467,-0.0232095843304848,0,0,0,-2.61987493888083e-05,0.0620266401545627,0,6.93889390390723e-18,0,0.0781532214297527,0,0,0,0,0,0,0,0,0,0,0.0839990240341194,0,0,0,0,0,0.162989477255593,0,0,0,0,0,0,-0.0471681281939698,0,-0.0830231308352441,0,0,-0.0214792710410116,0,0,0,0,-0.00379880473626292,0,0,0,0,0,0,0
X601158.SH,0,0,0,-0.0796865832396744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0553065668723424,0,0,0,0,0,0,-0.00307439148136926,0.00918056950078024,0.06413977066387,0,0,0.188536492256713,0,0,0,0,0,0,0,0,0.0577278923661984,0,0,0,0,-0.0333379034193132,0.0116417218337663,0,0,0,0,0,0
X000959.SZ,0,0.115560774565043,0,0,0,0,0,0,0,0,0.258116362266861,-0.235363381638658,0,0,0,-0.0133921131492891,-0.165332907711329,0,0,0,0,0.119613800622356,0,0,0,0,-0.132455686203304,0,0,0,0,0,0,0,0,0,-0.122068255550477,0,0,0,0,0,0.026425055701908,0,0,-0.0710938850103748,0,0,0.24359702841441,0,0.0635715576796434,-0.0545607394370595,0,0,0,0,0,0
X000709.SZ,0,0,0,0.0286376684059734,0,0.0111073967271858,0,0,0,0,0.0974852838097597,0,0,0,0,0,0,0,0,0,0,0,0,-0.03092986429386,0.279275649400802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0806972913666349,0,0,0,0.110374196500845,0,0,0,0,-0.00870685401615909,0,0,0,0,0,0
