,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600585.SH,X600188.SH,X002460.SZ,X000792.SZ,X600019.SH,X601898.SH,X002466.SZ,X600111.SH,X002271.SZ,X600011.SH,X000877.SZ,X600660.SH,X000708.SZ,X600010.SH,X600547.SH,X000301.SZ,X601600.SH,X600886.SH,X600426.SH,X600176.SH,X600362.SH,X600795.SH,X000983.SZ,X000786.SZ,X600096.SH,X600803.SH,X600801.SH,X000723.SZ,X601991.SH,X600486.SH,X601699.SH,X000408.SZ,X600219.SH,X600141.SH,X600027.SH,X000932.SZ,X600295.SH,X000807.SZ,X000830.SZ,X002080.SZ,X600985.SH,X300073.SZ,X600157.SH,X000630.SZ,X002353.SZ,X600489.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0884994905921434,0,0,0,0,0,0,0,0.132180153780212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023444979415022,0,0,0,0.125064918029631,0,0,0,0.0109074894845112,0,0,0.0752515130945439,0,0,0.0537094433974711,0,0.0771930050539835,0,0.0188443466273389,0,0,0,0.0739600427145174,0.0737529057494983,0,0,-0.0208634711308061,0,0,0,0,0,0
X601088.SH,0.167019181843016,0,0,0,0,0.246513282967244,0,0,0,0.261779299481377,0,0,0,0,0,-0.0720230572771626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.101328512329815,0,0,0,0,0,0,0.0941293290685728,0,0,0,0,0,0.132389004352846,-0.0275039763611899,0,0,0,0,0,0.0448505360138465,0,0,0,0,0,0,0
X600028.SH,0.0506915066754852,0,0,0,0,0,0,0,0,0.0403246431335312,0,0,0,-0.0854123231106979,0,0,0.00365452656280797,0,0,0.000630946999959858,0.0426479517219404,0,0.0291403289555466,0,0,0,0,0.00487582018341226,0,0,0,0,0,0,0,0,0.0839230526883932,0,0,0,0.0619347245887694,0,0,0,0,0,0,0,0.0198673624084099,0,0,0,-0.0176201154945298,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241277035315003,0,0,0.170888365972173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0171218910275079,0.0156702382990883,0,0,0,0,0,0,0,0.0790725219859162,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0.0494952557539864,0,0,0,0,0,0,0,0,0.0184489507356835,0,0,0,0,0,0,0,0,0,0,0.0264733101808782,0,0,-8.67361737988404e-19,0.0670087706953462,0,0,0.383160838434818,0.0198959912475058,0,0,0,0,0,0,0.0309598693341288,0,0,0,0,0,0,0,0,0.00391131672250241,0,0,0,-0.0242745463461656,0.012030463117707,0,0,0,0,0,0
X600188.SH,0,0.317590602239247,0,0,0,0,0.0538356357455066,0,0,0,0.0552922836984715,0,0,0,0,0,0,0,0,0,0,-0.110177408922237,0.0678893733337629,0,0,0,0.0217748683421618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037462221829532,0,0,0.559008747433392,0,0,0,0,0,0.19693413360324,0.0794353259072346,-0.0017022826221099,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0.531957789865575,0.22225179010001,0,0.0570007943983635,0,0,0,0,0,0,0.0713773679128321,0,0,0,0,0,3.46944695195361e-18,0,-0.0349832558946313,0,0,0,0,-0.000589973427713132,0.0391965894472879,0,0,0,0,0,0,0,0,0,0,0.0385259276002839,0,0,0,0,0,-0.0829337336186076,0.0264401757785228,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.0309192821997154,0,0,0,0,0.355819551388194,0,-0.069163339155861,0,0,-0.00755229311645903,0,0,0,0,0,0,0,0,0,0,-0.00181597432503786,0,0.0599199948289612,0.0723971282122013,0,0,0,0,0,0,0,0.290844967151174,0,0,0,0,0,0,0,0.0890779210582499,0,0.170694198805484,0,0,0,0,-0.00980804447003743,-0.0341380092681118,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0257032948841151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0334344033638716,0,0,-0.0237912331235446,0,0,0,0,0,0.481362104105976,0,0,0,0,0.121411821370759,0,0,0,0,0,0,0,-0.0288423088909796,0,0,0,0,0,0
X601898.SH,0,0.129596271416863,0,0,0,0,0,-0.00924776459454465,0,0,0,0,0,-0.0488764872329135,0,0,0,0,0.138234096927937,0,0,0,0,0,0,0,0.216511775841695,0.0248113602450757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217784142380004,0,0,0.158670829847514,0.0596596930593032,0,0,-0.00795805044694383,-0.0263537819681468,0,0,0,0,0,0
