,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600011.SH,X600019.SH,X601898.SH,X601991.SH,X600111.SH,X601600.SH,X600362.SH,X600886.SH,X600795.SH,X600010.SH,X600188.SH,X600688.SH,X600309.SH,X600583.SH,X002353.SZ,X600027.SH,X601992.SH,X000792.SZ,X601158.SH,X000898.SZ,X000883.SZ,X600315.SH,X600490.SH,X600489.SH,X000709.SZ,X600547.SH,X000629.SZ,X000831.SZ,X000825.SZ,X600352.SH,X000539.SZ,X600660.SH,X601699.SH,X000630.SZ,X600549.SH,X000983.SZ,X600307.SH,X000937.SZ,X000027.SZ,X002470.SZ,X000960.SZ,X600578.SH,X000959.SZ,X600516.SH,X600863.SH,X600008.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0.0122246638491256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00683766503525342,0,0,0,0,0,0.0143531845531084,0,0,0,0.00844433566509992,0,0,0,0,0,0,0,0.0857050800185186,0,0.0280199954662144,0,0,0,-0.00301214227496531,0,0,0,0.0167124346954581,0.130847628393081,0,0,-0.00978262089854716,0,0,0,0,0,0
X600028.SH,0,0,0,0.159482437869007,0,0,0,0,0,0,0,0,0,0,0,0,0.00599209348633312,0,0.04038095428941,0,0,0.0707502279525651,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.00384646173723986,0,0.0460874363095116,0,0.0393531526042823,0.0120255437257545,0,0,0.00906535612021003,0.106114886675693,0,0.0411056076252796,0,0,0,-0.0204719009056788,0.0341305962797348,0,0,0,0,0,0
X601088.SH,0,0,0,0.0797795909422625,0.0335918988600713,0,0,0,0,0.0954302423635433,0,0,0,0,0.0581019433095027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0.112277154605619,0,0,-0.049461936405574,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0.119019263206345,0.217749024708023,0,0,0,0.0974031002697389,0,0,0.0107774420550627,0,0,0,0,0,0,0,0,-0.0442825075369482,0.0453247783167475,0,0.231271870129483,0,0,0,0,0,0.0769699459800754,0.0372600267999308,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,-0.00408249831083949,-0.0015091348271328,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0.00430117138279592,0,0.161594058520025,0,0,0,0,0,0,-0.251030450469386,0.0854371137010558,0,0,0,0,0,0,-0.0237005827214322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112493496599037,0.137925838654141,0.0727003993730393,0,0,0,0.0307759616183728,0,0,0,0,0,0,0
X600019.SH,0,0,0.0386828525083953,0,0,0,0,0,0,0,0,0,0,0,0.049151581233254,0,0,0,0,0,0,0,0,0,0,0.209049172122693,0,0,0,0,0.108751441952459,0,-0.0246672775775429,0,0,0,0.028518227878728,0,0,0,0.0796243801523259,0.105167850042178,0,-0.0900157052338445,0,0,0.128763553879855,0,0.245005031042674,0,0,-0.00543028172240223,0,0,0,0,0,0,0
X601898.SH,0,0,0.00875557621405316,0,0.0398432539060666,0.0977232785728735,0,0,0,0,0,0,0,0.0392929588659828,0,0,0,0,0,0,0.114770751609694,0.053902496317744,0,0,0,0,0,0,0,0,0.0428600067665051,0.20259407143362,0,0,0,0,0,0,0,0,0,0.0599420234383033,0,0,0,0,0,0,0.0807814828160013,0.0259426963528912,0,0.0028546747315391,-0.00532279869407164,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0395177859620938,0,0,0,0,0,0.05780292582248,0.0528038473416671,0,0,0,0,0,0,0,0.0105815577758131,0,0,0,0.123096607211257,0,0.0577600720607793,0,0,0,0,0,0,0,-0.0105863820782735,0,0,0,0.0136675635963635,0.167237953672424,0,0,0,0,0,-1.0842021724855e-19,-0.000857009098418867,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040535329497312,0,0,0,0,0,0.0328726978958599,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0.0196766189264152,0,0.0382615389716517,0,0,0,0.0749088303659824,0.0405852672980689,0.245989633303562,0,0.0852441191171928,0,0,0,0.0683740880407917,0,0.00394082608187628,0,0.00441968056231092,0,0,-0.00610212746754302,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0355074445680528,0,0,0,0,0.00529127883787209,0,0,0,0.0791270394245423,0.0474328088286889,0,0,0,0,0,0,0.11654629121003,0,0,0,0,0,0,0,0.265379532503953,0,0.141463305693737,0,0.231483128996618,0,-0.124872090031771,0,0,0,0,0,0,-0.0399340760757445,0,0,0,0,0,0,0
