,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X601600.SH,X600010.SH,X600309.SH,X600011.SH,X601898.SH,X600688.SH,X600795.SH,X600660.SH,X002466.SZ,X600188.SH,X601992.SH,X300072.SZ,X600362.SH,X600547.SH,X601991.SH,X002460.SZ,X600886.SH,X600111.SH,X000898.SZ,X600516.SH,X000709.SZ,X600157.SH,X600027.SH,X600176.SH,X000786.SZ,X000792.SZ,X000553.SZ,X000408.SZ,X600352.SH,X600219.SH,X600489.SH,X600808.SH,X000959.SZ,X600299.SH,X600339.SH,X002271.SZ,X601158.SH,X000723.SZ,X000883.SZ,X000983.SZ,X601699.SH,X002092.SZ,X000630.SZ,X002470.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.602142789910057,0,0,0,0,0,0.00112544655347916,0,0,0,0,0,0,0,0,0.0150062231384011,0,-0.033638934688912,0,0.0179246082353763,0,0,0,0,0,0,0,0,0,0.01593827168966,0,0,0.0427282054463769,0,0,-0.042056758336305,0,0,0,0.0875103928424064,0,0,0,0.0338582973837319,0,0,0,0,0,-0.00523198259353349,0,0,0,0,0,0,0
X600028.SH,0.346344981058778,0,0,0,0.128966884466285,0.000465750119873527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044476263092799,0,0,0,0,-0.0667352185835647,0,0.0175605407496707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0142122876780901,0,0,0,-0.000766524226101283,0.0066477739653223,0,0,0,0,0,0
X601088.SH,0,0,0,0.0732804858763123,0,0,0,0,0,0,0,0.659960406719983,0,0,0.0632325190911901,0,0,0,0,0,-0.0250027407989789,0,0,0,0,0,0,0,0,0.0831621171457377,-0.0232057871920263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11209660383669,0,0,0,0.0636185691759886,-0.0468889823599248,0,0,0,0,0,0
X600019.SH,0,0,0.0940353545000222,0,0,0,0,0,0,0,0,0,0.107943835105358,0,0,0,0,0,0,0,0,0,0.093957767986257,0.141491896546235,0,0,0,0,0,0,-0.0379082984391008,0,0,0,0,0,0.163880084365752,0.128225521304911,0,0,0,0,0,0,0,0.0671093945597503,0,0,0,-0.090059353916797,0.0137299429610878,-0.0235161457426659,0.147203350494653,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0.175217283229675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0796653056597345,0,0,0,0,0,0.219761201581791,0,0,0,0,0,-0.184350577360011,0,0,6.93889390390723e-18,0,0,0,0,-0.100818734496965,0.088069595124987,-0.0623630818091183,0,0,0,0,0
X601600.SH,0,0,0,0.00778434451076976,0,0,0,0,0,0,0,0,0,0,0,0,-0.0297268594269674,0.0093344458720456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0872250617769285,0,0,0,0,0.0642100237581217,0,0,0,0,0.00847885352865008,0,0,0,0,0,-0.0142565495986253,-0.0410064029867875,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.0757386290466783,0,0,0,0,0,0,0,0.0253194313603591,0,0.0233593824994484,0,0,0.00739952428518357,0,0,0,0,0,0,0,0.028262572353703,0,-0.00817830947226317,0.0535427884985165,0.0208495736475398,0,0,0,0.243605507698449,0,0,0,0,0,0.0635498493499785,0,0.0823581746347831,0,0.0134297016114726,0,0,0,0,0.00337079643273314,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0195389431163437,-0.0998303802012876,0,0,-0.109631538514036,0,0,0,0,0,0,0,0.0867722016329272,-0.136953975749965,0,0,0,0,0,0,0,0,0,0,-0.161360022156553,0,0,0,0,-0.125028151964308,0.372270368293755,0,0,0,0.0565513096460103,0,0,0,0,0,0,0
X600011.SH,0,0,0.053314778205643,0,0,0,0,0,0,0,0,0,0,0.0213802834084409,0.165811045230706,0.0916426060959428,0,0,0,0,0,0,-0.038040188142551,0,0,0,0,0,-0.00895391528690175,0.017903313918018,0,0,0,0,0,0,2.16840434497101e-19,0,0.0159575557634799,0,0,0,0.0474988080582112,0,0.00509250620558625,0,0,0,0,0,-0.00893053541366735,0.012537552813404,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0.051504482776559,0,0,0,0,0,0,0,0.248026541929112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0208217545969346,0.0363487296572029,0,0,0,0,0.0593887184800034,0,0,0,0,0,0,0,0.139090965506752,0.0638276004087475,0.00204672554182559,0,0,0,0,-0.00343232864495137,0,0,0,0,0,0
