,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X600585.SH,X600111.SH,X600019.SH,X002466.SZ,X000792.SZ,X600010.SH,X600011.SH,X600188.SH,X600660.SH,X000877.SZ,X002271.SZ,X000301.SZ,X601600.SH,X000708.SZ,X601898.SH,X600547.SH,X600362.SH,X600886.SH,X600176.SH,X000723.SZ,X600426.SH,X002080.SZ,X000408.SZ,X600803.SH,X600219.SH,X002326.SZ,X000786.SZ,X600795.SH,X601991.SH,X300073.SZ,X300037.SZ,X000831.SZ,X600516.SH,X000959.SZ,X600688.SH,X600027.SH,X600399.SH,X000825.SZ,X600096.SH,X600141.SH,X600801.SH,X600352.SH,X600157.SH,X600486.SH,X600489.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.347646230515438,0,0,0,0,0,0,0,0.0647279010889295,0,0,0.0312792263157549,0,0,0,0,0,0,0,0,0,0,0,0,0.0894184707329661,0,0.00586699003815811,0,0,0,0,0,0,0,0,0.00749924802958357,0.0195645746650771,0,0.108566061086249,0.0163764351799913,0,0,0.0800087955753962,0,0,0,0,0,0,0,-0.0135264343072416,0,0,0,0,-0.0603035326731809,0,0
X600028.SH,0.21858946341586,0,0,0,0,0,0,0,0,0,0,0.0396163029698306,0.0686772819559458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0689659915593525,0,0,0,0,0,0,0,0,0,0,0.0636398254444766,0,0,0,0,0,0.0931836254602296,0,0.0869596001275012,0,0,0,-0.0170701621410113,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.093449997228712,0,0.0475436286289563,0.223994075368858,0,0,0,0,0,0.166907786539474,0.406307702269164,0,0,0.101236432359139,0,0.0574560835188856,0,0,-0.127915556866155,0,0.0109242544796647,-0.0222604363513207,0,0,0,0,0,0,0,0,0,0.00959816308060478,0,0,0,-0.0107789949151536,0,0,0,0,0,0,0,0.0127111327696753,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,-0.00938229861433406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253972590478196,0.131023394825861,0,0,0,-0.0685169907820139,0.0945064156731342,0,0,0,0,0,-0.00212640961961056,0,0,-0.0477646633431266,0,0,0.00627344211815078,-0.091826874698759,0,0,0,0,0,0,0,0.0363014754091318,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.490263174952748,0.0216324311859509,0,0,-0.111539151379896,0.140774344424286,-0.0312639214095744,0,0,0,0,0,0,0,0,0,0,0,0,0.0539841246232804,0,0,0,0,0,0,0,0.0826603919131302,0,0,0,1.35525271560688e-20,0,0,0,0,0.155295545831671,0,0,0,0,0,0,-0.00453831685887905,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0520355601260169,0,0.0483425504783102,0,0,0,0,0,0,0,0,0.191654909445812,0,0,-0.191752889905874,0.000881096327599748,0,0,-0.0291433559351419,0,0,-0.0315990186887013,0,-0.00572866362634575,-0.0737705087159531,0,0,-0.0188592308005657,0,0,0,0,0,0.581333001045424,0,0,0.00830389854384621,0,0,0,0.033357112382119,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0.0712071856202761,0,0.42811195237029,0,0,0,0,0,0.141006870917931,0,0,0,0,0,0,0,0,0,0,0.101133350980978,-0.0326005130673336,0,0,0,0,-0.0756445442336937,0.195520393396339,0,0.134514068564367,0,0,0,0,0.221506002109814,0,-0.128200006342029,-0.0254499646729514,0,0,0,0,0,0,0,0.00124209331400971,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.00671055082084035,0,0,0,0.0523675672622096,0,0,0,0,0,0,0,0.221484407906345,0,0,0,0,0,0.0262937094141659,0.0429059789604855,0,0,0,0.0784437823997987,0,0,0,0,0,0,0.0418520968052207,0,0,0,0,0,0.109498806304845,-0.00427347162458849,-0.0404995916375339,0.28230613813774,0,0,0,0,0,-0.00528505727034581,0,0,0,0,0,0,0
X002466.SZ,-0.0270708474468997,0,0,0,0.439344123331326,0,0,0,0,0.11169033408742,0,0,0,0,0,0,0,0,0,0,0,0.0225810549890516,0,0,0.0829151188315633,0,0,0.0634496293584927,0,0.0237274824806799,0.0687141987317496,0,0,0.0453356730739452,0.0866907881116287,0,0.140062803143046,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0529712751720959,0.0433153305825247,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0.328096127736923,0,0,0,0.0497619304295783,0,0.0829078756340521,0,-0.0515511767912192,0,0,0,0.124798822922215,0,0,0,0,0,0,0,0,0,0.130408258188582,0.0730314593482499,0,0,0,0,0,0,0,0,0.0712052419693229,0.261620704785558,0,0.147819052162542,0.138880396188579,0,-0.0560883663958657,0,0,0,0,-0.229352693100762,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.236711042517398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245185930881954,0.0260011467148452,0,0,0,0,0,0,0,0,0,0,0.094127466554849,0.0623334632406618,0.11768890487538,0,0.134382378664687,0,0,0.00419352445070918,0.0600071555391856,0,0,0,0,0,0,0.0151033857652535,0.0168780985795959,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.032042238476682,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0516418817875884,0,0.084363936527672,0,0.105764142233811,0,0,0,0,0.526744554288348,0.00443592338493326,0,0,0.0794299560823028,0,0,0,0,0,0,-0.0161973690827109,1.73472347597681e-18,0,0,0,0,0,0
X600188.SH,0,0,0.582579995494656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188284684662988,0,0.213739559750455,0,0,0,0,0,0,0,0,0.0607556976935116,0,0.0161270810805784,0,0,0,0,0,0.100646599441877,0,0,0.119034949316497,0,0,0,0.0356290707166723,0,0.0229139418620865,0,0,0,0,0,0,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,-0.133530165945131,0,0,0,-0.0122602869163259,0,-0.0362384052998445,0.0948935533853987,0.041217864065164,0,0,0,-0.0684815468322594,0,-0.0909762624496205,0,0,0,0.0633027191134801,0.0558514999147349,0,0,0,0,0,0,0,0.0458318966493904,0.16516241088541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0544527904638321,0,0,0,0,0,0
X000877.SZ,0,0,0,0,0,0,0.0540239843443634,0.00941635753055029,0,0,0.111630515798507,0,0,0,0,0,0,0.0189841084477678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0362709921936517,0,0.0515515845712577,0.0419690367196803,0,0,0,0,0.27637876299343,0.18741681054828,0,0,0,0,-0.0165139594487346,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0.00640342649399656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.041604242465884,0.0230225375782189,0,0,0,0.959265745214515,0,0,-0.0680996947286935,0,0.0253193505615843,-0.0482185849539393,0,0.0336110007049965,0,0,-0.136665121387547,0,-6.93889390390723e-18,0,0,0,0,0,0,-0.00982851109970159,0,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0.101407870990217,0,0.057278123025189,0,-0.0379728401855842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.552868001000903,0.147844529749005,0,0,0,0,0,-0.0118547361908828,0,0,0.027698065333737,0,0,0,0,0,0.0727086508497628,0,0.0509611828709969,0.248697024351156,0,0,0,0,0,0,-4.33680868994202e-19,-0.0266903404746563,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.00767347377442486,0,0,0,0.0872749220128783,0,0.345663670461813,0.00164399216882143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083753391077763,0,0,0,0,0,0.130072913837498,0,0,0,0,0,0.37617781715553,1.73472347597681e-18,0,0,0,0,0,0,0,-0.0116437321246492,0,0,0,0,0,0,0
X000708.SZ,0,0,0.0286919449738325,0,0,0,0.0149407916441132,0.137429198853834,0,0,0.0278561376223265,0,-4.33680868994202e-19,0,0,0.0618364574748635,0,0,0,0,0,0,0,0,0.037865879827277,0,0,0,0.00530878451128956,0,0,0,0,0,0,0,0,0.152454149464863,0.0419281222068551,0,0,0,0,0,-0.0314620104163766,0,0,0,0,0,0,0,0.0303658113554253,0,0,0,0,0,0
X601898.SH,0,0,0.362806172712796,0,0,0,0,0,0,0,0,0.0696103069063688,0.265093260801488,0,0,-0.0800791202887444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0252508843284482,0,0,0,0,0,0,0.0539063311870946,0,0,0,0,0,0,-0.0945973734241318,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,-0.0282534588487154,0,0,0,-0.02954989406125,0,0,0,-0.0766359348241395,0,-0.00736046152995744,0,0,0,-0.00370118420231621,0,0.0019915963118467,0,0,-0.103304438977637,0,0,0,0,0,0,0,0.0391061559192891,0,0,0.00761630541640019,0,0,0,0,0.0760143287195165,0,0,0,0,0,0.854535228495489,0,0.00224843636890279,0,0,0,0,-0.0159629662494149,0,0
