,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X600010.SH,X601898.SH,X600886.SH,X601600.SH,X600660.SH,X600188.SH,X600362.SH,X601991.SH,X600352.SH,X000708.SZ,X600795.SH,X600688.SH,X000723.SZ,X600801.SH,X600111.SH,X600027.SH,X601992.SH,X600516.SH,X600489.SH,X002271.SZ,X000786.SZ,X000898.SZ,X600176.SH,X002460.SZ,X600299.SH,X002466.SZ,X000709.SZ,X601158.SH,X600426.SH,X600612.SH,X000883.SZ,X000629.SZ,X600219.SH,X002353.SZ,X600583.SH,X000027.SZ,X000630.SZ,X000553.SZ,X601699.SH,X000825.SZ,X600315.SH,X600985.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.010757951098245,0,0,0,0,0,0,0,0,0,0.0437027455249029,0,0,0,0.0450013957190758,0,0,0,0,0.0273869788213269,0,0,0,0,0,0,0.0864754727526187,0.012777556532025,0,0,0.0750967479045826,0,0,0,0,0.0607538621292495,0,0,0,0,0,0,0,0,0,-0.00319729164985996,0,0,0,0,0,0,0
X600028.SH,0,0,0.0164676411400911,0,0.101750910719849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0758271203968724,0,-0.0094614207654713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0791629764245396,0,0,0,0,0,0,0,0,0,-0.0134307550119438,0,0,0.133176981268179,0,0.0218317853493487,0,0
X601088.SH,0,0,0,0.331519823261784,0,0,0,0,0,0,0,0,0,0.102746107535688,0,0,0,0.072605011048171,0,0,1.73472347597681e-18,0,-0.00667764168173927,0,0,0.0386296653434111,-0.0222462233709933,0.0798583231890174,0,0,0,0,0.0204910111410314,0,0,0,0.0335045262210554,0,0.0109250564856489,0,0,-0.00803937831406384,0,0,0,0,0,0,0,0,0,-0.0330487024862041,0.0497190349743564,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157309244759784,0,0,0,-0.033545030942405,0.425434751669941,0,-0.090916929396129,0,0,0,0.140453945425135,0,0,0,0,0,0,0,0,0.0303394010739184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00410638718091227,0,0,0,0,0.0330617502490993,0,0
X600309.SH,0,0,0,0,0,0,-0.0464962949033142,0,0,0,0,0,0,0.0742198184136173,0,0,0,0,0,0,0.0660227069068975,0,0,0,0,0.238978408047973,0,0,0,0,0,0.0609665459864226,0,0.027705701685924,0,0,0.0369783065275468,0,0.107171560215374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00408729827724794,0,0
X600019.SH,0,0,0.0653630101523344,0,0.0161593786220137,0,0,0,0,0,0,0,0.214241265778837,0,0,0,0.067531657835927,0,0,0,0.0404711544969706,0,0,0,0,0,0.017570013425043,0.0644919929063048,0,0,0,0,0,-0.0457010474640051,0,0,0,0,0,0,0,0,0.0204953641304961,0,0,0.183678715303686,0,0,0,0,0,-0.00307153504071526,0.00845575935994578,0,0,0,0.0039483154905093,0,0
X600547.SH,0,0,0,-0.0922924854741224,0,0,0,0,0,0,0,0,-0.298626374111474,0,0,0,0,0,0,0,0,-0.117635006560643,0.0370446362422617,0.127377071851261,0,0,0.607646057643498,0,0,0,0.0378150283470317,0,0,-0.0561814241168309,0,0,0,0.162211839363654,0,0,0,0,0,0,0,0,0,0,-0.319605781704058,0,0,-0.0383519487711262,-0.0175909027019543,0,0,0,0.0936905192240269,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,-0.00594698181543926,0,0,0,-0.0255690322509577,0.112880349320254,0,0.43721548790429,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0626900633573719,0,0.0147787309270782,0,-0.118819140449758,0,0.101172770141049,0,0.18242205950706,0,0,0,0,0,0,0,-0.109044761809719,0,0.0234207714089641,-0.044879254277487,0,0,0,-0.0140450811409439,0,0
X600010.SH,0,0,0,0,0,0,-0.0119876702070793,0,0,0,0,0,0.010733917247848,0,0,0,0,0,0,0,0.11482205585961,0,0,0,0,0.0528177862113639,0,0,0,0,0,0.0350773666937926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0378244556661785,0,0.264817833012953,0,0.00238024747209863,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,-0.00587227484738524,0,0,0,0,0,0,0.126603291681458,0,0,0,0,0,0,0.057960120348253,0,0,0,0,0.0053860603199547,0,0,0,0,0.108893701412085,0,0.0365774982812486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261341907155492,0,0.099860907181968,0,0.0214725780540941,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0933454715230423,0.0788430510992351,0,0,0.0717343550651743,0,0.0572732217084571,0,0,-0.203981284285182,0,0,0,0,0,0,0,0.0614586330451503,0,0,0.0949076932150316,0,0,0,0,0,0,0,0,0,0,0,0.0597206945268362,0,0,-0.0203390679773701,0,0,0,0,0.106622932795543,0,0
