,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002466.SZ,X002460.SZ,X600585.SH,X601898.SH,X000792.SZ,X600011.SH,X600019.SH,X000301.SZ,X600111.SH,X600660.SH,X000708.SZ,X600010.SH,X600886.SH,X600547.SH,X000877.SZ,X601600.SH,X600795.SH,X002271.SZ,X601991.SH,X600027.SH,X600426.SH,X000983.SZ,X600803.SH,X600362.SH,X600176.SH,X601699.SH,X000408.SZ,X000629.SZ,X600348.SH,X600096.SH,X000723.SZ,X600995.SH,X000786.SZ,X000933.SZ,X600141.SH,X600219.SH,X600160.SH,X600985.SH,X600489.SH,X600157.SH,X300073.SZ,X002353.SZ,X002080.SZ,X600295.SH,X600378.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0346283444274624,-0.0434360484547191,0,0,-0.0311514430023762,0,0,0.0191684684194982,0,0,0,0,0.0924000367385382,0,0,0,0,0,0,0,0,0,0.179359999886901,0,-0.0472668102469815,0.0139401888655918,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0.132781465943536,0,0,0.0229275647971657,0,-0.0253635520635134,0.00651961132633527,0,0,0,0,0,0
X601088.SH,0,0,0,0.0457513570211354,0.340655276987183,0.0872043967668401,0,0,0.22165122385115,0,0.0502636063241208,0,-0.0850079293485459,-0.112847031229691,0,0,0,0,0,0,0,0,0,0,0,0,0.198783767626522,0,0,0,0,0,-0.196768421701644,0,0,0,-0.0530907410899458,0,0,0,0,0.0661665876777853,0,0,0,0,0,0,0.0920394806732633,0,0,0,0.00358594393092322,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.00340846322010866,0.0300745088173238,0,0.0426151172705183,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0.0849841177702318,0,0,0.0101447755633245,0,0,0.0185341574367072,0.0165846930320947,0,0,0.0159039073190757,0,0,0,0,0,-0.00118930060126449,0,0,0,0,0,0,0.11218341721673,0,0,0,0,0.0112274668103792,0,0,0.00511084592701684,0,0,0,0,0,0,0
X600309.SH,0,0.0438537687511492,0,0,0,0,-0.0197609227359382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0401054844274079,0,0.0331935312236273,0,0,0,0,0.108131601489322,0,0,0,0,0,0,0,0,0,0,0,0,0.148203233388731,0,0,0,0.00623983603545427,0,0,0,0.0460955949955058,0,0,0,0,0,0.029010602884517,0,0
X600188.SH,0,0.178785977030927,0,0,0,0,0,0,0.346000127402855,0,0,0,0,0,0,-0.163118562121691,0,0,0,0,0,0,-0.0887999403589757,0.0446319744965353,0,0,0.0960062069729187,0,0,0,0.0229052427158934,0,0,0,0,0,0,0,0.153825074150635,0,0,0,0,0,0,0,0,0,0,0,0,-0.130181261077916,0.0135774395599507,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0.710306457502495,0,0,0,0,0,0.0866487899116959,0,0,0,0,0,0,0,0,0,0,0,-0.0662284506246071,0,0,0,0,0,0,0.34522199387627,-0.0346452135638874,-0.0385848999360528,0.0124658660114607,0,0,0,-0.123602933253282,0.113039239355823,0,0,0.119466646544775,0,0,0,0.205730156371958,0,0,0,0,0.026952363859036,0,0,0,0,-0.113585707950584,0,0
X002460.SZ,0,0,0,0,0,0.270042056432915,0,-0.26692611436619,0,0,0,0,0.0547194679198698,0,0,0,0,0,0,0.0752714259678846,0,0,0.0506466077988377,0,0,0,0,-0.131691196059723,0,0,0.0223986261616748,0,0.0442841678808362,0.0395951224153056,0,0.122067527361961,0,0,0.0573076818719458,0.130840631055431,0,0,0,0,0,0,0.0182349784619886,6.93889390390723e-18,0,0,0,0.091327616124206,-0.0666648684767186,0,0,0,-1.38777878078145e-17,0,0
X600585.SH,0,0,0,0,0.0234305034943482,-0.0245474879555566,0,0,0,0,0.0469819732466853,0,-0.020037055308564,0,0,0.0657755986512661,0,0,0,0,0,0.0931601657131266,0,0.0495976650719442,0,0.00334482423787136,0,0,0,0,0,0,0.0400307207705514,0,0,0,0,0.243940499222647,0.0676489568107503,0,0,0,0,0,0,0,0.141625731687397,0,0,0,0,0.0501331871981664,0.0104997175641256,0,0,0,0,0,0
X601898.SH,0,0.0490783871792467,0,0,0.0398123280726193,0,0,0,0,0,0.0233260081860001,0,0,0,0,0,0,0,0,0,0,0,-0.0321156243139459,0,0,0,0.355063651069087,0,0,0,0.0667341795139932,0,0,0,0.16770682728248,0,0,0,0.0387783356504991,0,0.103112217833604,0,0,0,0,0,0.0900337098030715,0,0,0,0,0,-0.0253540561702246,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.0744985513623943,0.177091818511184,0,-0.0165420153999397,0,0.135830289796111,0,0,0,0,0,0.00822887579951262,0,0,0,0.0807237700439074,0,0,0,0,0,0,0,0.101121025977639,0,0,0.259723288181201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00716996166585957,0,0,0,1.73472347597681e-18,0,0,0,-0.0436619082653571,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0.0986548397126577,0,0,-0.0241021808402219,0,0,0,0,0,0,0,0,0.097331853568547,0,0,0.623774370892378,0,0,0,0,0,0,0,0.0685010012605605,0,0,-0.0570779236044549,-0.142663034601716,0,0,0,0,0,0,0,0.0859368761607278,-0.421453461851347,0,0,0,0,0,0,-0.00745702691518362,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0.131332304499449,0,0.0667121810559708,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,-0.0233181183521359,0,0,0,0.316449954436621,0.103926985342919,0,0.0286431491475513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0.0353965711002018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141614568553183,0,0,0,0,-0.00363321394879655,0.0821873595634406,0,0,0.294028448494938,-0.0684911981905526,0,0,0,0,0,0,0,0,0,0.0397119301402291,0,0,0,0,-0.102754632841058,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0.0981694633124722,0,0,0,0,0,0,0.0193949100201206,0,0,0,0,0,0,0,0.116419522246135,0,0.0180185774718663,0.0821504369187533,0,0,0,0,0,0,0,0.31050073124723,-0.123215536088009,0,0,0,0,0.0243525514897738,-0.0707388251287091,0,0.0939502828548854,0.0435695999429312,0,0,0,0,0,0.099112766791419,0.054790510565397,0,0,0.000991775556657517,-0.0146391779685872,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0656211229697262,0.125647541181692,0,0,0,0,0,0,0,-0.0704748568796212,0,0,0,0,0,0,0,0,0,0.00848823566873349,-0.00932605578849373,0.00653570778311468,0,0.0317710277476239,0.0610973725034529,0,0,0,0,0,0,0,0,0.111060491367126,0,0.00919999584521124,0,0,0,0,0,0,0,0,-0.0241428949629015,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,-0.0926446384877471,0,0.0189369761555949,0,0,0,0,0,0,0,0,0.0687365875110362,0,4.33680868994202e-19,0,0.140199632314334,0,-0.00576099334868812,0,0,0,0,-0.00866818312228136,0.0299844122578934,0,0,0,0,0,0,0,0,0,0,0,0.194669960888574,0,0,0,0,0,0,0.000653924001294745,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0683077993508536,0.225178266185731,0,0,0,0,0,0,0,0,0,0,0,-0.06830880230119,0,0,0,0,0,0,0.0297351443336843,-0.00450482214602188,0,0,-0.074622404786997,0,0,0,-0.109699184545569,0,0,0,0.246864286097253,0,0,0,0.0650207162017973,0,0,0,-0.0878863762170942,0,0,0,0,0,0
