,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600585.SH,X600019.SH,X601898.SH,X600688.SH,X600547.SH,X600188.SH,X601600.SH,X600795.SH,X600362.SH,X601991.SH,X600111.SH,X600157.SH,X600489.SH,X600027.SH,X600886.SH,X002466.SZ,X601992.SH,X600623.SH,X600299.SH,X300072.SZ,X600309.SH,X000792.SZ,X600660.SH,X601158.SH,X002075.SZ,X600583.SH,X600549.SH,X000723.SZ,X000408.SZ,X600352.SH,X000709.SZ,X000883.SZ,X000898.SZ,X002460.SZ,X000983.SZ,X600176.SH,X000539.SZ,X000027.SZ,X002470.SZ,X000060.SZ,X000630.SZ,X002407.SZ,X600021.SH,X000012.SZ,X600612.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0513722303525947,0,0,0,0,0,0,0.0687101105537864,0,0.00778589461942506,0,0,0.0143922121142623,0,0,0,0.0611386416723735,0.0496466841244762,0,0,0,0,0,-0.0373256813823877,0,-0.0140878645606559,0,0,0,0,0,0,0,0,0,0.102631291122859,0,0,0,0,0,0,0,0.00762392917094486,0.0180812630007867,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,8.67361737988404e-19,0.19012550354867,-0.0441505767488774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0289133672579855,0.0895252720514512,0,0,0,0.0291652886760509,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00703633329788916,0,0,0,0,0,0,0,0.00998152167526151,0.0474916855722299,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.0903036278808863,0,-0.0298412332658366,0.0784352911150467,0,0,0,0,0.00706094147036188,0.0704802241506797,0,0,0,0,0,0,0,0,0,0.0844601016338005,0,0,0,0,0,0.0348456211962144,0.0220678799796476,0.0656152976689576,0,0,0,0,0.00306648697890412,0,0,0,0,0,0,-0.0270045460134574,0,0,0,0,0,0.0507770624721182,0,0,0,0,0,0
X600011.SH,0,0,0,0,0.111277915015145,0.0620507655438461,0,0.208174185410906,0.0281430370167173,0,0.00196596173491734,0,0,0,0,0,0,-0.114895672129286,0,0,0.0388218972855908,0,0,0,0,0,0,0,0,0,0,0,0,0.0486554326701978,0,0,0,0,0,0,-0.0407848985457038,0,0,0,0,0,0,0,0,0.162954896863129,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.00865746176979096,0,0.00070578284516117,0,0.0599568409764308,0,0,0,0.469003518210379,0,0,0,0,0,0,0.0106772589631364,0,0,0,0,0,0,0,0,0,0.044951836529595,0,0,0,0,0,0,0,-0.0183681395583747,0,0,0.0290242174098201,0,0,0,0,0,0.0783681492489134,0,-0.00557859955178901,-0.0335110439156003,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0.110556152338454,0,0,0,0,0.0364367873465304,0,0,0,0,-0.121397329695925,0,0,0,0,0,0,0.214525497838438,0,0.0584049354462717,0,0.127126351821638,0,0,0,0,0,0,0.0896199881520119,0,0,0,0,0,0,0,0,0,0.161708309871047,0,0,-0.115498513389043,0,0,0,0,0.0111195787576397,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0.0512776841408472,0,0,0,0,0.0484645667394524,0,0,0,0,0,0,0.0391224139979111,0,0.0542298903574081,0,0,0,0,0.0258127520465166,0,0.0688944018509705,0,0.0996839374061743,0.0585927067358855,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,-0.038133143114118,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.0484730524482861,-0.00601305449518635,0,0,0,0,0,0,0.0201208343903886,0,0,0,0,0,0.06146659444208,0,0,0,6.93889390390723e-18,0,0,0,0,0.109054040192387,0,0.0350470947093003,0.0105779646727314,0,0,0,0.0298864131193004,0.184695383697623,0,0,0,0,0.0714945597154465,0,0,0,0.0524188274831848,0,0,-0.0163012199424328,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,-0.0453455239164835,0.0801038404926235,0,0,0,0,0,0.019899737509836,0,0,0,0.0923710128332814,0,0.18732711221924,0,0.144533985279035,0,0,0,0,0.00252068279666934,0,0,0,0,0.169092511108643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0177907457660191,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.466025653360327,0,0,0,0,0,0,0,0.0409345806014773,0,0,0,0.0880656205086766,0,0.105875306299397,0,0,0,0,0,0,0.0790437144250317,0,-0.034139279396163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
