,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600011.SH,X600019.SH,X601898.SH,X601991.SH,X601600.SH,X600111.SH,X600362.SH,X600795.SH,X600010.SH,X600886.SH,X600188.SH,X600027.SH,X600688.SH,X600309.SH,X600583.SH,X601992.SH,X000883.SZ,X002353.SZ,X000898.SZ,X000792.SZ,X601158.SH,X000709.SZ,X000629.SZ,X600489.SH,X000539.SZ,X000831.SZ,X600315.SH,X000825.SZ,X601699.SH,X600660.SH,X600808.SH,X600352.SH,X000027.SZ,X600549.SH,X000630.SZ,X000983.SZ,X600307.SH,X600578.SH,X600490.SH,X000937.SZ,X000959.SZ,X600863.SH,X002470.SZ,X000960.SZ,X600022.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0277777158058346,0,0.0741768635769155,0,0.0170057918534683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0257659767052216,0,0,0.00744231653277535,0,0,0,0,0,0,0,0,0,0,0.047786819144625,0.0267482379378928,0,0,0,0,0,0,0,0,-0.00149176028964712,0,0,0,0,0,0,0
X600028.SH,0,0,0,0.0317980146254823,0.0402033525041625,0.00635224716381686,0,0.00907289245751728,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108407707244873,0,0.0619961891162097,0,0,0,0,0,0.0565454773151327,0,0,0,0,0,-0.119778533240506,0,0,0,0,0,0.0858931632205338,0.00175054448787671,0,0,0,-0.0210871690325138,0.0605762502633879,-0.0785158482878001,0,-0.000340521061073152,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.109367336218269,0.0204266581975917,0,0,0,0.0475917701416797,0,0,0,0,0,0.255438522791275,0,-0.0315416121345935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0497501458087592,0,0,0,0,0.0110258037333394,0,0,0.0843220553462852,0,0,0,0,0,0,0,-0.00213959432427786,-0.00281907323178477,0,0,0,0,0,0
X600585.SH,0,0.0604122712413758,0.25178929866158,0,0.0178110331723689,0,0,0,0.0535385489132483,0,0,0,0,0,0,0.0213209897296238,-0.0960918129298934,0,0,0.189072947243523,0,0.0141631574220685,0,0,0,0,0,0,0,0.0261691192745286,0,0,0,0,0,0,0,0,0,0,0,0.0984477957603545,0,0,0,0,0,0,0,0,0.00272906347957103,0.00310067979598842,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.100290746461628,0,0,0,0,0,0,0.0611387360469809,0.11912877047886,0,0.114970897522863,0,0,0,0,-0.0996422891229218,0,0,0,0,0,0,0,0,0.132853384720664,0,-0.00957290953129995,0,0,0,0,0,0,0,0,0,-0.0527010098944971,0.00804492500694694,0,0,0,0,0,0,0,0.00181119707621568,0,0,0,0,-0.14606783331176,0,0
X600019.SH,0,0,0,0,0.00947263813955626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172098961623555,0,0,0,0,0,0,0,0.205153410688038,0,0,0,0,0,0.00264218352510177,0,0.0588379157240793,0,0.0221684781950762,0,0,0,0.183273768814874,0,-0.0230771701042285,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0.0543167826939396,0,0,6.93889390390723e-18,0,0.0894229454934597,0,0,0,0,0,0,0.142517425285778,0,0,0,0,0,0,0.132515680835497,0.0278491400058248,0,0.146226308014404,0,0,0.129820765205389,0,0,0,0,0,0.0352607772249028,0,0,0,0,0,0,0,0,0,0,0,0.0305172946873845,-0.0457158123734555,0,0,0,0,0,0
X601991.SH,0,0,0,0,0.0261714930163068,0,0.0617330418845038,0,0.0211367802564461,0,0,0,0,0,0,0.140871532679914,0,0,0.0241413340722408,0,0.0276631099658417,0,0,0,0,0,0.114810146057813,0,0.0693369470842941,0,0,0,0.0189184089769351,0,0,0,0,0,0,0,0.023049516291586,0.142837437388035,2.68099540350852e-05,0,0,0,0,0,0,0,0,-0.0169789363935778,0,0,0,-0.0825837324419082,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0.427425029108827,0,0,0,0.0365036156937177,0,0,0,0,0,0,0,0.0969043049080444,0,0,-1.73472347597681e-18,0.0835910915359105,0,0,0,0,0,0,0,0.00631235827094051,0,0,0,0,0,0,0,0.00378244593959038,0,0.0401402462070089,0,0,0.17493324572362,0,0,-0.00445595089669199,-0.000678066212581649,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0.00824966944733592,0,0,0,0,0,0,0,0,0,0,0.100242716141746,0,0,0,0,0,0,0.046013735555881,0,0,0.0795504495323408,0,0.0628978069622636,0,0,0,0,0,0.170253943221098,0,0.0672664822986412,0,0,0,0,0.0146667491680467,0,0,0.136950370921649,0,0,-0.0136335523743821,0.0106045546515375,0,0,0,0,0,0
