,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X601898.SH,X601991.SH,X601600.SH,X600547.SH,X600660.SH,X600688.SH,X600188.SH,X600886.SH,X600795.SH,X600362.SH,X600027.SH,X000898.SZ,X601992.SH,X600111.SH,X600176.SH,X600516.SH,X002466.SZ,X000709.SZ,X002460.SZ,X600299.SH,X000629.SZ,X600808.SH,X600352.SH,X600219.SH,X002075.SZ,X300072.SZ,X000825.SZ,X600801.SH,X000786.SZ,X601158.SH,X000553.SZ,X600489.SH,X002110.SZ,X000883.SZ,X600339.SH,X600583.SH,X601699.SH,X000301.SZ,X000408.SZ,X000539.SZ,X600426.SH,X002271.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.201596584294081,0.11914393834491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0168037397049078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228491944983895,0,0,0.357073905938531,0,0,0,0,0,0,0.0760929522116418,0,0,0,0,0,0
X600028.SH,0.0385898518527865,0,0,0,0.384044853080604,0.250006077300737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.036115097368974,0.0734891044735588,0,0,0.090039489322177,0.031666555572838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273258655009943,0,0,0,0,0,0,-0.172942496251441,0.00877670028989925,0.00783653074857497,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.0902081542453282,0,0,0,0,0,0.0349436240286501,0,0,0,0,0.0888688530934021,0,0,0,0,0,0,0,-0.0823580239929522,0,0,0,0,0,0,0,0.00415268153606902,0,0,0,0,0.284274484084924,0,0.0684728204119184,0,0,0.0371245645840762,0,0,0,0,0,0.0331360321594025,-0.0731343969805486,0,0,0,0,0,0
X600585.SH,0,0,0.113992979497707,0,0,0.126950954767929,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00598856974274888,0,0,0,0.00238562881747972,0.0895324449227436,0,0,0,0,0,0,0,0.101258145004634,0,0,0.456078287114409,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0.149628971785758,0,-0.0623168839490261,0,0,0,0,0,0,0,0
X600019.SH,0,0.0547943056458993,0.159205695811552,0.075190850205989,0,0,0.0100660921017594,0,0,0,0,0,0,0,0.0708317711224503,0,0,0,0,0.45933048640847,0,0,0,0.0111505505580894,0,0,0,0,0.0101828441402975,0,0.0674312797307077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036482299891742,0,0,0.0216601899344939,0,0,0,0,0.139396345632444,0
X600011.SH,0.0140207199577544,0,0,0.0701292671988882,0,0,-1.73472347597681e-18,0.0811012448504964,0,0,0,0,-3.46944695195361e-18,0,0,0.0644289278476151,0,0,0.698714429560565,0,0,0,0,0,0.0603396602529714,0,0,0,-0.0148256479874162,0,0,0,0,0,0,0,0,0,0,-0.198630618674742,0,0,0,0,0,0,0,0,0,0,-0.0715046167806097,-0.00985196378250182,0.0513628348984985,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,-0.328454456221883,-0.203666565901545,0,0.154993462174337,0,0,0.248822717480239,0,0.367271955323935,0,0,-0.563628295225657,0.0246069376113529,0,0,-0.028911939443061,0,0,0,0,0.173598370137191,0,-0.308515966766934,0,0.0436347980211137,0,0.14480762544892,0,0,-0.178692207121111,0
X600010.SH,0.0890947593343427,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.318317115739675,0,0,0.143836533496208,0,0,0,0.068658942195174,0.0347447860232335,0,0,0.0238580108363041,0,0.00052114558632505,0.064511358535728,0,0,0,0,0.0542522773374075,0,0.0207571691270106,0,0,0,0,0,0,0,0,0,-0.0111493850134948,0,0,0,0,0,0
X601898.SH,0.170793597793265,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0171351012873265,0,0,0,0,0,0,0,0,0,0.0302589835069885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188691032883119,0.165627279032951,0,0.068128130608889,0,0,0.185188697923465,0,0,0,0,0,0,-0.0238860074936721,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0.261039399688455,0,0,0,0.00900532730859174,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0.0996514724845431,0,0,0,0,0,0,0,0,0,0,0,0,0.0773567703366965,0.000407445276442559,0,0,0,0,0,0,0,0,0,0.104177623370823,0,-0.0221532332647107,0,0,0,0,0,0,0
X601600.SH,0,0,0,0.135555935582788,0,0.00622432611434582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106178856008225,0.0160498949699943,0,0,0,0,0,0,0.0171292928292698,0,0,0,0.00691325400556661,0,0,0.0190024679500832,0,0,0,0,0.162188534923793,0,0,0,0,0.117345713236607,0,0,0,-0.098633394090498,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,-0.0656151111847763,0.0746992509005998,-0.0223663077777877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00263631321636469,0,0,0,0,0,0,0.259242672660259,0,0,0,0,0.558001542356647,0,0,0,0.0252942286295153,0,0,0,0,0,0,0,0.0141049368712148,-0.00551884529118998,0,0.052667866557044,0,0,0,0
X600660.SH,0,0,0,0,0,0.00355112418131317,0,0,0,-0.0398164217231665,0,0,0,0.0549756351726113,0,0,0,0,0.11442999460056,0,0,0,0,-0.0399902338039166,0,0,0,0.0528921276885413,0,0,0,0,0,0.0275880831268136,0,0,0,0,0,0,0,0,0,0.0636869203454491,0,0,0,0,0.335785274573123,0.119641378682515,0,0.0073142561333059,0.0398914986723856,0,0.0549341055070082,0,0,0,0
X600688.SH,0.026675853161044,0,0,-0.0189119579873664,0,0,0,0,0,0,0,0,0.192168842565213,0,0,0,0,0,0.0869698087453734,0,0,0,0,0,0,0,0,0,0,0.32893116830449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0830634088193197,0,0.106928387918021,0,0.0922204680574787,0,0.041009095258857,0,0,0,0,0,0
