,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600011.SH,X600585.SH,X600019.SH,X002460.SZ,X002466.SZ,X601898.SH,X600547.SH,X000792.SZ,X600886.SH,X601600.SH,X600660.SH,X600111.SH,X600010.SH,X000708.SZ,X000301.SZ,X000877.SZ,X002271.SZ,X600027.SH,X600795.SH,X600362.SH,X600426.SH,X601991.SH,X600803.SH,X600176.SH,X000983.SZ,X600489.SH,X601699.SH,X000807.SZ,X000786.SZ,X300037.SZ,X000539.SZ,X600160.SH,X600612.SH,X000408.SZ,X600219.SH,X600995.SH,X002409.SZ,X002080.SZ,X600378.SH,X000629.SZ,X600688.SH,X000932.SZ,X000723.SZ,X600157.SH,X000027.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.71221359004948,0,0,0,0,0,0,0,0.0207032562733457,0,0,0.0990260323795903,0,0,0,-0.175943881375519,0,0,0,0,0,0,0,0,-0.189002449888485,0,0,0,0,0,0,0.292851923245141,0,0,0,0,0.196261740100233,0,0,0,0,0.0362169763347311,0,0,0,-0.143830372271497,0.0381784127949539,0,0,0,0.0130435045947131,0,0,0,0,0,0,0
X600028.SH,0.720661216474929,0,0,0,0,0,0,0.0748835222339685,0,-0.0681313237179003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.175528775870383,-0.00871787223303565,0,0,0,0,0,0,-0.00997259482336928,0,0,0,0,0,0,0,-0.0120820867277707,0,0.00181652050707176,0.0158794284289367,0,0,0,0,0,0
X601088.SH,0.0960328136072498,0,0,0,0.223373180515507,0.00899712693514843,0,0,0,0,0.15910654988109,0,0,0.0368189741966992,0.0262982642434045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00216751824301639,0.0142687662259454,0,0,0,0,0,0.0564006693203401,-0.0670931735236979,0,0,0,0,0,0.0630928903856655,0.0245735889981284,-0.00407548305369387,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,-0.161980357743643,0,0,0,0,0,-0.0314811241425423,0,0,0,0,0,0,0,0,-0.0821114206238018,0,-0.0501315054078472,0,0,0.20552960151242,-0.00245717629210042,0,0.16919437569723,0,0,0,0.0890097286965429,0,-0.0674116038152997,0,0.0634798357805441,0,0,0,-0.0637553685840817,0,0,0,0,0,0,0,0,0,0,0.00258793885949453,0,0,0,0,0,0,0
X600188.SH,1.0842021724855e-19,0,0.140597327731593,0,0,0,0,0.168064393320008,0,0,0.420182873700632,0,0,0,0,0,0,0,0.146095997109309,0,0,0,0,0,0,0,0,0,0,0,-0.113539230597815,0.197261192911721,0.184116866623773,0,0.123445032743096,-0.0593089899971241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0228157359722327,-0.0690624619382135,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.186550029654146,0,0,0,0,0,0,0,0,0.498178132670573,0,0,0,0,0,0,0,0,0.440360854366835,0.428661421590099,0,0,0.0856855456230333,0,0,0,0.034648966481482,0,0,-0.0750046134531082,0,-0.17328427272164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0599457953288102,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0.256390732249312,0,0.0350157316496539,0,0,0,0,0,0,0,0,0,0,0,0,-0.0439374571165452,0,0,0.0467306362615404,0,0.0205867073075763,0,0.147052527875484,0,0,0,0.0166693981050691,0.0300024328271165,0,-0.137338097157578,0,0.0869489751644313,0,0,-0.00837604777067669,0,0,0.19079532984498,0,0,0,0,0,0,-0.0359412995797295,0,0,0,0,0,0,0
X600019.SH,0,0.0776035795840252,0,0,0.0806587544398401,0,0.0870086483778784,0,0,0,0,0,0,0,0.182366876396587,0,0,0,0,0,0,0,-0.0142793862979581,0,0,0.0880191416088004,0,0,0,0,0,0,0,0,-0.104953651634565,0,0,-0.0702870875901479,0,0,0,0.00711943394899743,0,0,0,0,0,0,0,0,0,0.0292588831072685,0.0642827780090822,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0.494633058982547,0,-0.0590066709232484,0,0,0,0,0,0,0,0,0.142532250083116,0,0,0,0,0,0,0,0,0,-0.0408096772274343,0,0,0,0,0.0194935488894986,0,0,0,0,0,0,0,0,0.157317505698423,0,0,0,0,0,0.166703726957989,0.0295106784804478,1.73472347597681e-18,0,0,0,0,0,0
X002466.SZ,0,-0.0284952773958213,0,0,0,0,0,0,0.437795084546185,0,0.185727517877431,0,0,0,0,0,0,0,0,0.283260461622517,0,0.0462955268249738,0,0,0,0,0,0,0,0.264832028410992,0,0.0304084546461764,0,0,0,0,0,0,0,0,0,0.134003879130058,0.0133838857596276,0,0.120031166907348,0,0,0,0,0,0,0.0351034224624966,0,0,0,0,0,0,0
X601898.SH,0,0.181267781627674,0,0,0.53718101897072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133375083194803,0,0,-0.126419407613925,0,0,-0.235815771668205,0,0,0,0,-0.0368839126598084,0,0,0,-0.0219349299279016,-0.0236761883093509,0,0,0,0,0,0,0,0,0,0.113655795246356,0,0.0256976294897571,0,0,0,0.00312027997089738,0.0255119508985731,0,0,0,0,0,0
