,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X601600.SH,X600309.SH,X600011.SH,X601898.SH,X002466.SZ,X601992.SH,X600688.SH,X600795.SH,X002460.SZ,X600362.SH,X600111.SH,X600188.SH,X601991.SH,X600660.SH,X600547.SH,X600516.SH,X300072.SZ,X600886.SH,X000709.SZ,X000898.SZ,X600157.SH,X000792.SZ,X600027.SH,X000408.SZ,X600339.SH,X600489.SH,X000959.SZ,X600219.SH,X000807.SZ,X600549.SH,X000723.SZ,X600808.SH,X600352.SH,X000983.SZ,X002092.SZ,X000553.SZ,X601158.SH,X000883.SZ,X600299.SH,X002271.SZ,X000630.SZ,X600008.SH,X600176.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0277403616228905,0,0,0,0,0,0.0352188013768804,0,0,0.00406913887310695,0.041101778888124,-1.73472347597681e-18,0,0.0676388762542619,0,-0.0194133294972787,0,0,0,0,-0.0186417620118106,0,0,0.0295027974727114,0,0,0,0,0,0,0,-0.0162234123502918,0,0,-0.00621766915654275,0.0375426682362562,0,0,0,0,0,-0.0158880197943006,0,0,-0.00740638900325662,0.0103077675779031,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.151783623328544,0,0,0.0253498934570318,0,0,0,0,0,0,0.0259992295235563,0,0,0.0014976205674921,0,0,0.0326335315376856,-0.00226471101114159,0,0,0,0,0,0,0,0,0,0,-0.0319365076514738,0,0,0,0,0,0.122647391253277,0,0,-0.0851646240576852,0,0,-0.054792441168036,0,0,-0.00997633922113947,0,0,5.42101086242752e-20,0.0145194243205918,0,0,0,0,0,0
X601088.SH,0,0,0,0.182761296997525,0,0,0,-0.0212419582498813,0,0,0,0,0,0.698316939208674,-0.00957302883385005,0,0,0,0,0,0,0.00248011344453782,0,0,0,0,0,0,0,-0.0747311323524544,0,0,0,0,0.0267278755525817,0.00614419112866055,0,0,0,0,0.0911062813922781,0,0,0,0,0,0,0,0,0,-0.024608366821231,-0.00216416817616988,0,0,0,0,0,0
X600019.SH,0,0,0.055439689477451,0,0,0.0112841026362718,0.0156718262753942,0,0,0.193714441217216,0,0,0,0,0,0,0.00938212179322374,0,0,0,0,-0.0243074159498708,0,0,0,0.0722977423189843,0,0,0,0,0,0,0,0,0,0,0,0.369092101494438,0,0,0,0,0,0,0,0,0,0,0,-0.077338767675891,-0.0233688279624647,0.00535920972242965,0,0,0,0,0,0
X600585.SH,0,0.278015872351837,-0.117441878935148,0,0,0,0,0,0,0,0,0.0144310229846754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.11765972794212,0,0.141872916656153,0,0,0,0,0.138361717889423,0,-0.0778765964130772,0,0,0,0,0,0,0,0,0.0704294033061885,0,0,0,0,-0.0419830754464162,0.0382559640672172,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0635706502265198,0.0414332391246671,0,0,0,0,0,0,0,0,0.0341622927402325,0,0,0,0,0,0,0,0,0.0528274335978702,0.124535257829673,0,0.140463909801602,0,0.0716633301865331,0.11578577508117,0,0,0,0,0,0,0,0,0,-0.0104368694520999,0.0145112003521042,0,0,0,0,0,0
X601600.SH,0,0,0,0.177284926222903,0,0,0,0,0,0.250895360779819,0.0434342739064494,0,0,0,0,0.0125909198975176,0,0,0,0,0,0.0976934977742175,0,0,0,0,0,0,0,0,0,0,0,0.217202550326146,0.169747365236478,0.0723805772185529,0,0.0594078104313768,0,0,0,0,0,0,0,0,0,0,0,0,-0.0107961826294817,-0.0114716448735324,0,0,0,0,0,0
X600309.SH,0,0,0,0.0169341688443656,0,0,0,0,0,0,-0.0213762195901731,0,0,0,0,0.240730754492949,0,0.144841182188362,0,0.0820842118665544,0,0.0326213041960756,0,0,0,0,0,-0.120540520803201,0,0,0,0,0,0,0,0,0,0,0,0,0.0853089444018425,0,0,0,0,0,0,0,0,0,-0.0120933568536391,0.0202672351014483,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.0826185439343312,0,0,-0.000581085711017153,0,0,0,0,0.0766209222160292,0,0,0.0185092853200451,0,0,-0.0297323807989553,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0192213477673967,0,-0.0551998330286635,0,0,0,0,0,0,0.032954547747164,0,0,0,0,0,0.0145982278528171,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0.0802690542987562,0,0,0,0,0,0,0,0,0.162136126972494,0,0,0,0,0,0,0,0,0,0.170413831254834,0,0,0,0,0,0,0,0,0,0.120315572127988,0,0.0845807683679391,0,0,0,0,0,0,0,0,0,0,0,0,0.0103591586103297,0.000751643234422979,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0.569561169398979,0,0,0,0,0,0,0.0838524928280171,0,0,0.0301755975088533,0.0511930784794715,0,0.0101913462795565,0,0,0,0,0,0,-0.00809939055518265,0.0929263867028012,0,0,0,0,-0.0675592227911526,0,0,0,0,0,0,0,0,0,0.0476619619533293,-0.0253504137934625,0,0,0,0,0,0
X601992.SH,0,0,0,0,0.244694212661528,0,0,-0.083943624172429,0,0,-0.0950735758511038,0,0,0,0,0,0.0156425369048064,0,0,0,0,0.0327313142257331,0,0,0.0760723279919477,0.205247714878218,0,0,0,0,0,0,0,0,0,0,-0.00326046189899152,0,0,0,-0.0854691321940236,0.0461837082697318,0,0,0,0,0,0.635188685795148,0,0,0.0135078943420388,-0.0168717191586941,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0.0478943482347023,0,0,0,0,0,-0.0217341428777953,0,0,0,0,-0.120600594301179,0,0,0,0,0,0.0184579949910456,0,-0.264726320335052,0.0812748151328164,0.0659153078035505,0,0,0.0270004587173801,0.111174754414829,0,0.012914930099017,0,-0.0100686107330224,0,0.067464306202847,0,0,0,0,0,0,0,0,-0.033873489245522,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0.0373804921911561,0,0,0,0,0,0,-0.091605604075368,-0.207388815103331,0,0,0,0,0,0,0,0,0,0.144905025326467,0,0,0,0,-0.0467270757831569,0,0,0,0.0558069382484071,0,0.099925728130848,-1.0842021724855e-19,0.0427470041706617,0,0,0,0,0,0,0,0,0,0,0,-0.0120011472166653,-0.0319430293413109,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0.555435579830369,0,0,0,0,0,0.0657126404926796,0,0,0,-0.0297214045750684,-0.0683007640972368,0,0,0,0,0,0,0,0.196641750875324,0,-0.0869212564742618,0,0,-0.115268168259748,0.212340166106034,0,0,0.0553378249944009,0,-0.0921230956003133,0,0,0,0,0,0,0,0,-0.285991648823001,-5.42101086242752e-20,0.000369000675606735,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0.0793390456968702,0,0,0,0,0,0,0,0,0,0.0922826530617136,0.523317670526721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127475325173976,0.0142647230471006,0,0,0,0,0,0,0,0,0,-0.0208461461887972,-0.00220800692960129,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0.233488601139098,0,0,0,0.276123316345549,0,0,0,0,0,0.187288854572662,0.119896716663615,0,0,0.0431772278821651,0,0,0,0,0,0,0,0,1.38777878078145e-17,0.154715124368299,0,0,0,0,0,0.0200225389471092,0,0,0,0,0,0,0,0,-0.0322180615117713,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0.021180644825704,0.0876001488662212,0,0,0,0,0,0,0.057329210158491,0.19956214681409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123173928361867,0,0,0,0,0.405277503674022,0,0,0,0,0,0,0,0,0,0,0,0.00951632928547489,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0.0366011972755187,0,0,0,0,0,0,0,0,0,0,-0.0841384401507939,0,0.077346056066052,0.0551928072035619,0,0,0,0,0,0,0,0,0.0170226044719895,0,0,0.0192184239285117,0,0,0,0.0267629552156349,0,0,0.0952319199084611,0,0,0.0904524156026287,0,0,-0.0127446676345985,0.00927097746538909,0,0,0,0,0,0
