,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600011.SH,X600019.SH,X601898.SH,X601991.SH,X601600.SH,X600111.SH,X600795.SH,X600362.SH,X600886.SH,X600188.SH,X600010.SH,X600027.SH,X600688.SH,X600309.SH,X600583.SH,X601992.SH,X000883.SZ,X002353.SZ,X000898.SZ,X601158.SH,X000792.SZ,X000709.SZ,X000629.SZ,X000539.SZ,X600489.SH,X600315.SH,X000831.SZ,X000825.SZ,X601699.SH,X600660.SH,X600808.SH,X000027.SZ,X600352.SH,X600549.SH,X000630.SZ,X000983.SZ,X600578.SH,X600307.SH,X000937.SZ,X000959.SZ,X600490.SH,X002470.SZ,X600863.SH,X600098.SH,X000960.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0562318501729469,0,0.0639401022718003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0291683649785751,0,0.00207496558942481,0,0.00292525253434919,0,0,0,0,0,0,0,0,0,0.0510699341345252,0.0476571561712405,0,0,0,0,0,0,0,0,-0.00075028883804504,-0.00147801454404771,0,0,0,0,0,0
X600028.SH,0,0,0,0.0431620691807431,0.00506934988520351,0,0,0,0,0,0,0,0,0,0,0,0,0.0236384358555771,0,0,0,0.159119263984921,0,0,0.0713238452810492,0,0,0,0,0,0,0,0,0,0,0,-0.00958623246884648,0,0,0,0.0385969152652841,0,0,0,0,-0.0655407640035752,0,0,0.109981154085948,0,0,-0.0105056747557028,0.0664149505421438,0,0,0,0,0
X601088.SH,0,0,0,0.112695354374109,0.0218137202561968,-1.0842021724855e-19,0,0,0.0502710793664576,0,0,0,0,0.239229237357368,0,0,-0.0178857421698473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0498884934184688,0,0,0,0,0,0,0,0,0,0.0828316156491305,0,0,0,0,0,-0.00226345611938817,-0.00267607874172274,0,0,0,0,0,0
X600585.SH,0,0.0672594069580646,0.285050646368161,0,0,0.0640717010767173,0,0,0,0,0,0,0,0,0,0,-0.0572679466512663,0,0,0.15571769525213,0,0.0248634036412777,0,0,0,0,0,0,0,0,0,0,0,0.0176390076523391,0,0,0,0,0,0,0.098730439507202,0,0,0,0,0,0,0,0,0,0,0.00372346517104343,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.102451741274606,0,0,0,0,0,0,0.123069545252791,0,0.0607660830509957,0.105932254311868,0.0165312693370507,0,0,0,-0.103941416321282,0,0,0,0,0,0,0,0,0,0.135152687818103,-0.0147463986633981,0,0,0,0,0,0,0,0,-0.0417088026149487,0,0,0,0.00953500587808465,0,0,0,0,0,0,0,0,0,0,-0.152833729796447,0,0
X600019.SH,0,0,0,0,0,0,0.305699970340122,0,0,0,0,0,-0.00562294415858129,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135704773536383,0,0,0.028671574006877,0,-0.0791888595484667,0,0,0.0662220732462504,0,0,0,0,0,0,0.144734148932895,0.150035261466999,0.0979643013692153,0.0213095418273947,0,0,0,0,0,-0.0106355120955993,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0.0165191718529609,0,0.0262748378163376,0.0501595747102966,0,0,0.0612642621085287,0,0.0754178208199305,0.112646197655561,0,0,0,0,0,0,0,0,0,0,0,0.0544465864476795,0,0.135564541129515,0,0.179063433998029,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0464961921796421,0,0.0455896402325811,0,0,0,0.00660588699190751,-0.0114360950012475,0,0,0,0,0,0
X601991.SH,0,0,0.0314151277119882,0,0,0,0,0,0,0,0,0,0,0.00717301700833717,0,0.0382391514179508,0,0,0.0366652870076222,0,0,0,0,0,0,0.0049252347317124,0.159544431261349,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148457149501902,0,0,0,0.0453396910114603,0,0,0,0.00164228806310895,0,-0.00321044057263055,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.167466792101882,0,0,0,0,0,0,0,0.331979850182755,0,0,0,0,0,-0.0373288857883488,0,0.314015337120483,0,0,0,0,0,-0.0627646720375437,0,0,0,0,0,0.0930854180017415,0,0,0,0,0.26639120214277,0,2.16840434497101e-19,0,0.0694322508311769,0,0,0,0,-0.0613627119805762,0,-0.028582400866905,-0.0189126455157695,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0.0544649828706763,0,0,0,0,0.0852784990465355,0,0,0,0,0,0.113175166647751,0,0,0,0,0,0,0.0207629753021009,0,0,0,0.0383696585719802,0.0617178515456095,0,0,0,0,0,0.191230923724118,0,0.0301249547747782,0,0.0288494459151086,0,0,0,0,0,0,0.0738034656254107,0,-0.0113101838178552,0.012407239953496,0,0,0,0,0,0
