,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600886.SH,X600585.SH,X600019.SH,X600795.SH,X601898.SH,X600688.SH,X601600.SH,X601991.SH,X600027.SH,X002075.SZ,X600362.SH,X600157.SH,X600111.SH,X600583.SH,X600188.SH,X601158.SH,X600309.SH,X000539.SZ,X601992.SH,X000027.SZ,X000898.SZ,X000709.SZ,X000883.SZ,X600352.SH,X600021.SH,X600660.SH,X000792.SZ,X600022.SH,X002470.SZ,X600808.SH,X000629.SZ,X600489.SH,X600863.SH,X600098.SH,X600307.SH,X600578.SH,X600623.SH,X601918.SH,X600612.SH,X600547.SH,X600160.SH,X000825.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.750897171019138,0.0868059181590031,0,0,0,0,0,0,0,0,-0.0337454500043441,0,0,0,0,0,0,0,0,0,0,0,-0.0771189722605641,0,0,0,0,0,0,0,0,0,0,0,-0.00302859901836182,0,0,0,0,0,0,0.0437170666152661,0,0,0,0,0,-0.00328340848646109,-0.00954370192654608,0,0.0329067217492975,0,0,0,0
X600028.SH,0.362542301993538,0,0.163946660117448,0,0,0,0.180147854101319,0,0,0,0.030896139277158,0,0,0,0,0,0,0,0,0,0.0110226013537354,0,0,0,0,0,0,0,0,0.113467311118146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0737324465567529,0,0,0,0,0
X601088.SH,0,0,0,0,0.303246575026296,0,0.249074341337501,0.196762285035383,0,0,0,0,0.0491896385582267,0,0,0,0,0,0.0491656983410277,0.0159717718352902,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147759747023304,0,0,0,0,-0.0760902382888696,0,0,0,-0.0113004427695835,0,0,0,0,0,-0.0197866113886371,0.0227641832162542,0,0,0,0,0,0
X600011.SH,0,0,0.0449452089227608,0,0,0,0,0,0,0,0,0,0.214202975946891,0.283521209270537,0,0,0,0,0,0.32029482551186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.0147927318117546,0,0,0,0,0,0,0,0.0297171167613512,0,0,0,0.275245766012788,0,0,0,0,0,0,0,0,0,0.0350329925807719,0,0,0,0.0902970524260565,0.0391465121214222,0,0.0326469506372578,0,0,0,0,0.0837129267156291,0,0,0.0872364568130476,0,0,0,0,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0.0257119798852988,0.0505750195802075,0.0394621573421438,0,0,0,0.0984988182352767,0.026657385578265,0,0,0,0,0,0,0,0,0,0,0.0636128248604018,0,0.171296977603041,0,0,0,0,0,0.0301029386701951,3.46944695195361e-18,0.0199822217886986,0.215664305024398,0,0,0.0324690143858681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00635268862098369,0,0,0,0,0,0,0
X600019.SH,0,0,0.172892965277713,0.0150294230293388,0,0,0,0,0,0,0.0541704282245042,0,0.065807345251341,0.0149388727577379,0,0,0,0,0.177425050403991,0,0,0.0679643897548341,0,0,0,0.0153351632267248,0,0,0,0.120502006627925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0267442452948202,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0.0101693318673192,0.196985832576384,0.0650684267828876,0,0,0.00937572258173052,0,0,0,0,0,0,0,0.0908713118793063,0.0913041377464042,0,0,0,0,0.015086644305759,0,0,0,0,0,0,0,0.126091019344317,0,0,0.233536576581214,0,0,0,0.0293163866725719,0,0,0,-0.00483511054789101,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0.174311893217895,0,0,0,0,0,0,0,0,0.0088086737213668,0.0694042455833254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0685102413112386,0.189237881208431,0,0,0,0,0,0,0.000604195665332413,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0988741954507386,0,0,-0.0633055008462466,0,0.148226944341559,0,0,0,0,0,0.117111746820205,0,0,0,-0.153463292973861,0,0,0,0,0,0,-0.00793763523445546,0,0,0,0,0,0,0.274908240234827,0,0,0,0,0,0.0200823905729118,-0.0158244332200055,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.0413005423757058,0.124917727785148,0,0,0,0,0,0.0106310009648551,0,0,0.00700524914060328,0,-2.16840434497101e-19,0,0,0.00567370586356847,0.04944932014307,0,0,0,0,0,0,0,0.0122843324619931,0,0,0,0.00580460279797543,0,0,0,0.0883647499612352,0,0.021304165315606,0,0,0,0.139802991306744,0,0,2.71050543121376e-20,0,0,0,0,0,0
X601991.SH,0,0,0,0.18011547547082,0,0,0,0.179303257331315,0,0.0275127152702718,0,0,0,0.147779812129012,0,0,0,0,0,0.0805481884245955,0.0127684289992338,0,0,0.0867312957674477,0,0,0,0,0,0,0,0,0,0,0,0,0.0151387579001958,0,0,0,0.100282012746358,0,0,0,0,0,0,0,-0.00392731537662521,0,0,0,0,0,0,0
X600027.SH,0,0,0,0.189829344181992,0,0,0,0,0,0,0.136077835300599,0.0441215838258252,0.0840278356119496,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,-1.38777878078145e-17,0.115489149018409,0,0,0,0,0,0,0,0,0,0,0,0.353008342628377,0,0,0.0184736909360588,0,0,0,0,0,0,0,0,-0.0230302293559386,0,0,0,0,0,0
X002075.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155257824256757,0,0,0,0,0,0,0,0.0349641955517594,0,0,0,0,0.0147952549654589,0,0,0.00699580664584035,0.177109805430775,0,0,0.0071586237487467,0,0,0,-0.00249787296522078,0,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0.0016666747658942,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169416840322782,0.211002130162296,0,0,0,0,0,0,0,0,0,0,0,0.0394375377115781,0,0,0.140221859911465,0,0,0.0543455763663678,0,0.00865644222879112,0.0224592512361238,0.122369037792594,0,0,0,0,0,0,0,0,0
