,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X601600.SH,X600011.SH,X600309.SH,X601898.SH,X601992.SH,X600688.SH,X600795.SH,X600362.SH,X002466.SZ,X600111.SH,X601991.SH,X600188.SH,X300072.SZ,X600547.SH,X600660.SH,X600516.SH,X002460.SZ,X600886.SH,X000709.SZ,X000898.SZ,X600027.SH,X600157.SH,X600339.SH,X000959.SZ,X600489.SH,X600808.SH,X600219.SH,X600352.SH,X000723.SZ,X600549.SH,X601158.SH,X000553.SZ,X002092.SZ,X000983.SZ,X000630.SZ,X600008.SH,X000883.SZ,X600299.SH,X601699.SH,X000792.SZ,X002271.SZ,X000807.SZ,X000408.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,-0.000780393194228287,0.0378673720303292,0,0.0203164830525039,0,0.0105774550201017,0,0,0,0,0,-0.021070531898793,0,0,0,0.0334693084013333,0,0,0,0,0,0,0,0,-0.0763507117215761,0,0,-0.0070720864167814,-0.00949873068458093,0,0,-0.0847870325567217,0,0,0,0,0,0.0279464558571015,0,0,-0.00121401509981193,0,0,0,0,0,0,0
X600028.SH,0,0,0,0.0173139315740854,0.105387739803944,0,0,0,0,0,-0.0184222555942581,0,0,0,0,0,0,0,0,0,0,-0.00687382013451537,0.0263047274495409,0,0,0,-0.302582910069867,0,-0.0368251641270159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0533939731973331,0,0,0,0,0,0.00658335798908494,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.127347109285143,0.145242312130627,0,0,0,0,-0.00553751119162995,0.0197858562010561,0,0,0,0,0,-0.0434286542166786,0,0,0,0.199377503040119,0,0,0.0155475511115857,0,0,0.322232504373361,0,0,0,0,0,0,-0.0339130203775787,0,0,0,0,0,0,0,0,-0.00464992209566975,0,0,-0.0138114926965634,0.00623923201399747,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0.0986995923984649,0,0,0,0,0,0,0,0,0,0,0,0.279340149102691,-0.114009575551849,0,0,0,0,0,0,0.0456167613215635,0,0,-0.0308402601278501,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0119093408794656,0.204533837110695,0.0981069665833403,0.0712830405037201,0,-0.00361114702781466,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.0024193227117835,0,0,0,0,0,0,0.0976258549464513,0,0.0847503264822984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181991262062094,0,0,0,0.0333390191760209,0,0,0.0519304717374638,0,0,0,0,0,0.102331675440493,0,0,0.0445720640094787,0,0,-0.015599190852375,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0532335981130503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277638876259657,0.218929476853178,0,0,0.221558571674856,0,0,0,0,0,0,0,0,0,0,0,0.0979116916172514,0,0,-0.0136132330198881,-0.0238597776934747,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.135864767406171,0,0,0,0,0,0,0,0.0697860606711631,0,0,0,0,-0.0512887820818896,0.0666992128701257,0,0,0,0,0,0,0,0,-0.0203264950441797,0,0,-0.00700456479351766,0,0,0.034876675785394,0,0,0,0,0,0,0,-0.0162130386538591,0,0,0,0,0.0227397682376297,-0.00988525652630497,0,0,0,0,0,0
X600309.SH,0,0,0,0,0.06038221861547,0,0,0,0,0,0,0,0,0.0406492142105561,0.130568636421721,0,0,0.127638912438547,0,0,0.230944816836469,0.0174796662046821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103049638767512,0,0,0,0,0,8.67361737988404e-19,0,0,0.0739837801911084,0,0,0,-0.000637040435196103,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0.0704151258398967,0.103642439623774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185541794302034,0.306302537827184,0,0,0,0,0,0.0620533423615445,0,0,0,0,0,0,0,0.0935303789272035,0,0,0,0,0,0,0,0.0407023413836977,0,0,-0.005612066796443,0,0,0,0,0,0,0
