,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600309.SH,X600011.SH,X600010.SH,X600188.SH,X601898.SH,X600660.SH,X600688.SH,X002466.SZ,X601600.SH,X601991.SH,X600362.SH,X600795.SH,X600886.SH,X600547.SH,X000898.SZ,X600516.SH,X600111.SH,X002460.SZ,X300072.SZ,X600176.SH,X600027.SH,X600352.SH,X000553.SZ,X000786.SZ,X601992.SH,X600299.SH,X000825.SZ,X000709.SZ,X000792.SZ,X002271.SZ,X600426.SH,X601699.SH,X600808.SH,X600315.SH,X000932.SZ,X000408.SZ,X601158.SH,X000830.SZ,X600489.SH,X600219.SH,X000883.SZ,X000630.SZ,X000983.SZ,X002110.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.236966361798073,0.0274421746881068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0197991450531285,0,0.104754647363285,0,0,0,0,0,0,0,0.0132700747294199,0,0.0216199245353621,0,0,0.0287561278771876,0,0,0.154536558101019,0,0.0708599250299936,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0.00468264067489063,-2.71050543121376e-20,0,0,0,0,0,0
X600028.SH,0,0,0.277028869746115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0322379623842042,-0.130221478981496,0,0,0,0,0,0,0,0.129114319586752,0.135634593259189,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00292118687271804,0.017129030021994,0,-0.0204852432181038,0,0,0,0
X601088.SH,0,0.245504707362148,0,0.256541241607946,0.213790769642803,0,-0.0203258991674471,0,0.199302350461777,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02128944232799,0,0,-0.0541016757247477,0,0,0,0,0,0,0,0,0,0,0.205336443880509,0,0,0,-0.112963388265163,0,0,0,0,0,0,0,0,0,0,-0.0675735136325351,0,0,0,0,0,0
X600019.SH,0,0,0.365960375119186,0,0,0.1126747247241,0,0,0.171315393649097,0,0,0,0,0.325261365857004,0,0,0,0,0,0.178561890936997,-0.0499361994535441,0,0.0424617934150696,0,0,0,0,0,0.0135789929661177,0,-0.0383290224167494,0.149244010628852,0,0,0,0,0,0,0,0,0,0,-0.220469632565616,0,0,0,0,0,0,0,-0.0108008378669651,0,0,0,0,0,0,0
X600585.SH,0,0,0.116542225903389,0,0,0,0,-0.119226031109147,0,0,0,0,-0.107016420114249,0,0,0,0,0,0,0,0.0311940779009214,-0.0254236127601564,0,0,0,0,0,0,0.100540624606781,0,0,0,0,0.0331007214769159,0.161773987841622,0.0507884232767056,0,0,0,0.149309010271042,0,0,0.299819971755662,0,0,0,0,0,0,0,-0.0396500095933185,0.0303501490461916,0,0,0,0,0,0
X600309.SH,0,0,0,0,0.0605375925218661,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0164923056086226,0,0.0118182726819898,-0.0256253517470274,0,0,0.0417512934341658,0,0,0.0129048925755906,0.0537088614796395,-0.00962370065980321,0,0,-0.117581423880887,0,0,0,0,0,-8.67361737988404e-19,-0.0790755767807131,0,0,0.0209721487945295,0,0,0,0,0,0,0,0.0224348221946472,0.0190053169568091,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0654744706738497,0.0888393195722764,0,0.0827260336514662,0,0.283235130876594,0,0,0,0,0.111698063447515,0,0,-0.0832002995094987,0.0127057255682123,0,0.155878665762804,0,0.0830266885414468,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0.00135909596193528,-0.0506475938854283,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.0205891076710731,0,0,0.214843750976827,0,-1.73472347597681e-18,0.498198472669417,0,0,0,0.0662054841067123,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0.1351292845623,0,0,0,-0.0773944328642823,0,0,0.140706072575792,0,0,0,0,0,0,0,0,0,0,0,0,0.0225940308161559,0.048763908274884,0,0,0,0,0,0
X600188.SH,0,0,0.855407935110425,0.0831662649046789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238098021334754,-0.0869033592159663,0,0,0,0,0,0,0,0,-0.0148256192804399,0,0.0341308612502272,0,0.151392237822651,0,0.345386961718476,0,0,0,0,0,0,0.301804083431125,0,0,-0.0382265206635137,-0.0179325803947519,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0.057553662591487,0,0,0,0,0,0,0,0,0,0,0,0.0392566313744753,0,0,0,0.0255833370607249,0,0,0,0,0,0.0536387777705201,0,0,0,0,0,0,0,0.132236569149853,0,0,0,0,0,0.0614355647949205,0,0,0,0,0.251480590240278,0,0,0.0204547548722403,0.0156299774253909,0,0,0,0,0,0
