,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X002271.SZ,X600011.SH,X000708.SZ,X600660.SH,X002460.SZ,X600886.SH,X000786.SZ,X600801.SH,X600010.SH,X600176.SH,X601898.SH,X600362.SH,X601600.SH,X600489.SH,X600188.SH,X600352.SH,X601991.SH,X600426.SH,X600795.SH,X600111.SH,X600688.SH,X600027.SH,X600299.SH,X601992.SH,X002080.SZ,X000932.SZ,X600803.SH,X002466.SZ,X600529.SH,X000301.SZ,X002353.SZ,X600486.SH,X600219.SH,X002409.SZ,X000723.SZ,X002075.SZ,X000027.SZ,X600612.SH,X601158.SH,X600315.SH,X000898.SZ,X000883.SZ,X002250.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0.0525844645343789,0,0,0,0,0.046703630833051,0,0,0.0351760579909103,0,0.0838819757589145,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0568782496566342,0,0.034293233628706,0,0.0946070997597948,0,0.0115764871804851,0,0,0,0,0,0,0,0,0,-0.000882365751882296,0.0115855833813832,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0513260803395618,0,0,0.0499356217857879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00712450986859862,0,0,0,0,0,0.0520673011587896,0,0.0585288295808166,0,0,0,0.00657425433650679,0.00243473111626673,0,0,0.0928239732482628,0,0,0,-0.0120494075965082,0.0141413071306991,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.0363247093601391,0,0,0,0,0,0,0,0,0,0,0,0.34284090180313,0.106245188873231,0,0,0,0,0,0,0,0,0,0,0,0,-0.0159579074709563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00616515907849919,0.00488580223788944,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0105089910738432,0,0,0,0,0,0,0,0,0,0,0,0.00319390089632847,0,0.0334303289542931,0.200533039838586,0,0.0485631676427779,0,0,0,0,0.0313488026995545,0,0,0,0,0.0271152302937361,0,0,0,0,0,0,0,0.0508794938082473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0.33156473513976,1.73472347597681e-18,0,0,0,0,0,0.0101710400890996,0,0,-0.0403158072820879,0,0,0,0,0,0,0,0.455373443504189,0,0.0320986746391557,0,0,0,0,0,0,0,0.0613934849764694,-0.121260484537399,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303130976430628,0,0,-0.035573424301182,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.0421543948495989,0,0,2.71050543121376e-20,0,0,0,0,0,0,0.0232469256799829,0.0487204474807996,0,0.162068969854738,0,0,0,0,0,0,0,0,0,0,0.14460056309912,0.0249064959414885,0,0,0,0,0,0.0135085398890298,0.0351494856643202,0.0407424112950884,0,0,0,0,0,0,0,0,0,-0.00314545644917205,0.00269041245265977,0,0,0,0,0,0
X600547.SH,0,0,0,0,0.0102002145938167,0,0,0.0791299812687621,0,0.00816380849996208,0,0.0125322766336999,0,0,0,0,0,0,0.0277650442973725,0,0.423641394273287,0,0,0,0.0234366348744138,0,0.0110208638179222,0,0,0,0,0.0330632134667862,0,0.0396734086035937,0,0,0,0,0,0.0631575720726633,0,0,0,0,0.240489318858191,0,0,0,0,0,0,0,-0.0209420701136382,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,-0.0246119769677002,0,0.038915140174142,0,0,0,0,0,0.060283126616838,0,0,0,0,0,0.0167270100919239,0,0.188665570981761,0,0.0761461694285216,0,0,0,0,0,0,0,-0.0728828310199401,0,0,0,0,0,0.189445711826118,0,0,0,0,0,0.116740758331558,0,0,0.173903744458316,0,0.0367930047439475,-0.00476416731787982,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,-0.178480045821157,0,0.15200098916144,0,0,0,0,0,0,0,0.0156783617823106,0,0,0,0,0.0339409858158259,0,0.866641599546798,0,0,0,0,0,0.0700881713540431,0,-0.0994907250855047,0,0,0,0,0.108951937272422,0,0,0,0,0,0,0,0,0,0.0271488792167417,0.0193163977278856,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0493623088588268,0,0,0,-0.0983206034627268,0,0.147717192632339,0,0,0.104665577938348,0,0,0.0554090315181435,0,0,0,0,0.0564634216278949,0,0,0,0.262573636606839,0,0,0,0,0,0,0,0,0,0,0.0346854815096613,0,0,0,0,0,0
