,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600011.SH,X600585.SH,X600019.SH,X002460.SZ,X002466.SZ,X601898.SH,X600547.SH,X000792.SZ,X600886.SH,X601600.SH,X600111.SH,X600660.SH,X600010.SH,X000708.SZ,X000301.SZ,X000877.SZ,X600795.SH,X002271.SZ,X600803.SH,X600362.SH,X600426.SH,X601991.SH,X600027.SH,X000983.SZ,X601699.SH,X600176.SH,X600489.SH,X000807.SZ,X600995.SH,X000786.SZ,X600160.SH,X300037.SZ,X000539.SZ,X000408.SZ,X600219.SH,X600378.SH,X000629.SZ,X002080.SZ,X002409.SZ,X600688.SH,X600612.SH,X600157.SH,X600985.SH,X600348.SH,X000932.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.741673365132804,0,0,0,0,0,0,0,0,0,0,0,0.135988181949935,0,-0.0509703318558759,0,0,0,0,0,0,0,0,0,0,0.0142235985688169,0,0,0,0,0,0.159973038422553,0,0,0,0.104058934121708,0.017216166524454,0,0,0,0,0.0355151046659678,0,0,0.125468544807428,0,0,0,0,0,0.0590083700592639,-0.0286012346280885,0.160565830528988,-0.173555566358545,0,0,0,0
X600028.SH,0.686958751055898,0,0,0,-0.107747101187842,0,0,0,0,-0.101531297698335,0.0734889512072421,0.131613073263793,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000188320290628132,0.0124986427583632,0,0,0,-0.0268112156781463,0,0,0,-0.0310808658570885,0,0,0,0,0,0,0,0,0,0,-0.0158428400210464,0,0,0,0,0,0.0159728686525064,-0.0220416234048881,0,0,0,0,0,0
X601088.SH,0.118372794998748,0,0,0,-0.271215439654386,0,0,0,0,0,0.138563356209396,0,0,0,0.274173794318535,0,0,0,0,0,0,0,0,-0.0130482930045068,0,0,0,0,0,0,0,0,0,0,0.0862531395061429,0,0,0,0,0,0,0,0.015991999245906,0,0,0,0,0.214466159414595,0,0,0,-0.0133478603201461,-0.0433197367800844,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,-0.10565829331147,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0179657096738408,-0.06538588945528,0,0,0,0,0.232909152021442,0,0,0,0,0,0,0.146422254804915,0,0,0,0,0,-0.0112574268319075,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,-0.0428000620086582,0.0414509823606168,0,0,0,0,0,0
X600188.SH,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.160122168302583,0,0,0,0,0,0,0,0,0.0604016170062401,0,0,0,0,0.124082367816584,0,0,0,0.00990190066929593,0,0,0,0.254495636067918,0,0,0,0,-0.0134897596173931,0,0,0,0,-0.0308509074188075,-0.0673304732565112,0,0,0,0,0.114678943318083,0,0,-0.0381062281989729,-0.00302412467645208,0,0,0,0,0,0
X600011.SH,0,-0.00426778026271433,0,0,0,0,0,0,-0.293264512408042,0,-0.122132926191068,0,0,0,0,0,0,0,0,0,0,0.38337893816194,0,0,0,-0.0323886933063707,0.216031206576489,0.177510583897292,0,0,0,0,0,0,0,0,-0.0125884690199198,0,-0.028445360617444,0,0,0,0.127086731771452,0,0,0,0,0,0,0,0,-0.00259545954459597,-0.0173844191531578,0,0,0,0,0,0
X600585.SH,0,0,2.16840434497101e-19,0,-0.0101575078865015,0,0,0,0,0,0,0,0,0,0.0333724944784223,0,0,0,0,0,0.123348125868124,0,0.119192552556935,0,0,0,0,0,0,0,0.0550574090401656,0,0.119434862597915,0,0.116836403729893,-0.0400010059065781,0.0129660446053286,0.0908184411198969,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00738017921633913,0.00260097071285627,0,0,0,0,0,0
X600019.SH,0,0.0813498553140854,0,0,0.0792185785066949,0,0,0,0,0,0,0.0916511476783767,0,0,0.0874765840457883,0,0,0,0,0,0,0,0,0,0.0887652100867119,0,0.0816924798271418,0,0,0,0,-3.46944695195361e-18,0,0,0,0,-0.0659327708594771,0,0,0,0,0,0,0,0,-0.00281784686528915,0,0,0,0.0552710369597012,0.0364797651132389,0.0549036482466741,-0.0033465905266584,0,0,0,0,0,0
X002460.SZ,-0.0432268139975548,0,0,0,0,0,0,0,0,0.662207894135925,0,0,0,0,0,0,0,0,0,0,0.160241750470066,0,0,0,0,0,0,0,0,-0.0650003080025793,0,0,0,0,0,0,0,0,0.044557503766379,0,0,0,0,0,0,-0.00591075088094616,0,0,0,0.118778699854228,0.0745172471723527,0.00385478182749384,-0.037070846556764,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,-0.0372294282846185,0.322065237743037,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130010184434632,0,0,0,0,0,0.352971318107951,0.0855041474519198,0,0,0,0,0,0.196799010816076,0,0.157608148906475,0,0,0,0.0912465347722457,0.0887394981588785,0.118168967791368,0,0,0,0,0,0,0,0.000443626472177995,8.67361737988404e-19,0,0,0,0,0,0
X601898.SH,0.0707968409622574,0.175701687368301,0,0,0.114396894183645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0286500189862899,0.0326056454152653,0.0142915979961129,0,0.324641616107903,0,0,0,-0.0755074966567702,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03088498211978,0,0,0,0,0,0,0,0.0361039815317245,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0160851292269281,0,0,0,0.0426767642952897,0,0.0401387054188122,0,0,0,0,0,0,0.604868042329311,0,0,0,0,0,0.0967972891087899,-0.0639464091208767,0,0,0,0.0229139233408223,0.0253147696405909,0,0.0218120092101521,0,0,0,0,0,-0.0210283753239733,-0.0178631160990829,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0.0438440190207652,0,0,0.075967269672175,0,0,0,0,0.0251014694558338,0,0,0,0,0,0,0,0.0514865923920348,0,0,0,0,0,0,0.0478658557969832,0,-0.0221549666205902,0,0.0213638897001915,0,0.166229804755628,0.00394831907071156,0.0743631480391243,0,0,0,0.228803304266676,-0.0217764031987636,0.0396274362483728,0,0,0,0,0,0,0,-0.0741455055193328,0,0,0,0,0,0,0
X600886.SH,0.0759932156982876,0.0563299114540379,0,0,0,0.0504126053276109,0,0,0,0.00367502832980438,0,-0.00783296023031173,0,0,-0.0366316843282326,0,0,0,0,0,0,0.0625042975684997,0,-0.00096375313345565,0,0,0,0.0864801713843729,0,0,0.0844924457723074,0,0,0,0,-0.0676155306423793,0,0.00458696121395274,0,0,0,0,0,0,0,-0.0204468989746136,0,0,0,0,0,-0.00958164395087517,0.0343235124291873,0,0,0,0,0,0
