,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X601600.SH,X600011.SH,X600309.SH,X601898.SH,X601992.SH,X600688.SH,X600795.SH,X002466.SZ,X600362.SH,X600111.SH,X601991.SH,X600188.SH,X600547.SH,X300072.SZ,X600516.SH,X600660.SH,X002460.SZ,X600886.SH,X000709.SZ,X000898.SZ,X600027.SH,X600157.SH,X600339.SH,X600489.SH,X000959.SZ,X600808.SH,X600219.SH,X600549.SH,X600352.SH,X000723.SZ,X002092.SZ,X601158.SH,X000553.SZ,X000983.SZ,X600299.SH,X600008.SH,X000630.SZ,X000883.SZ,X601699.SH,X000807.SZ,X000792.SZ,X000408.SZ,X002271.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0.0540096665329569,0,0,0.041596743668483,0.0135767247180609,0.0366187273205648,0,0,0,-0.0185000973666263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0508566494969306,-0.0232098227156596,0,-0.0103429543214028,0,0,-0.0761462944179529,0,0,0,0.0265467586809559,0,0,0,0,-0.00162093647397576,0,0,0,0,0,0,0
X600028.SH,0,0,0,0.0303555577525572,0.069280972334138,0,0,0,0,0,-0.00262676309107918,0,0,0,0,0,0,0,0,0,-0.00424818019252888,0,0.028475095376081,0,0,0,-0.311693093422596,0,-0.0297872188622964,0,0,0,0,0,0,0,0,0,0,0,0,-0.0301845741954666,0,0,0.0510061383133504,0,0,0,0,0,0.00638061088341672,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.0974225642248479,0.00570048875662245,0,0.128804303278253,0.20595702635846,0,0,0,-0.0296151456568522,0,0.00172798899828018,0,0,0,0,-0.101766302292752,0,0,0,0,0.231303668100561,0,0,0,0,0,0.215620224896187,0,0,0.0380246355520227,0,0,0,0,0,0,0,0,0,0,-0.0357325556261578,0,0,0,0,-0.0102417982989953,-0.0137825645498928,0,0,0,0,0,0
X600585.SH,0,0.0342213840599711,0,0,0,0,-0.0987986726151864,0,0.141486972886063,0,0,0.109838663892043,0,0,-3.46944695195361e-18,0,0,0,0,1.73472347597681e-18,-0.137043024118375,0.185748274816672,0,0,0,0,0,0,0.0739797082132062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172871169243565,0,0.00136145400614542,0.19216665055111,0,-0.000642336905417095,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0929633571843183,0.0807738787405502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182124364203902,0,0.0638627128735424,0,0,0.0898017983594424,0,0,0,0,0,0,0,0.0429134066344237,0.0790669984800472,0,0,0,0,-0.0164454970263803,0.00199189436546634,0,0,0,0,0,0
X601600.SH,0,0,0,0.0589017309602481,0,0,0,0,0,0,0,0,0,0.0799318740191297,0,0,0,0,0,0,0.0597562778857594,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0.228395523679053,0.321322294077979,0.160286336752381,0,0,0,0,0,0,0,0,0,0,0,0.125233080249322,0,0,0,0,-0.00671703676056799,-0.014908425516007,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.0517240174214164,0,0,0,0,0,0,0,0.155683093883616,0,0,0,-0.0136899597728043,0,0.0547924539168112,0,0,0,0,0,0.00412281865010584,0,-0.077542061369964,-0.0373116859892077,0,0,0.0528458926712501,0,0.0736317782446156,0,0.0938679552215414,0,0,0,0,0,0,0,0,0,0,0,0.0237903391472739,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0.0252068210197622,0,0,0,0,0,0,0,0,0.0506783725178332,0.0403154654827193,0,0,0.109971859365008,0,0,0.0292531568277814,0.262635397562371,0.0765340555359025,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0925303868347065,0,0,0,0,0,0,0,0,0.0958031074054758,0,0,0,0,-0.00219721113557337,-0.00529437817990108,0,0,0,0,0,0
X601898.SH,0,0,0,0.0139559909621854,0,0.0740185920877686,0.0295893317674422,0,0,0,0,0,0,0,0.0207989712339651,0,0,0,0,0,0,0,0,0,0,0.352783256819511,0,0,0,0,0,0.0469949979860892,0,0,0,0,0,0,0,0.133932930237439,0,0,0,0,0,0.0512449416763448,0,0,0,0,0,0,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.144824207556492,0,0.060916087188356,0,0,0,0,0.0446736490965809,0,0,0,0.115454236021325,0,0,0,0.000415457423813383,0,0,0.0527026365387921,0,0,0,0,0,0,0,0,0,0.561299595749996,0,0,0,0,0,0,0,0,0,-0.00279705601828055,0,0,0,0,0,0
X600688.SH,0,0,0,0,0.0617640251743819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00490198458937034,0,0,-0.118058892568898,0,-0.0173135395061703,0,0,0,0,0,0,0.00211729468767584,0,0,0,0,0,0,0,-0.00494222520397553,0.10715650137269,0,0,0,0,0.161158724966329,0,-0.205250443317886,0.0965684300023948,0,-0.00672678053707076,-0.051113928966934,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0465587719839261,0,0,0,0,8.67361737988404e-19,0,0.42717204611212,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0472572105904746,0,0,0.146214363749877,0,0.135023093567241,0,0,0,0,0,0,-0.0199782422911504,0,0,-0.00849690338029748,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0.0630872577824946,0,0,0,0,0,0,0,0,0.128549138948958,0,0.236492200569266,0,0,0,0,0,0,0,0.139633746801257,0,0,0,0,0,0,0,0,0,0,0,0,0.0437320762800353,0.0345805849934954,0,0,0.110223519607343,0,0.135818500005839,-3.46944695195361e-18,0,0,0,0,-0.0206887998779146,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0.0931668180832336,0,0,0,0,0.214455498321936,0,0,0,0.244862581578185,0,0,0,0,0.109391775293573,0.177293674398145,0,0.0812117654486712,0,0,0,0,0,0,0.0705858726993263,0,0,0,0.107448014899814,0,0,0,0,0.0163453424107102,0,0,0,0,0,0,0,0,0,0,0,-0.0360470160122926,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0402613809519803,0,0,0,0,0,0,0,0.0872848390247272,0,0,0,0,0.141962429405541,0.0625667459617694,0,0,0,0,0,0,0.11995705751742,0,0,0,0,0,0,0.0154103851918903,0,0,0,0,0.00663252186794684,-0.0129126650590897,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0.0724124787549283,0,0,0,0,0,0,0,0.133714142386157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.342175806010169,0,0,0,0,0.284821313441624,0.00738839272173684,0,0,0,0,-0.0104789296232262,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0.00468499233127958,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020915058881524,0,0,0,0,0,0.009031701646568,0.569541377723788,0,0,0,0,0,0,0,0,0,0.0186767797667554,0,0,0,0,0,0.00374581122195086,0,0,0,0,-0.00566010805791527,0,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.127926796640471,0,0,0,0,0.281772909584531,0,0,0.0608272566013825,0,-0.108948589036881,0,0,0,0,0,0,0,-0.0894895021278497,0,-0.335793966129307,0,0,-0.249268139180741,0,0,0,0,0,0,0,0,0.310726123114502,0,0,0,0.0086608710697811,0,0.351814831063166,0,-0.0387511102700068,0.165755380178439,0,0,0,0,0,0
X600516.SH,0,0,0,0,0,0,-0.59076060352445,0,0.250477649738051,0,0.150171041293925,0,0,0,0,0,0,0,0,0,0,0,0.410534059569742,0,0,0.251422651807949,0,0,0,0,0,0,0,0.228377828920506,0,0,-0.329012966861296,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0165657861421531,-0.0206020944772996,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0.0585020811549127,0.0305802988117799,0.0274127080820513,0,0,0,0,0.060995308745608,0,-0.0410215934029943,0.0161304546643982,0,0,0,-0.0244873907844218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0165861722411936,0,0,0,0,0,0,0,0,0.0576085845223296,0,0,0.0818332575483546,0.216366690597249,0,0.0181391696183033,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.188501011450543,0,0,0,0,0.500097918306474,0,0.2664709394858,0,0,-0.0951133845218753,0,0,0,0,0,0,-0.0258486786809073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00141694655657668,-0.00223004627929789,0,0,0,0,0,0
X600886.SH,0,0,0,0,0.127538170988781,0,0,0,0.0318492100587039,0,0,0,0,0,0,-0.00370365525742886,0,0,0,0,0,0,0,0,0,-0.0536572031650325,0,0,0,0,0,0,-0.0414046248017297,0,0,0,0,0,0,-0.00306953613435934,0,0,0,0,0,0,0,0,0.058005782812037,0,0.00431361677380767,0,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0,0.0206037782602413,0,0,0,0,0,0,0,0,0.014228957811756,0.0812185409524197,0,0,0,0,0.0378942543462434,0,0,0,0,0,0,0,0.0445374317222975,0,0.157123139693094,0.125795415786469,0,0.0354154776196017,0,0,0.153963261233101,0,0.0268135552734257,0.126606179818483,0,0.154907004268757,0,0,0,0,0,0,0,0,-0.00291383906869134,0.0163056213889857,0,0,0,0,0,0
X000898.SZ,0,0,0,0.142690082638666,0,0,0.134480095805136,0,0,0,0,0,0,0,0.059891788392434,0,0,0,0,0,0.019467977797809,0,0,0,0,0,0,0,0,0,0,0.456327040393403,0,0.00258986600509052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0223341625766272,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0,0.0116803079448839,0,0,0,0,0,0,0,0.0287435216642169,0,0,0,-0.0301807442735656,0.0198128225926845,0,0,0.0296902258054618,0.114459271978165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0725902437007856,0,0,0,0,0,0,0,0,0,-0.00444309693604564,0.0243073366990884,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0.0438714300650634,0,0,0.079671682412033,0,0,0,0,0,0.0927319037632602,0,0,0,0,0,0,0,0,0.0227781383495517,0,0,0,0,0,0,0.0491040322344097,0,0,0,0.0760856917067812,0,0,0,0,0.128119583930093,0,0,0,0,0.00370323083846393,0.0491884087568502,0,0,0,-0.00762504352426726,0.014923260270888,0,0,0,0,0,0
X600339.SH,0,0,0,0,0,0,-0.017730405696598,0,0,0,0.124627879302904,-0.0967019013143783,0,0,0,0,0,0,0,0,0.0840027452716926,-0.00808075608732855,0,0,0.0996918964457306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117879051712727,0,0.343590136167822,0,0,0,0,0,0,0,0,0.00904441987431704,-0.0470256349147909,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0,0,0,0,0.0605147828775969,0,0,0,0,0,0,0,0.31886901804703,0,-0.0145591628253205,0,0,0,0.0535069730118019,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.0450471022569164,0,0,0,0,0,0.11167531052244,0,0,0,0.00157285713291794,0,-0.0142609568783172,0.0117237859188437,0,0,0,0,0,0
X000959.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.029596222959345,0,0,0.103399738357968,0,0,0,0,0,0.142873678996102,0,0.092433113193198,0,0,0.0487384531965333,0,0,0,0.124948631671653,0.00944739418464486,0,0,0,0,0.170045759683837,0,0,0,0,0.0351193828349424,0,0,0,0,0,0
