,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002460.SZ,X600585.SH,X002466.SZ,X000792.SZ,X600019.SH,X600011.SH,X601898.SH,X600111.SH,X000301.SZ,X600660.SH,X600010.SH,X000708.SZ,X601600.SH,X002271.SZ,X600547.SH,X000877.SZ,X600886.SH,X600426.SH,X600795.SH,X600362.SH,X601699.SH,X000983.SZ,X600027.SH,X600176.SH,X600803.SH,X601991.SH,X600995.SH,X000786.SZ,X000807.SZ,X000629.SZ,X000408.SZ,X600160.SH,X600219.SH,X000831.SZ,X600489.SH,X000723.SZ,X600096.SH,X600378.SH,X000933.SZ,X002080.SZ,X600348.SH,X000630.SZ,X000932.SZ,X600157.SH,X600688.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.0538903842217839,0,0,0,0,0,0,0,0,0,0.00801262788103101,-0.0244509300707662,0,0,0,0.154246522448378,0.0720776903964407,0,0.0151058076009411,0,0,-8.67361737988404e-19,0,0.060424193771025,0,0,0,0,0.0073193787620817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00587582051459512,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.347901258215451,0,0,0,0.0335016333671998,0,0.0144426038722217,0,0,-0.0195490674219119,0,0.0985070570351405,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0868007611340346,0,0,0,0,0,0,0,0,0,0,0,0,-0.129817631526911,0,0,0.0223732037635412,0,0,0,0,0,-0.0410918495395286,0.0296209279299925,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.000929268042539539,0,0,0,0,0.0819916649328838,0,0.152274505161116,0,0,0,0,0,0.00340438710988863,0.0453538798415005,0,0,0.0250794876796113,0,0,0,0,0,0.00597957812749144,0,0,-4.33680868994202e-19,0,0,0,0.0242313360781935,0,0,0,0.0026995248672686,0,0,0,0,0,0,0,0,0,0,0,0,0.0351187478710575,-0.0132695971768161,0,0,0,0,0,0
X600309.SH,0.181984795992034,0,0,0,0,0,0,-0.0403968962661513,0,0,-0.149396786736357,0.0405818191528982,0,0.159057709832039,0,0,0,0,0,0.0189121627905736,0.131455260777818,0,0,0,0,0,0,0,0,0,0,0,0.201952086174353,0,-0.0358815922379271,0,0,0,0,0,0,0,0,0,-0.0332746309042366,0,0,0.19829949138734,0,0.0217228891455361,0,0.0287308714999312,-0.0242472408934658,0,0,0,0,0,0
X600188.SH,0,0.661612035708103,0,0,0,0,0,0,0,0,0,0,0,0.0111402386730128,-0.210528953429952,0,0,0,0,0,0,0,0,0.11844779942196,0,0.126620661698218,0,0,0,0.152902902800104,0,0,0,0.00836389344066726,0,0,0,0,-0.0111992685366576,0,0,0,0,0.303214086841272,0,0.0494236917263301,0,0,0,0,-0.0597533768931024,-0.0186404044010536,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.595848132655195,0,0,0,0,0,0,0,0,0,0,-0.00483526157381204,0,0,0,0,0,0,0,0.0389920416932754,0,0,0.0171920374846002,0,0,-0.0238965306011379,0,0,0.0849093477637403,0,0,0,0,0,0,0,0,0,0.0311661391971719,0,0,0,0,0.0106307505999087,0.00327937443923096,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074842891073473,0,0.054337345160246,0,0,0,0,0.404918416859873,0,0,0,0,0.0053756447008826,0.0314820116692863,0,0,0,0,0,0.154663909586351,0,0,0.00955475597378085,-0.135681133968925,0.00767412240245122,0,0,0,-0.0142739087233531,0,0.152572278857357,0,0.0083449784531476,0,0,0,0,0,0.00781447145158724,-0.00819411060854414,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,1.00040225437058,0,0,0,0,-1.73472347597681e-18,0,3.46944695195361e-18,0,0,0,0,0,-0.0249726589255535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0171829051684968,0,0,0,0.0398934349835906,0,0,0,0,0.0345069110389869,0,0,0,0,0,0,-0.00683564770550039,0.00673897622737145,-0.00927289147705152,-0.0613921578501309,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.427645653361745,0,0.111816700042767,0,0,0,0,0.0650796919001493,0,0,0,0,0,0,0,0,0,0,0,0,-0.0117639577246962,0,0,0.10184211558413,0,0,0,0,0,0.0179546663882901,0,0,0,0.00757785161352284,0,0,0,0,0,0,0.0282085529436575,0,0,0,0,0.0101766745470538,0,-0.0210052558468466,-0.0817010371712278,0,0,0,0,0
X600019.SH,0,0,0.112985931170998,0,0,-0.0422120420737957,0,0,0,0,0,0.111453227877416,0,0,0,0.0787371349827412,0,0.192619511412631,0.143684256325316,0,0,0,0,0,0,0.0456814632498915,0,0,0.0466555592897525,0,0,0,0,0,-0.0233142349693471,0,0,0,0,0,0,0,0,0,0,0,0.0736248009935872,0.10560674779246,0,0,0,0.00455600511622102,-0.0241316251104372,0,0,0,0,0,0
X600011.SH,0,0,0,-0.0365304200449447,0,0,0,0,0,0,0,0,-0.0796947054825646,-0.00330648827837175,0,0,0,0,0.00774075074853109,0,0,0,0,-1.73472347597681e-18,0,0,0.0409653842968606,0.663190734700571,0,0.12820224367047,0,0,0,0,0,0,0,0,0,0,0,-0.0233354820509519,0.238912106552278,0,0,0,0,0,0,0,0,-0.000189303829119481,0.0136202398036594,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.111882301910945,0,0,0,0,0,0,0,0,0,0,0,0,0.0797590735790343,0,0,0,0,0,0,0,0.144005326508425,0.0957266615438593,0.0153781863742608,0,0,0,0,0,-6.93889390390723e-18,0.00626090421154073,0,0,0,0.0558847614005003,0,0,0,0,0.14870798403499,0,0,0,0,0,0,0,0,-0.0170420925917258,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0.103201822727775,0,0,0,0,0,0.0504366422754961,0,-0.0678526662383945,0,0.208355368217864,0.109072870688654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0263210714886574,0.00506468447998339,0,0,0,0.309600893239621,0,0,0,0,0,0,0,0,0,0,0,0,-0.0288756524118636,0.0288999905173757,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179981811938026,0,0,0,0.238390365873523,0,0,0,0,0,0,0.0547588719851556,0.296761636866285,0,0,0,0,0,0,0.473959933418129,0,0.0662581230135485,0,0,0,0,0,0,-0.114393455856968,0.068446542540354,0,0,0,0,0,0,0
X600660.SH,0,0,0,0.158085091677508,0,0,0,0,0.0519206622025048,0,0,0,0,0,0,0.00970064000475848,0,0,0,0,0,0,0,-0.0172917065628711,0,0,0,0,0,0.0862144011777616,0,0,0,0.162612160070944,0,0,0,0,0.0427547307155699,0,0,0,0,0.0812556801710174,0,0,0,0,0,0,0.0400854320293428,-0.0395045152964511,0.00399406433006188,0,0,0,0,0,0
X600010.SH,0,0.154541646896674,0,0,0.0298293975031501,0,0,0,0,0,0,0,0,0,0,0,0.0739238658657092,0,-0.049300769158787,0,0,0,0,0,0,0,-0.0469446502098143,-0.0291883840977666,0,0,0,0,0,0,0,0,0,0,0.280672583913968,0,0,0,0,0,-0.0323491653488953,0,0.240533567702938,0,0,0,0,-0.0131685571578271,0.00022144459287955,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0.103165696068718,0.00674921705644232,0,0,0,0,0.050113088653284,0.110757719751608,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,-0.0222793706626922,0,0,0,0,0.0396501954225984,0,0.0294897623761094,0,0,0.0319609127675135,0,0,0,0,0,0.14623109860316,0,0,0,0,0,0,0,0,0.00259674916900145,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0543694283076682,0,0,0.0906591346730349,0,0.17071859476334,0,0,0,0.1819379845061,0,0.0933276494772575,0,0,0,0,0,0,0.12188299730766,0.042345188882558,0,0,0.158351438018755,0.145398919178759,0,0,0,-0.0266314404225169,0,0,0,0,0.00203415411936283,0,0,0,0.0155851862652415,-0.0143010130671393,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0.171620549286112,0.00247946938772587,0.00879565810141484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022200542470338,0,0,0,0,0,0.720703978187859,0,0,0,0,0,0,0,0,0,-0.05435989446369,0,0,0,0,0,0,0,-0.128871712471221,-0.0144205553349314,1.0842021724855e-19,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0.200261323660779,0.219675454877131,0,0,0,0.0405593664177384,0,0.0179103541224332,0.000196316072842972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0447529728050247,0,0,0.745574450061486,0,0,-0.00118240485637944,0,0.0343956339397181,0,0,0,0,0,0,0.0247442949953352,-0.0184175656255694,0,0,0,0,0,0
X000877.SZ,0,0,0,-1.73472347597681e-18,0,3.46944695195361e-18,0.169829607716293,0,0,0,0,0,0,0,0,0.0647807195201647,0,0.0425095164561895,0.0361017078692779,0.0251862234211871,0,0,0,0,0,0,0,0.089041691281377,0,0,0,0,0.219900030630081,0,0.069668824191607,0,0,0,0,0,0,0,0,0,0.112115141001426,0,0,0.291033509780047,0,0,0,0.0155107130321664,0.000216069851058773,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0.197697925021934,0,0,0,-0.219148140947984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125010625603139,0.0522619920008961,0,0,0,0,1.4008885272105e-06,0,0,0,-0.0590265071550545,0,0,0,0,0,-0.228529268229691,0,0,0,-0.0155846320328663,-0.00365181396674993,-0.00874923586548155,0,0,0,0,0,0
X600426.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0225791535653672,0,0,-0.0457751941998795,0,0,0,0,0,0,0,0,0,0.24635185183405,0,0,0,0,0,0,0.0699771347847992,-0.00652778616771933,0.105231343453852,0,0,-0.056671914294102,0,0,0,-0.217978509396753,0,0,0,0.0435254795818216,0,0,0,0,0,-0.0125407326298341,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.111929805567712,0,0,0,0,0,0,0,0,0.147364343424437,0,0,0,0,0.0116644344706719,0,0,0,0,0,0,0,0.013692648025579,0.284335969062222,0,0,0.287769616101485,0,0,0,0,0.317986671840903,0,0,-0.247752204295574,0,0,-0.308214460279553,0.15228219557609,0,0,0,-0.162345969723493,0,0,0,0,-0.0322982202870408,0.0157722612412003,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.135304224050451,0,0,0.0317449533634224,0,0.124800257134136,0,0.202531314953628,0,0,0,0,0,0,0,0,0,0.062898192593507,0,0,0,0.145622271642201,0.0287696816245916,0,0,0,0,0,0,0,0,0,0,0,0.0153654206876097,0,0,0,0,-0.00721593588766993,0,0,0,0,0,0,0
X601699.SH,0,0,0,0,0.502875244268257,0,0,0,-0.085562455771939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0890544225652914,0,0,0,0,0,0,0,0,0,0,0,-0.232947343051639,0.312756267090125,0.0534548591293176,0,0,0,0,0.00702683912599051,-0.0131982969951449,0,0,0,0,0,0
X000983.SZ,0,0,0,0,0,0.253447951156237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.451308417579636,0,0,0,0.118422268189491,0,-0.086171895091253,1.73472347597681e-18,0.16826558015818,-0.00436071972042576,0,8.67361737988404e-19,0,0,0,0,0,0,0.201391842705708,0,0,0,0,0,0,0,0.0459005628142251,-0.0463920071285834,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,-0.0102332109897303,0,0,0.57698631496043,0,-0.0953605404048193,0,0,0,0,-0.131032068040435,0,0,0,0,0,0.213343089628262,0,0.102178619333667,0,0,0,0,0.0546433622568749,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,-0.00829875019268984,-0.00918921219229083,0,0,0,0,0,0
X600176.SH,0,0,0,-0.0175830856468774,0,0,0.0217406462788861,0,0,0,-0.0245517688678047,0.0616022871180916,0.161577790547477,0,0,0,0,0.0126066040836124,0,0,0,0,0,0,0,0.0377369684139134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115153920963346,0.333021748178563,0.0217987684876745,0.0646670741480289,0,0,0,0,0.03209609049608,-0.031234914249658,0,0,0,0,0,0
