,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600011.SH,X600585.SH,X600019.SH,X002460.SZ,X002466.SZ,X601898.SH,X000792.SZ,X600547.SH,X600886.SH,X601600.SH,X600111.SH,X600660.SH,X600010.SH,X000708.SZ,X000301.SZ,X000877.SZ,X600795.SH,X002271.SZ,X600362.SH,X600803.SH,X600426.SH,X601991.SH,X600027.SH,X601699.SH,X000983.SZ,X600176.SH,X600489.SH,X000807.SZ,X600995.SH,X000786.SZ,X600160.SH,X000408.SZ,X300037.SZ,X600219.SH,X600378.SH,X000629.SZ,X000539.SZ,X002080.SZ,X002409.SZ,X600612.SH,X600688.SH,X600985.SH,X600348.SH,X600157.SH,X000932.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.605669325646344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118220349627022,0,0,0,0,0,0.170031876897561,0,0,0,0,0.0967402516747323,0,0,0,0.0374584249876398,0.0776984581784852,0,0.00642372719904485,0,0,0,0,0,0,0.106518979103304,-0.0202223920750176,0.303190616731124,0,0,0,0,0
X600028.SH,0.686974395855038,0,0,0,-0.107889254303843,0,0,0,0,-0.101462626852945,0.0732270412856578,0,0.13106238208141,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122121432264542,0,0,0,-0.026456875433526,0,0,0,-0.0312105525245468,0,0,-0.000248083980266229,0,0,0,-1.0842021724855e-19,0,0,-0.0157526690917964,0,0,0,0,0,0,0.0161264615492792,-0.0221785929267374,0,0,0,0,0,0
X601088.SH,0.148579823526713,0,0,0,-0.288792437616079,0,0,0,0,0,0.151517177492575,0,0,0,0.24438375587015,0,0,0,0,0,0,0,0,0,-0.0229178659108003,0,0,0,-3.46944695195361e-18,0,0,0.0190166078535936,0,0,0.0817714678812699,0,0,0,0,0,0,0,0.00762987900215706,0,0,0,0.275166691061978,0,0,0.00986479622666836,0,-0.00106686023344585,-0.0587369317311694,0,0,0,0,0,0
X600309.SH,0.0274690490272755,0,0,0,0,-0.104059949244212,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.049516401732772,-0.062017096092837,0,0,0,0,0.291471641226856,0,0,-0.071897414711036,0,0,0,0.0955964641910384,0,0,0,-0.00824431614653099,0.0364942669472047,0,0,0,0,-1.73472347597681e-18,-4.33680868994202e-19,4.33680868994202e-19,0,0,0,0,0,0,-0.0749528697206201,0.0229598343425977,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0.299988889494621,0,0,0,0,0,0,0,0,0,0,0,0,0.151965181136587,0.061260231565243,0,0,0,0,0.112810586397496,0,0,0.0410168545488484,0,0,0,0,0,0,0,0,-0.00420123143910724,-0.00754387082461301,-0.0230144205277023,0,0,0,0.420361177055929,0,-0.0559544639277819,0,-0.0273577619038254,-0.0613246741098528,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,-0.305357830139594,0,-0.122718553850096,0,0,0,0,0,0,0,0,0,0,0.379664416367805,0,0,-0.00522552235518937,-0.0285367140355066,0.206883910400344,0.180314543566052,0,-4.33680868994202e-19,0,0,0,0,0,0,-0.0155237234952308,-0.0131685103638227,0,0,0,0,0.124928612057782,0,0,0,0,0,0,0,0,-0.00590596316915006,-0.0171864945582102,0,0,0,0,0,0
X600585.SH,0,-1.73472347597681e-18,0,0.0463867879218729,-0.0167844492314273,0,0,0,0,0.0587825453225575,0,0,0,0,0.0499190791094722,0,0,0,0,0,0.204139499690188,0,0.0569660085282844,0,0,0,0,0,0,0,0.083513105595407,0,0.0742345899645452,0,0.132194154449129,-0.0789821197376563,-0.0527193949045931,0.0295678737835728,0,0,0,0.063856217531377,-0.0253253463370925,0,0,0,0,0,0,0,0,-0.00960408174965389,0,0,0,0,0,0,0
X600019.SH,0,0.145850971977412,0,0,0.0866435992802481,0,0,0,0,0,0,0,0.0958534213350151,0,0.0913401624918084,0,0,0,0,0,0,0,0,0.0768662842490112,0,0,0.0560463565661045,0,0,0,0,3.46944695195361e-18,0,0,0,0.0401329528648916,0,-0.0355486331489619,0,0,0,0,0,0,-0.00648614208345048,0,0,0,0,0,0,0.047289641830397,-0.00555749122234644,0,0,0,0,0,0
X002460.SZ,-0.0521733479407831,0,0,0,0,0,0,0,0,0.645363637160272,0,0,0,0,0,0,0,0,0,0,0.171410842158856,0,0,0,0,0,0,0,-0.0478563740317622,0,0,0,0.00799505611051954,0,0,0,0.046147420468363,0,0,0,0,0,0,0,-1.65469381054051e-05,0,0,0,0,0.105738561332924,0.0831827122435909,0.013129122678223,-0.0469356863187654,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,-0.0971856680568813,0.324270117155526,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13495345335623,0,0,0,0,0,0.0968007961567684,0.156455667827708,0,0,0.11791676154216,0,0,0.138509602360778,0,0,0,0,0.159444942060229,0.161743590543863,0.0908755703524283,0.108457016932963,0,0,0,0,0,0,-0.242865379148569,0,0.0104749014925762,0,0,0,0,0,0
