,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600010.SH,X601600.SH,X601898.SH,X600188.SH,X002466.SZ,X600660.SH,X600688.SH,X600362.SH,X600795.SH,X300072.SZ,X002460.SZ,X601992.SH,X601991.SH,X600547.SH,X600111.SH,X600176.SH,X600516.SH,X000898.SZ,X600886.SH,X000786.SZ,X000709.SZ,X002271.SZ,X600352.SH,X000825.SZ,X000792.SZ,X600027.SH,X600299.SH,X000553.SZ,X601699.SH,X000408.SZ,X600219.SH,X601158.SH,X600808.SH,X600489.SH,X002110.SZ,X000830.SZ,X600426.SH,X000959.SZ,X000883.SZ,X000630.SZ,X000983.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.163263646507689,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189629304484476,0,0.0443505761895973,0,0,0,0,0,0,0,0,0,0,0,0.0733257782991391,0,0,0,0,0,0,0,0,0.093050306660377,0,0,0.00746564174506055,0.0222998898359041,0,0,0,0,0,-0.0111966532207186,0,0,0,0,0,0,0
X600028.SH,0.464941328349671,0,0.201765959224138,0,0,0,0,0,0,0,0,0,0.1252415334409,0,0,0,0,0,0,0.223389020599294,0,0.0430693681253606,0.0167514404443047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0480671474788834,0,0,0,0,0,0,-0.0125711157338151,0.0031800593801131,0,0,0,0,0,0
X601088.SH,0,0,0,0.354798626095658,0.120718593606831,0,0,0,0,0,-0.0318682290056914,0,0,0,0,0,0,0,0,0.0614517254063454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190469514258288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000350797868936856,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.295207396973192,0,0,-0.0172040594334718,0,0.303863852541614,0,0,0,0,0,0,0,0,0,0.00639784480260008,0,-0.107980974638546,0,0.119553253216723,0,0,0,0,0,0.0301096468076068,0,0,0,0,0,0,0,0,0,0,0.0699316358163608,0,-0.0276926000630334,0,0,0,0,0,0.0263396002425621,-0.0329563465013784,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0.0539505678907649,0,0,0,0,0,0,0,0,0,0,0,0.0611114771708736,0,0,0,0.30947101736885,0,0,0,0,-0.139403478943015,0,0,0,0.332722287820681,0,0,0,0,0,0.13666875339793,0,0,0,0,0,0,0,-0.0222550684918593,0.0116242449530914,0,0,0,0,0,0
X600011.SH,0,0,0,-0.102072578520787,0,0,0,0,0.140800464079589,0,0,0,0,0,0,0,0,0.00174277483485294,0,0,0,0,0.0734824950280843,0,0,0,0,0,0.0237556012728808,0,0.0430263422868895,0.0158338994847609,0,0.145351722438875,0,0,0,0,0,0,0,0,0,0.0707275806864775,0,0,0,0,0,0.00586460045927521,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0.211358500964575,0,0,0,0,0,0,0,-0.00839439543680041,0.107306150749052,0,0,0,0,0.111571219875808,0,0,0,0,0.0295716735928925,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.229537759124778,0,0.0366036913494613,-0.0290634377958026,0,0,0,0,0,0
X601600.SH,0,0.196963061213434,0.0243150259443202,0,0,0,0,0,0,0,0,0,0,0,0,-0.367611363806819,0,-0.151599801771422,0,0,0,0,-0.0788275643555243,0,0,0,0,0.320789443769234,0,0,-0.177003492601749,0,0,0,0.26868198059636,-0.189621400393398,0,0,0,0,-0.0787258432935432,0,0,0,0,0,0,0,0.300883856280838,-0.425287746221169,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.318477849305268,0,0,0,0.0435152125748299,0,0,0,0,0,0,0,0,0,0,0.00686491213866125,0.0194379349143947,0.102138691923186,0,0,0,0,0,0,0,0,0,0,0,0,0.247662763422007,0,0,0.155184497134873,0,0.0156275787374824,0,0,0,0,0,0,0
X600188.SH,0,0,0.452670856217661,0,0,0,0,0,0,0,0,0,0,0,0,0.0277290755083584,0.0476219779392963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.352223760188016,0,0,0,0,0,0,0.0749448655997581,0,0,0,0,0,0,0,0,0,0,0,0,0,0
