,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600660.SH,X600019.SH,X600188.SH,X601600.SH,X600585.SH,X600886.SH,X600547.SH,X600011.SH,X000792.SZ,X600010.SH,X600795.SH,X600111.SH,X600362.SH,X002460.SZ,X600803.SH,X600160.SH,X600489.SH,X000708.SZ,X000786.SZ,X600027.SH,X000301.SZ,X002466.SZ,X601991.SH,X000807.SZ,X600219.SH,X000983.SZ,X600426.SH,X002128.SZ,X600176.SH,X000408.SZ,X601699.SH,X000630.SZ,X600096.SH,X000933.SZ,X601168.SH,X000877.SZ,X002353.SZ,X600985.SH,X600157.SH,X600352.SH,X600299.SH,X000883.SZ,X600995.SH,X600378.SH,X600688.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0443499284279839,0,0,0,0,0,0,0,0.0881358666586434,0,0,0,0,0.250282673773839,0,0.230852984684032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00973206761521508,0,0.135089424748034,0,0,0,0,0,0,0,0,0,0,0,0.00865751140983195,0,0,0,-0.0247681978390956,0,0
X601088.SH,0,0,0,0,0.315757138904721,0,0,0,0,0,0.264897721648,0,0,0,0,0,-0.00246922722922803,0,-0.00391215720884814,0,0.0130827840892737,0,0,0.0484757184711779,0,0,0,0.0382099271172447,0,0,0,0,0,0,0.0350421788441656,0,0,0,0.0413398842866527,0,0,0,0,0,0,0,0,0,0,0,0,0.0130741453877485,0.00459798513504301,0,0,0,0,0,0
X600028.SH,0.232524311759433,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0163104327025521,0,0,0,0,0,0,0,0.0688355603106225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0385136796176178,0,0.027761190954303,0,0.0657560523420042,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0484923060326652,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0571312535113942,0,0.122118810338987,0.0526545364725375,0,0.107760539530493,0,0,0,0.0189852291054683,0,0,0,0,0,0,0,0,0,0,0.171086901207695,0,0,0,0.123403755625848,0,0,0.0551083018383229,0,0,0,0.109064151399853,0,0,0,-0.0283319556535887,0.0202371025703436,0,0,0,-0.000716891790446055,0,0
X601898.SH,0,0.642245856880131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.026396347072834,0,0.100920161128812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120324644331998,0,0.00488539032893681,0,0,0.054121729028747,0,0,0,0,0,0,0,0.0250039855417292,0,-0.0336934472267646,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188776016008526,0,0,-0.00380515838721086,0.0727258838810658,0.0976881073881352,0,0,6.93889390390723e-18,0,0.0716026483507275,0,0,0.0586477201238148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.17970152869238,0,0.199021767176322,0,0,0,0,0,0,0,0,0.183412730397346,0,-0.00817830944516411,0,0
X600019.SH,0.162848410633224,0,0,0,0,0,0,0,0.196929144202982,0,0,0,0,0,0,0,0,0,0,0.0853027881041923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201081455301737,0,0,0,0,0.108746079603332,0,0,0.0640630279051746,0,0,0,0,0,0,0,0,0.00414030246277678,0,0,0,-0.0185030308076683,0,0
X600188.SH,0,0,0,0.0155110183398218,0.13801601792221,0,0,0,0,0,0,0,0,0,0,0,0.0987576025207521,0,0,0,0,0,0,0,0,0,0.023067534804309,0,0,0,0,0.0381667025899334,0,0,0,-6.93889390390723e-18,-1.38777878078145e-17,0,0,0,0,0,0,0.0967117362317717,0,0,0,0.160637059176666,4.33680868994202e-19,0,0,0,0,0,0,0,-0.0945927554636602,0,0
X601600.SH,0,0,0,0,0,0,0.0795128480714229,0,0,0,0,0,0,0,0,0,0,0.883827652440065,-0.0253716082957969,0,-0.0611156855308505,0,0,0,0,0,0,0,0.217681809558369,0.114953867828847,0,0,0,0,0,0,0,0,0,0,-0.112221842129861,0,0,0,0,0,0,0,0,0,0,-0.00241219495307332,0,0,0,0,-0.106189703147338,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00623182802964691,0.0533523978090282,0,0,0.179978063892276,0,0,0,0,0,0,0,0,0,0,0.1814777103772,0,0,0,0,0,0.417350707592166,-0.0392390576722378,0.027533635905079,-0.00316482395359855,0,0,0,0,0,0,0.0201769079859915,0.0705456580391164,3.46944695195361e-18,0,0,0,0,0,0
