,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600019.SH,X002460.SZ,X002271.SZ,X600660.SH,X000708.SZ,X601898.SH,X600547.SH,X600362.SH,X601600.SH,X000301.SZ,X600010.SH,X002466.SZ,X600111.SH,X000786.SZ,X600886.SH,X600011.SH,X600188.SH,X600426.SH,X600176.SH,X600803.SH,X601991.SH,X600801.SH,X600795.SH,X600219.SH,X000027.SZ,X600352.SH,X000932.SZ,X600489.SH,X000807.SZ,X000898.SZ,X600688.SH,X000825.SZ,X600315.SH,X600157.SH,X002353.SZ,X600516.SH,X600027.SH,X600486.SH,X600299.SH,X600808.SH,X002080.SZ,X601168.SH,X000959.SZ,X000723.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.378898134180565,0,0,0,0,0,0,-0.00403473454270502,0,0,0,0.0286921936733065,0,0,0,4.33680868994202e-19,0,0,0,0,0.00304630340095087,0,0,0,0,0,0,0,-1.73472347597681e-18,0.00864345323265926,0,0,0,0,0,0.0108683973311948,0,0,0.058146626633942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0.562469758003791,0,0,0,0,0,0,0,0,0.0448470420618913,0,0,0,0,0,0,0,0,0,0,0,0,0.151856028998787,0,0,-0.00539595251991867,0,0,0,0,0,0,0,0.121000463094049,0.044973720402385,0,0.0298884812945175,0,0,0,0,0,0,0,0,-0.0248549853482856,-0.00599269203549964,0,0,0,0,0,0,0,0,0,0.00774633176171788,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.00466343317419743,0,0,0,0,0.0730406239634268,0,0,0,0,0,0,0.16546197382945,0,0,0,0,0,0,0.0572148387344691,0.0314868691361775,0,0,0,0,0,0,0,-0.0134585724663403,0,0,0.0610234339633457,0,0,0,0,0,0,0.0858548350873495,0,0,0,0,-0.025545840917798,0,0,0,0.00561816941489819,0,0
X600309.SH,0,0,0,0,0,0,0.106753755909479,0,0,0,0,0,0.0815778228701226,0,0,0,0,0.182290710635002,0.193744706425651,0,0,0,0.132542373232611,0.0577142444468223,0,0,0,0,0,0,0,0,0,0,-0.176423996532154,0,0.125907513635026,0,0,0,0,0,0.00837302488731498,0,0,0,0,0,0,0,0,0,-0.0935058294824176,0,0,0,0,0,0
X600585.SH,0,0,0,0.00539796229107178,0,0.005188021273858,0.0200171723686999,0,0,0.0287471052960466,0,0,0,0,0,-0.0142592573627244,0,0,0,0,0,0.0416206144379818,0,0,0,0,0.270338324274749,0,0,0,0,0.0646694673638031,0,0,0,0,0,0,0,0,0.0366899687308244,0,0.0412421681610622,0,0,-0.00332598215057982,0,0,0,0,0,0,-0.0251132279020433,0,0,0,-0.0143228039185785,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0417810014346527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.395311853999292,0,0.0939313271542775,0.0156752886325142,0,0.232476950050315,0,0,0,0,0,0,0,0,0,0,0.00177437065550889,0,0,0,0,-0.066258198300369,0,0,0,0,0,0
X002460.SZ,0,0,0,0.0190470072885758,0,0,0,0,0.233034416889602,0,0,0,0.014363430868135,0,0.120551979392001,0.0093634237503441,0.506104421354751,0.129425648562922,0.0495308594320538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0322168416530795,0,0,0,0.110835411028038,0,0,0,0,0.0245821766653461,0,0,0,0,-0.0141096682304076,0,0
X002271.SZ,0,0,0,0.133358686147607,0,-0.0412898060511785,0,0,0,0,-0.0317788797911993,0,0,0,0,0,0,0,0,0,0,0,0.0525345947925787,0,0.0622209194078917,0,0,0,0.143203157097538,0,0,-0.104193952057696,0,0.0321475359432344,0,0,0,0,0,0,-3.46944695195361e-18,0,0.19193550278711,0,0,0,0,-0.0710279837156573,0,-0.132985606508919,0,0,-0.0375942400753235,0,0,0,-0.018993583223185,0,0
X600660.SH,0,0,0,0,0,0,0.182800591116296,0,0,0.0133901412457123,-0.152028163010144,0,0,0,0,0,0.0305557500501711,0,0.116756190985204,0,0,0,0,0,0,0,0,0,0,-0.0168027860049056,0,0,0,0,0,0,0,0,0,-0.12623866105379,0.0105275459102498,0,0.300944981314649,0,0,0.118014452588619,0,0,-0.0089269459032463,0,0,0,-0.036370628362699,0,0,0,-0.0200672942723434,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0398913983811686,0,0,0.163192795397493,0,0,0,0.0511753774463082,0,0,0,0,0,0,-0.0871415767292734,0,0,0,0,-0.129008562641523,0.578353258911038,0,-0.0824111355064887,0,0,0,0,0,0,0.131590732624496,0,0,0,0,0,0,0,0.0168091408270141,0,0,0,0,-0.11586435895173,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0244287061300531,0.0515072061256076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159266915343061,0,0,0,0,0.114151753829524,0.130541966789868,0,0,0.00511103296780109,0,0,0,0,0,0,0,0,0,0.0574538777812914,0,0,0,0.0418570395158986,0,0
X600547.SH,0,0,0,-0.0317624628867067,0,0,0,0,0,0,0,0,0.0617617032474834,0,0,0.097103970327303,0,0.102519998212704,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.15513832793623,0,0,0,0,0,0,0.145812222503367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0156081362202723,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0.0192950540993114,0,0,0,0,0,0,0,0,0,0,0.0781698216020731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021328948128126,0,0,0,0,0,0,0,0,0,0.413065186981592,0,0,0.522510089417478,0,-0.0492815531054309,-0.0196147657022689,0,0,0,-0.0443147647922999,0,0
